x                   	y                   
-------------------------------
0.0007833333        	0                   
0.0026              	0                   
0.004416666         	0                   
0.006233333         	0                   
0.008066666         	0                   
0.009883333         	0                   
0.0117              	0                   
0.01351667          	0                   
0.01533333          	0                   
0.01716667          	0                   
0.01898333          	0                   
0.0208              	0                   
0.02261667          	0                   
0.02443333          	0                   
0.02626667          	0                   
0.02808333          	0                   
0.0299              	0                   
0.03171667          	0                   
0.03353333          	0                   
0.03536667          	0                   
0.03718333          	0                   
0.039               	0                   
0.04081667          	0                   
0.04263333          	0                   
0.04446667          	0                   
0.04628333          	0                   
0.0481              	0                   
0.04991667          	0                   
0.05173333          	0                   
0.05356667          	0                   
0.05538333          	0                   
0.0572              	0                   
0.05901667          	0                   
0.06083333          	0                   
0.06266667          	0                   
0.06448333          	0                   
0.0663              	0                   
0.06811666          	0                   
0.06993333          	0                   
0.07176667          	0                   
0.07358333          	0                   
0.0754              	0                   
0.07721667          	0                   
0.07903333          	0                   
0.08086666          	0                   
0.08268333          	0                   
0.0845              	0                   
0.08631667          	0                   
0.08813334          	0                   
0.08996667          	0                   
0.09178333          	0                   
0.0936              	0                   
0.09541667          	0                   
0.09723333          	0                   
0.09906667          	0                   
0.1008833           	0                   
0.1027              	0                   
0.1045167           	0                   
0.1063333           	0                   
0.1081667           	0                   
0.1099833           	0                   
0.1118              	0                   
0.1136167           	0                   
0.1154333           	0                   
0.1172667           	0                   
0.1190833           	0                   
0.1209              	0                   
0.1227167           	0                   
0.1245333           	0                   
0.1263667           	0                   
0.1281833           	0                   
0.13                	0                   
0.1318167           	0                   
0.1336333           	0                   
0.1354667           	0                   
0.1372833           	0                   
0.1391              	0                   
0.1409167           	0                   
0.1427333           	0                   
0.1445667           	0                   
0.1463833           	0                   
0.1482              	0                   
0.1500167           	0                   
0.1518333           	0                   
0.1536667           	0                   
0.1554833           	0                   
0.1573              	0                   
0.1591167           	0                   
0.1609333           	0                   
0.1627667           	0                   
0.1645833           	0                   
0.1664              	0                   
0.1682167           	0                   
0.1700333           	0                   
0.1718667           	0                   
0.1736833           	0                   
0.1755              	0                   
0.1773167           	0                   
0.1791333           	0                   
0.1809667           	0                   
0.1827833           	0                   
0.1846              	0                   
0.1864167           	0                   
0.1882333           	0                   
0.1900667           	0                   
0.1918833           	0                   
0.1937              	0                   
0.1955167           	0                   
0.1973333           	0                   
0.1991667           	0                   
0.2009833           	0                   
0.2028              	0                   
0.2046167           	0                   
0.2064333           	0                   
0.2082667           	0                   
0.2100833           	0                   
0.2119              	0                   
0.2137167           	0                   
0.2155333           	0                   
0.2173667           	0                   
0.2191833           	0                   
0.221               	0                   
0.2228167           	0                   
0.2246333           	0                   
0.2264667           	0                   
0.2282833           	0                   
0.2301              	0                   
0.2319167           	0                   
0.2337333           	0                   
0.2355667           	0                   
0.2373833           	0                   
0.2392              	0                   
0.2410167           	0                   
0.2428333           	0                   
0.2446667           	0                   
0.2464833           	0                   
0.2483              	0                   
0.2501167           	0                   
0.2519333           	0                   
0.2537667           	0                   
0.2555833           	0                   
0.2574              	0                   
0.2592167           	0                   
0.2610333           	0                   
0.2628667           	0                   
0.2646833           	0                   
0.2665              	0                   
0.2683167           	0                   
0.2701333           	0                   
0.2719667           	0                   
0.2737833           	0                   
0.2756              	0                   
0.2774167           	0                   
0.2792333           	0                   
0.2810667           	0                   
0.2828833           	0                   
0.2847              	0                   
0.2865167           	0                   
0.2883333           	0                   
0.2901667           	0                   
0.2919833           	0                   
0.2938              	0                   
0.2956167           	0                   
0.2974333           	0                   
0.2992667           	0                   
0.3010833           	0                   
0.3029              	0                   
0.3047167           	0                   
0.3065333           	0                   
0.3083667           	0                   
0.3101833           	0                   
0.312               	0                   
0.3138167           	0                   
0.3156333           	0                   
0.3174667           	0                   
0.3192833           	0                   
0.3211              	0                   
0.3229167           	0                   
0.3247333           	0                   
0.3265667           	0                   
0.3283833           	0                   
0.3302              	0                   
0.3320167           	0                   
0.3338333           	0                   
0.3356667           	0                   
