[Header]
Data File Name	D:\助燃剂标准品检验\92#汽油\百分一92#汽-乙.qgd
Output Date	2018/4/17
Output Time	17:25:25

[MS Chromatogram]
m/z	1-1 83.00
Event Time(msec)	200
# of Points	9750
Start Time(min)	2.500
End Time(min)	34.997
Ret.Time	Absolute Intensity	Relative Intensity
16.943	740	0.09
16.947	739	0.09
16.950	739	0.09
16.953	739	0.09
16.957	738	0.09
16.960	738	0.09
16.963	738	0.09
16.967	739	0.09
16.970	737	0.09
16.973	735	0.09
16.977	734	0.09
16.980	736	0.09
16.983	741	0.09
16.987	745	0.09
16.990	747	0.09
16.993	747	0.09
16.997	745	0.09
17.000	747	0.09
17.003	748	0.09
17.007	749	0.09
17.010	753	0.09
17.013	756	0.09
17.017	756	0.09
17.020	760	0.09
17.023	763	0.09
17.027	762	0.09
17.030	762	0.09
17.033	763	0.09
17.037	765	0.09
17.040	758	0.09
17.043	750	0.09
17.047	749	0.09
17.050	749	0.09
17.053	750	0.09
17.057	751	0.09
17.060	755	0.09
17.063	768	0.09
17.067	785	0.10
17.070	807	0.10
17.073	822	0.10
17.077	809	0.10
17.080	785	0.10
17.083	766	0.09
17.087	749	0.09
17.090	730	0.09
17.093	715	0.09
17.097	708	0.09
17.100	699	0.09
17.103	684	0.08
17.107	679	0.08
17.110	677	0.08
17.113	666	0.08
17.117	661	0.08
17.120	658	0.08
17.123	649	0.08
17.127	635	0.08
17.130	623	0.08
17.133	618	0.08
17.137	612	0.07
17.140	604	0.07
17.143	593	0.07
17.147	584	0.07
17.150	579	0.07
17.153	576	0.07
17.157	572	0.07
17.160	567	0.07
17.163	562	0.07
17.167	560	0.07
17.170	557	0.07
17.173	555	0.07
17.177	553	0.07
17.180	551	0.07
17.183	548	0.07
17.187	543	0.07
17.190	540	0.07
17.193	539	0.07
17.197	538	0.07
17.200	538	0.07
17.203	538	0.07
17.207	536	0.07
17.210	536	0.07
17.213	535	0.07
17.217	534	0.07
17.220	534	0.07
17.223	534	0.07
17.227	534	0.07
17.230	533	0.07
17.233	532	0.07
17.237	531	0.06
17.240	531	0.06
17.243	529	0.06
17.247	529	0.06
17.250	528	0.06
17.253	528	0.06
17.257	527	0.06
17.260	526	0.06
17.263	525	0.06
17.267	524	0.06
17.270	523	0.06
17.273	522	0.06
17.277	521	0.06
17.280	520	0.06
17.283	519	0.06
17.287	518	0.06
17.290	517	0.06
17.293	515	0.06
17.297	513	0.06
17.300	511	0.06
17.303	510	0.06
17.307	508	0.06
17.310	506	0.06
17.313	504	0.06
17.317	502	0.06
17.320	500	0.06
17.323	497	0.06
17.327	495	0.06
17.330	493	0.06
17.333	491	0.06
17.337	489	0.06
17.340	487	0.06
17.343	484	0.06
17.347	482	0.06
17.350	481	0.06
17.353	478	0.06
17.357	476	0.06
17.360	474	0.06
17.363	472	0.06
17.367	470	0.06
17.370	468	0.06
17.373	466	0.06
17.377	464	0.06
17.380	462	0.06
17.383	460	0.06
17.387	458	0.06
17.390	456	0.06
17.393	455	0.06
17.397	453	0.06
17.400	451	0.06
17.403	450	0.06
17.407	448	0.05
17.410	447	0.05
17.413	445	0.05
17.417	444	0.05
17.420	442	0.05
17.423	441	0.05
17.427	440	0.05
17.430	438	0.05
17.433	437	0.05
17.437	436	0.05
17.440	435	0.05
17.443	434	0.05
17.447	433	0.05
17.450	432	0.05
17.453	431	0.05
17.457	430	0.05
17.460	429	0.05
17.463	428	0.05
17.467	427	0.05
17.470	426	0.05
17.473	425	0.05
17.477	424	0.05
17.480	424	0.05
17.483	423	0.05
17.487	422	0.05
17.490	421	0.05
17.493	421	0.05
17.497	420	0.05
17.500	419	0.05
17.503	419	0.05
17.507	419	0.05
17.510	418	0.05
17.513	418	0.05
17.517	418	0.05
17.520	418	0.05
17.523	417	0.05
17.527	417	0.05
17.530	417	0.05
17.533	417	0.05
17.537	417	0.05
17.540	417	0.05
17.543	417	0.05
17.547	417	0.05
17.550	417	0.05
17.553	417	0.05
17.557	417	0.05
17.560	418	0.05
17.563	418	0.05
17.567	419	0.05
17.570	419	0.05
17.573	419	0.05
17.577	419	0.05
17.580	419	0.05
17.583	420	0.05
17.587	420	0.05
17.590	420	0.05
17.593	420	0.05
17.597	420	0.05
17.600	420	0.05
17.603	420	0.05
17.607	420	0.05
17.610	421	0.05
17.613	421	0.05
17.617	421	0.05
17.620	421	0.05
17.623	421	0.05
17.627	421	0.05
17.630	421	0.05
17.633	421	0.05
17.637	421	0.05
17.640	421	0.05
17.643	421	0.05
17.647	421	0.05
17.650	421	0.05
17.653	421	0.05
17.657	421	0.05
17.660	422	0.05
17.663	422	0.05
17.667	422	0.05
17.670	422	0.05
17.673	423	0.05
17.677	424	0.05
17.680	425	0.05
17.683	425	0.05
17.687	425	0.05
17.690	427	0.05
17.693	428	0.05
17.697	430	0.05
17.700	431	0.05
17.703	432	0.05
17.707	434	0.05
17.710	436	0.05
17.713	439	0.05
17.717	442	0.05
17.720	443	0.05
17.723	445	0.05
17.727	447	0.05
17.730	449	0.05
17.733	452	0.06
17.737	456	0.06
17.740	461	0.06
17.743	464	0.06
17.747	464	0.06
17.750	464	0.06
17.753	466	0.06
17.757	471	0.06
17.760	475	0.06
17.763	476	0.06
17.767	478	0.06
17.770	483	0.06
17.773	488	0.06
17.777	492	0.06
17.780	496	0.06
17.783	500	0.06
17.787	503	0.06
17.790	510	0.06
17.793	515	0.06
17.797	515	0.06
17.800	510	0.06
17.803	504	0.06
17.807	503	0.06
17.810	499	0.06
17.813	492	0.06
17.817	487	0.06
17.820	484	0.06
17.823	485	0.06
17.827	483	0.06
17.830	479	0.06
17.833	474	0.06
17.837	471	0.06
17.840	468	0.06
17.843	467	0.06
17.847	465	0.06
17.850	463	0.06
17.853	459	0.06
17.857	455	0.06
17.860	453	0.06
17.863	451	0.06
17.867	447	0.05
17.870	443	0.05
17.873	439	0.05
17.877	436	0.05
17.880	434	0.05
17.883	433	0.05
17.887	431	0.05
17.890	428	0.05
17.893	425	0.05
17.897	424	0.05
17.900	421	0.05
17.903	419	0.05
17.907	418	0.05
17.910	417	0.05
17.913	415	0.05
17.917	413	0.05
17.920	412	0.05
17.923	412	0.05
17.927	411	0.05
17.930	410	0.05
17.933	410	0.05
17.937	409	0.05
17.940	409	0.05
17.943	408	0.05
17.947	408	0.05
17.950	408	0.05
17.953	408	0.05
17.957	407	0.05
17.960	407	0.05
17.963	407	0.05
17.967	407	0.05
17.970	407	0.05
17.973	407	0.05
17.977	407	0.05
17.980	407	0.05
17.983	407	0.05
17.987	407	0.05
17.990	407	0.05
17.993	407	0.05
17.997	406	0.05
18.000	406	0.05
18.003	406	0.05
18.007	405	0.05
18.010	405	0.05
18.013	405	0.05
18.017	404	0.05
18.020	404	0.05
18.023	403	0.05
18.027	402	0.05
18.030	401	0.05
18.033	401	0.05
18.037	400	0.05
18.040	399	0.05
18.043	398	0.05
18.047	397	0.05
18.050	396	0.05
18.053	395	0.05
18.057	394	0.05
18.060	393	0.05
18.063	392	0.05
18.067	390	0.05
18.070	389	0.05
18.073	388	0.05
18.077	387	0.05
18.080	386	0.05
18.083	384	0.05
18.087	383	0.05
18.090	382	0.05
18.093	380	0.05
18.097	379	0.05
18.100	378	0.05
18.103	377	0.05
18.107	376	0.05
18.110	374	0.05
18.113	373	0.05
18.117	372	0.05
18.120	371	0.05
18.123	370	0.05
18.127	369	0.05
18.130	367	0.04
18.133	366	0.04
18.137	365	0.04
18.140	364	0.04
18.143	363	0.04
18.147	362	0.04
18.150	362	0.04
18.153	361	0.04
18.157	360	0.04
18.160	359	0.04
18.163	358	0.04
18.167	357	0.04
18.170	357	0.04
18.173	356	0.04
18.177	355	0.04
18.180	354	0.04
18.183	354	0.04
18.187	353	0.04
18.190	353	0.04
18.193	352	0.04
18.197	352	0.04
18.200	351	0.04
18.203	351	0.04
18.207	350	0.04
18.210	350	0.04
18.213	350	0.04
18.217	349	0.04
18.220	349	0.04
18.223	349	0.04
18.227	349	0.04
18.230	349	0.04
18.233	349	0.04
18.237	349	0.04
18.240	349	0.04
18.243	349	0.04
18.247	349	0.04
18.250	349	0.04
18.253	349	0.04
18.257	349	0.04
18.260	349	0.04
18.263	350	0.04
18.267	350	0.04
18.270	350	0.04
18.273	351	0.04
18.277	351	0.04
18.280	351	0.04
18.283	352	0.04
18.287	352	0.04
18.290	353	0.04
18.293	353	0.04
18.297	354	0.04
18.300	354	0.04
18.303	355	0.04
18.307	355	0.04
18.310	356	0.04
18.313	356	0.04
18.317	357	0.04
18.320	357	0.04
18.323	358	0.04
18.327	359	0.04
18.330	359	0.04
18.333	360	0.04
18.337	361	0.04
18.340	362	0.04
18.343	362	0.04
18.347	363	0.04
18.350	364	0.04
18.353	365	0.04
18.357	365	0.04
18.360	366	0.04
18.363	367	0.04
18.367	368	0.04
18.370	369	0.05
18.373	370	0.05
18.377	371	0.05
18.380	372	0.05
18.383	373	0.05
18.387	374	0.05
18.390	375	0.05
18.393	376	0.05
18.397	377	0.05
18.400	378	0.05
18.403	378	0.05
18.407	379	0.05
18.410	380	0.05
18.413	381	0.05
18.417	382	0.05
18.420	383	0.05
18.423	384	0.05
18.427	385	0.05
18.430	385	0.05
18.433	386	0.05
18.437	387	0.05
18.440	388	0.05
18.443	388	0.05
18.447	390	0.05
18.450	390	0.05
18.453	391	0.05
18.457	391	0.05
18.460	392	0.05
18.463	392	0.05
18.467	393	0.05
18.470	394	0.05
18.473	394	0.05
18.477	395	0.05
18.480	396	0.05
18.483	396	0.05
18.487	397	0.05
18.490	398	0.05
18.493	398	0.05
18.497	399	0.05
18.500	399	0.05
18.503	400	0.05
18.507	400	0.05
18.510	401	0.05
18.513	402	0.05
18.517	403	0.05
18.520	403	0.05
18.523	403	0.05
18.527	404	0.05
18.530	404	0.05
18.533	404	0.05
18.537	404	0.05
18.540	405	0.05
18.543	405	0.05
18.547	404	0.05
18.550	404	0.05
18.553	404	0.05
18.557	404	0.05
18.560	404	0.05
18.563	403	0.05
18.567	403	0.05
18.570	403	0.05
18.573	403	0.05
18.577	402	0.05
18.580	402	0.05
18.583	401	0.05
18.587	401	0.05
18.590	400	0.05
18.593	400	0.05
18.597	399	0.05
18.600	399	0.05
18.603	398	0.05
18.607	397	0.05
18.610	396	0.05
18.613	395	0.05
18.617	395	0.05
18.620	393	0.05
18.623	392	0.05
18.627	391	0.05
18.630	389	0.05
18.633	387	0.05
18.637	386	0.05
18.640	385	0.05
18.643	383	0.05
18.647	382	0.05
18.650	380	0.05
18.653	378	0.05
18.657	377	0.05
18.660	375	0.05
18.663	373	0.05
18.667	371	0.05
18.670	369	0.05
18.673	367	0.04
18.677	365	0.04
18.680	364	0.04
18.683	362	0.04
18.687	360	0.04
18.690	358	0.04
18.693	356	0.04
18.697	354	0.04
18.700	352	0.04
18.703	350	0.04
18.707	348	0.04
18.710	346	0.04
18.713	344	0.04
18.717	342	0.04
18.720	340	0.04
18.723	339	0.04
18.727	337	0.04
18.730	335	0.04
18.733	333	0.04
18.737	332	0.04
18.740	330	0.04
18.743	329	0.04
18.747	327	0.04
18.750	326	0.04
18.753	324	0.04
18.757	323	0.04
18.760	322	0.04
18.763	321	0.04
18.767	320	0.04
18.770	319	0.04
18.773	318	0.04
18.777	317	0.04
18.780	316	0.04
18.783	315	0.04
18.787	315	0.04
18.790	314	0.04
18.793	314	0.04
18.797	313	0.04
18.800	313	0.04
18.803	312	0.04
18.807	312	0.04
18.810	312	0.04
18.813	312	0.04
18.817	312	0.04
18.820	312	0.04
18.823	312	0.04
18.827	312	0.04
18.830	312	0.04
18.833	312	0.04
18.837	312	0.04
18.840	312	0.04
18.843	312	0.04
18.847	312	0.04
18.850	312	0.04
18.853	313	0.04
18.857	313	0.04
18.860	313	0.04
18.863	313	0.04
18.867	313	0.04
18.870	313	0.04
18.873	313	0.04
18.877	313	0.04
18.880	313	0.04
18.883	313	0.04
18.887	313	0.04
18.890	313	0.04
18.893	313	0.04
18.897	313	0.04
18.900	313	0.04
18.903	313	0.04
18.907	312	0.04
18.910	312	0.04
18.913	312	0.04
18.917	312	0.04
18.920	311	0.04
18.923	311	0.04
18.927	311	0.04
18.930	310	0.04
18.933	310	0.04
18.937	309	0.04
18.940	309	0.04
18.943	308	0.04
18.947	308	0.04
18.950	307	0.04
18.953	307	0.04
18.957	306	0.04
18.960	306	0.04
18.963	305	0.04
18.967	305	0.04
18.970	304	0.04
18.973	303	0.04
18.977	303	0.04
18.980	302	0.04
18.983	302	0.04
18.987	301	0.04
18.990	300	0.04
18.993	300	0.04
18.997	299	0.04
19.000	299	0.04
19.003	298	0.04
19.007	298	0.04
19.010	297	0.04
19.013	297	0.04
19.017	296	0.04
19.020	296	0.04
19.023	295	0.04
19.027	295	0.04
19.030	294	0.04
19.033	294	0.04
19.037	294	0.04
19.040	293	0.04
19.043	293	0.04
19.047	292	0.04
19.050	292	0.04
19.053	292	0.04
19.057	292	0.04
19.060	291	0.04
19.063	291	0.04
19.067	291	0.04
19.070	291	0.04
19.073	290	0.04
19.077	290	0.04
19.080	290	0.04
19.083	290	0.04
19.087	289	0.04
19.090	289	0.04
19.093	289	0.04
19.097	289	0.04
19.100	288	0.04
19.103	288	0.04
19.107	288	0.04
19.110	288	0.04
19.113	287	0.04
19.117	287	0.04
19.120	286	0.03
19.123	286	0.03
19.127	286	0.03
19.130	285	0.03
19.133	285	0.03
19.137	285	0.03
19.140	284	0.03
19.143	284	0.03
19.147	284	0.03
19.150	283	0.03
19.153	283	0.03
19.157	283	0.03
19.160	282	0.03
19.163	282	0.03
19.167	282	0.03
19.170	281	0.03
19.173	281	0.03
19.177	281	0.03
19.180	281	0.03
19.183	281	0.03
19.187	281	0.03
19.190	280	0.03
19.193	280	0.03
19.197	280	0.03
19.200	280	0.03
19.203	280	0.03
19.207	280	0.03
19.210	280	0.03
19.213	279	0.03
19.217	279	0.03
19.220	279	0.03
19.223	279	0.03
19.227	279	0.03
19.230	279	0.03
19.233	279	0.03
19.237	278	0.03
19.240	278	0.03
19.243	278	0.03
19.247	278	0.03
19.250	278	0.03
19.253	278	0.03
19.257	277	0.03
19.260	277	0.03
19.263	277	0.03
19.267	276	0.03
19.270	276	0.03
19.273	276	0.03
19.277	275	0.03
19.280	275	0.03
19.283	274	0.03
19.287	274	0.03
19.290	273	0.03
19.293	273	0.03
19.297	272	0.03
19.300	271	0.03
19.303	271	0.03
19.307	270	0.03
19.310	270	0.03
19.313	269	0.03
19.317	269	0.03
19.320	268	0.03
19.323	268	0.03
19.327	267	0.03
19.330	267	0.03
19.333	266	0.03
19.337	266	0.03
19.340	265	0.03
19.343	264	0.03
19.347	264	0.03
19.350	264	0.03
19.353	263	0.03
19.357	263	0.03
19.360	263	0.03
19.363	262	0.03
19.367	262	0.03
19.370	261	0.03
19.373	261	0.03
19.377	261	0.03
19.380	261	0.03
19.383	260	0.03
19.387	260	0.03
19.390	260	0.03
19.393	260	0.03
19.397	260	0.03
19.400	260	0.03
19.403	260	0.03
19.407	260	0.03
19.410	260	0.03
19.413	259	0.03
19.417	259	0.03
19.420	260	0.03
19.423	260	0.03
19.427	260	0.03
19.430	260	0.03
19.433	260	0.03
19.437	260	0.03
19.440	260	0.03
19.443	260	0.03
19.447	260	0.03
19.450	260	0.03
19.453	260	0.03
19.457	260	0.03
19.460	261	0.03
19.463	261	0.03
19.467	261	0.03
19.470	260	0.03
19.473	260	0.03
19.477	260	0.03
19.480	260	0.03
19.483	260	0.03
19.487	260	0.03
19.490	260	0.03
19.493	259	0.03
19.497	259	0.03
19.500	259	0.03
19.503	259	0.03
19.507	258	0.03
19.510	258	0.03
19.513	258	0.03
19.517	257	0.03
19.520	257	0.03
19.523	257	0.03
19.527	256	0.03
19.530	256	0.03
19.533	255	0.03
19.537	254	0.03
19.540	254	0.03
19.543	253	0.03
19.547	252	0.03
19.550	252	0.03
19.553	251	0.03
19.557	250	0.03
19.560	249	0.03
19.563	248	0.03
19.567	248	0.03
19.570	247	0.03
19.573	246	0.03
19.577	245	0.03
19.580	244	0.03
19.583	243	0.03
19.587	242	0.03
19.590	241	0.03
19.593	240	0.03
19.597	239	0.03
19.600	238	0.03
19.603	237	0.03
19.607	236	0.03
19.610	235	0.03
19.613	234	0.03
19.617	233	0.03
19.620	232	0.03
19.623	231	0.03
19.627	230	0.03
19.630	229	0.03
19.633	228	0.03
19.637	227	0.03
19.640	226	0.03
19.643	225	0.03
19.647	225	0.03
19.650	224	0.03
19.653	223	0.03
19.657	223	0.03
19.660	222	0.03
19.663	222	0.03
19.667	222	0.03
19.670	221	0.03
19.673	221	0.03
19.677	221	0.03
19.680	222	0.03
19.683	222	0.03
19.687	222	0.03
19.690	223	0.03
19.693	223	0.03
19.697	224	0.03
19.700	225	0.03
19.703	226	0.03
19.707	227	0.03
19.710	229	0.03
19.713	230	0.03
19.717	232	0.03
19.720	234	0.03
19.723	237	0.03
19.727	239	0.03
19.730	241	0.03
19.733	244	0.03
19.737	247	0.03
19.740	251	0.03
19.743	254	0.03
19.747	257	0.03
19.750	260	0.03
19.753	264	0.03
19.757	269	0.03
19.760	274	0.03
19.763	278	0.03
19.767	283	0.03
19.770	289	0.04
19.773	293	0.04
19.777	296	0.04
19.780	305	0.04
19.783	310	0.04
19.787	312	0.04
19.790	318	0.04
19.793	323	0.04
19.797	331	0.04
19.800	339	0.04
19.803	343	0.04
19.807	345	0.04
19.810	351	0.04
19.813	357	0.04
19.817	364	0.04
19.820	379	0.05
19.823	390	0.05
19.827	396	0.05
19.830	408	0.05
19.833	422	0.05
19.837	427	0.05
19.840	428	0.05
19.843	429	0.05
19.847	428	0.05
19.850	425	0.05
19.853	424	0.05
19.857	419	0.05
19.860	410	0.05
19.863	402	0.05
19.867	398	0.05
19.870	401	0.05
19.873	403	0.05
19.877	399	0.05
19.880	395	0.05
19.883	392	0.05
19.887	390	0.05
19.890	390	0.05
19.893	390	0.05
19.897	387	0.05
19.900	382	0.05
19.903	378	0.05
19.907	377	0.05
19.910	377	0.05
19.913	376	0.05
19.917	373	0.05
19.920	370	0.05
19.923	368	0.04
19.927	364	0.04
19.930	362	0.04
19.933	361	0.04
19.937	361	0.04
19.940	360	0.04
19.943	357	0.04
19.947	357	0.04
19.950	358	0.04
19.953	358	0.04
19.957	356	0.04
19.960	356	0.04
19.963	358	0.04
19.967	356	0.04
19.970	354	0.04
19.973	353	0.04
19.977	352	0.04
19.980	352	0.04
19.983	350	0.04
19.987	346	0.04
19.990	345	0.04
19.993	343	0.04
19.997	341	0.04
20.000	339	0.04
20.003	337	0.04
20.007	335	0.04
20.010	331	0.04
20.013	328	0.04
20.017	326	0.04
20.020	324	0.04
20.023	321	0.04
20.027	318	0.04
20.030	316	0.04
20.033	314	0.04
20.037	313	0.04
20.040	311	0.04
20.043	309	0.04
20.047	308	0.04
20.050	305	0.04
20.053	303	0.04
20.057	301	0.04
20.060	300	0.04
20.063	299	0.04
20.067	298	0.04
20.070	296	0.04
20.073	294	0.04
20.077	292	0.04
20.080	291	0.04
20.083	290	0.04
20.087	289	0.04
20.090	288	0.04
20.093	286	0.03
20.097	284	0.03
20.100	283	0.03
20.103	282	0.03
20.107	281	0.03
20.110	280	0.03
20.113	279	0.03
20.117	277	0.03
20.120	275	0.03
20.123	274	0.03
20.127	273	0.03
20.130	272	0.03
20.133	270	0.03
20.137	268	0.03
20.140	267	0.03
20.143	265	0.03
20.147	264	0.03
20.150	262	0.03
20.153	260	0.03
20.157	259	0.03
20.160	257	0.03
20.163	256	0.03
20.167	254	0.03
20.170	253	0.03
20.173	251	0.03
20.177	250	0.03
20.180	248	0.03
20.183	247	0.03
20.187	245	0.03
20.190	244	0.03
20.193	242	0.03
20.197	241	0.03
20.200	240	0.03
20.203	239	0.03
20.207	238	0.03
20.210	237	0.03
20.213	235	0.03
20.217	235	0.03
20.220	234	0.03
20.223	233	0.03
20.227	232	0.03
20.230	232	0.03
20.233	231	0.03
20.237	230	0.03
20.240	230	0.03
20.243	230	0.03
20.247	230	0.03
20.250	230	0.03
20.253	230	0.03
20.257	230	0.03
20.260	231	0.03
20.263	232	0.03
20.267	232	0.03
20.270	233	0.03
20.273	234	0.03
20.277	235	0.03
20.280	237	0.03
20.283	238	0.03
20.287	240	0.03
20.290	241	0.03
20.293	242	0.03
20.297	244	0.03
20.300	246	0.03
20.303	248	0.03
20.307	251	0.03
20.310	253	0.03
20.313	255	0.03
20.317	257	0.03
20.320	260	0.03
20.323	262	0.03
20.327	265	0.03
20.330	267	0.03
20.333	270	0.03
20.337	273	0.03
20.340	275	0.03
20.343	277	0.03
20.347	280	0.03
20.350	282	0.03
20.353	284	0.03
20.357	285	0.03
20.360	286	0.03
20.363	289	0.04
20.367	290	0.04
20.370	291	0.04
20.373	292	0.04
20.377	294	0.04
20.380	294	0.04
20.383	294	0.04
20.387	295	0.04
20.390	296	0.04
20.393	297	0.04
20.397	296	0.04
20.400	296	0.04
20.403	296	0.04
20.407	297	0.04
20.410	296	0.04
20.413	296	0.04
20.417	296	0.04
20.420	295	0.04
20.423	294	0.04
20.427	293	0.04
20.430	293	0.04
20.433	293	0.04
20.437	292	0.04
20.440	292	0.04
20.443	290	0.04
20.447	289	0.04
20.450	288	0.04
20.453	288	0.04
20.457	286	0.03
20.460	285	0.03
20.463	283	0.03
20.467	282	0.03
20.470	280	0.03
20.473	278	0.03
20.477	276	0.03
20.480	275	0.03
20.483	272	0.03
20.487	271	0.03
20.490	269	0.03
20.493	267	0.03
20.497	265	0.03
20.500	264	0.03
20.503	263	0.03
20.507	262	0.03
20.510	260	0.03
20.513	258	0.03
20.517	257	0.03
20.520	256	0.03
20.523	255	0.03
20.527	254	0.03
20.530	252	0.03
20.533	251	0.03
20.537	251	0.03
20.540	251	0.03
20.543	250	0.03
20.547	249	0.03
20.550	249	0.03
20.553	248	0.03
20.557	248	0.03
20.560	248	0.03
20.563	248	0.03
20.567	248	0.03
20.570	248	0.03
20.573	248	0.03
20.577	249	0.03
20.580	249	0.03
20.583	250	0.03
20.587	251	0.03
20.590	251	0.03
20.593	251	0.03
20.597	251	0.03
20.600	252	0.03
20.603	253	0.03
20.607	254	0.03
20.610	254	0.03
20.613	255	0.03
20.617	256	0.03
20.620	256	0.03
20.623	257	0.03
20.627	257	0.03
20.630	258	0.03
20.633	258	0.03
20.637	258	0.03
20.640	257	0.03
20.643	257	0.03
20.647	256	0.03
20.650	256	0.03
20.653	255	0.03
20.657	255	0.03
20.660	255	0.03
20.663	253	0.03
20.667	253	0.03
20.670	252	0.03
20.673	251	0.03
20.677	249	0.03
20.680	248	0.03
20.683	247	0.03
20.687	246	0.03
20.690	245	0.03
20.693	244	0.03
20.697	243	0.03
20.700	241	0.03
20.703	240	0.03
20.707	239	0.03
20.710	238	0.03
20.713	237	0.03
20.717	235	0.03
20.720	234	0.03
20.723	233	0.03
20.727	231	0.03
20.730	230	0.03
20.733	229	0.03
20.737	228	0.03
20.740	227	0.03
20.743	227	0.03
20.747	227	0.03
20.750	226	0.03
20.753	225	0.03
20.757	226	0.03
20.760	226	0.03
20.763	226	0.03
20.767	226	0.03
20.770	226	0.03
20.773	227	0.03
20.777	228	0.03
20.780	229	0.03
20.783	230	0.03
20.787	231	0.03
20.790	232	0.03
20.793	234	0.03
20.797	235	0.03
20.800	237	0.03
20.803	239	0.03
20.807	241	0.03
20.810	243	0.03
20.813	245	0.03
20.817	247	0.03
20.820	249	0.03
20.823	252	0.03
20.827	254	0.03
20.830	256	0.03
20.833	257	0.03
20.837	260	0.03
20.840	262	0.03
20.843	264	0.03
20.847	265	0.03
20.850	266	0.03
20.853	268	0.03
20.857	270	0.03
20.860	271	0.03
20.863	272	0.03
20.867	273	0.03
20.870	274	0.03
20.873	274	0.03
20.877	275	0.03
20.880	276	0.03
20.883	276	0.03
20.887	277	0.03
20.890	277	0.03
20.893	277	0.03
20.897	276	0.03
20.900	276	0.03
20.903	276	0.03
20.907	275	0.03
20.910	274	0.03
20.913	273	0.03
20.917	272	0.03
20.920	271	0.03
20.923	270	0.03
20.927	269	0.03
20.930	268	0.03
20.933	267	0.03
20.937	265	0.03
20.940	264	0.03
20.943	263	0.03
20.947	262	0.03
20.950	260	0.03
20.953	259	0.03
20.957	258	0.03
20.960	257	0.03
20.963	256	0.03
20.967	254	0.03
20.970	252	0.03
20.973	251	0.03
20.977	250	0.03
20.980	249	0.03
20.983	248	0.03
20.987	246	0.03
20.990	245	0.03
20.993	244	0.03
20.997	244	0.03
21.000	243	0.03
21.003	242	0.03
21.007	242	0.03
21.010	242	0.03
21.013	242	0.03
21.017	242	0.03
21.020	242	0.03
21.023	242	0.03
21.027	243	0.03
21.030	243	0.03
21.033	244	0.03
21.037	245	0.03
21.040	246	0.03
21.043	247	0.03
21.047	249	0.03
21.050	250	0.03
21.053	252	0.03
21.057	254	0.03
21.060	255	0.03
21.063	257	0.03
21.067	259	0.03
21.070	261	0.03
21.073	263	0.03
21.077	265	0.03
21.080	267	0.03
21.083	270	0.03
21.087	272	0.03
21.090	275	0.03
21.093	277	0.03
21.097	279	0.03
21.100	282	0.03
21.103	284	0.03
21.107	287	0.04
21.110	289	0.04
21.113	291	0.04
21.117	293	0.04
21.120	294	0.04
21.123	296	0.04
21.127	298	0.04
21.130	300	0.04
21.133	302	0.04
21.137	304	0.04
21.140	306	0.04
21.143	308	0.04
21.147	309	0.04
21.150	311	0.04
21.153	312	0.04
21.157	313	0.04
21.160	314	0.04
21.163	314	0.04
21.167	315	0.04
21.170	314	0.04
21.173	313	0.04
21.177	313	0.04
21.180	312	0.04
21.183	312	0.04
21.187	311	0.04
21.190	310	0.04
21.193	309	0.04
21.197	306	0.04
21.200	305	0.04
21.203	304	0.04
21.207	303	0.04
21.210	301	0.04
21.213	300	0.04
21.217	300	0.04
21.220	298	0.04
21.223	297	0.04
21.227	296	0.04
21.230	295	0.04
21.233	295	0.04
21.237	294	0.04
21.240	294	0.04
21.243	293	0.04
21.247	292	0.04
21.250	292	0.04
21.253	292	0.04
21.257	292	0.04
21.260	292	0.04
21.263	292	0.04
21.267	292	0.04
21.270	293	0.04
21.273	294	0.04
21.277	296	0.04
21.280	297	0.04
21.283	298	0.04
21.287	299	0.04
21.290	299	0.04
21.293	301	0.04
21.297	304	0.04
21.300	305	0.04
21.303	306	0.04
21.307	307	0.04
21.310	308	0.04
21.313	310	0.04
21.317	312	0.04
21.320	312	0.04
21.323	313	0.04
21.327	313	0.04
21.330	315	0.04
21.333	316	0.04
21.337	316	0.04
21.340	317	0.04
21.343	318	0.04
21.347	318	0.04
21.350	319	0.04
21.353	319	0.04
21.357	319	0.04
21.360	319	0.04
21.363	320	0.04
21.367	320	0.04
21.370	319	0.04
21.373	319	0.04
21.377	318	0.04
21.380	317	0.04
21.383	316	0.04
21.387	315	0.04
21.390	314	0.04
21.393	312	0.04
21.397	311	0.04
21.400	310	0.04
21.403	308	0.04
21.407	307	0.04
21.410	306	0.04
21.413	304	0.04
21.417	302	0.04
21.420	301	0.04
21.423	300	0.04
21.427	298	0.04
21.430	297	0.04
21.433	295	0.04
21.437	294	0.04
21.440	293	0.04
21.443	291	0.04
21.447	290	0.04
21.450	289	0.04
21.453	288	0.04
21.457	287	0.04
21.460	286	0.03
21.463	284	0.03
21.467	283	0.03
21.470	282	0.03
21.473	281	0.03
21.477	280	0.03
21.480	279	0.03
21.483	278	0.03
21.487	278	0.03
21.490	277	0.03
21.493	276	0.03
21.497	276	0.03
21.500	275	0.03
21.503	274	0.03
21.507	273	0.03
21.510	273	0.03
21.513	273	0.03
21.517	272	0.03
21.520	272	0.03
21.523	272	0.03
21.527	272	0.03
21.530	272	0.03
21.533	272	0.03
21.537	272	0.03
21.540	272	0.03
21.543	272	0.03
21.547	273	0.03
21.550	274	0.03
21.553	274	0.03
