[Header]
Data File Name	D:\助燃剂标准品检验\92#汽油\百分一92#汽-乙.qgd
Output Date	2018/4/17
Output Time	17:25:25

[MS Chromatogram]
m/z	1-1 83.00
Event Time(msec)	200
# of Points	9750
Start Time(min)	2.500
End Time(min)	34.997
Ret.Time	Absolute Intensity	Relative Intensity
34.477	370	0.05
34.480	370	0.05
34.483	371	0.05
34.487	370	0.05
34.490	371	0.05
34.493	371	0.05
34.497	371	0.05
34.500	371	0.05
34.503	371	0.05
34.507	371	0.05
34.510	372	0.05
34.513	372	0.05
34.517	373	0.05
34.520	373	0.05
34.523	373	0.05
34.527	373	0.05
34.530	374	0.05
34.533	374	0.05
34.537	375	0.05
34.540	375	0.05
34.543	375	0.05
34.547	375	0.05
34.550	376	0.05
34.553	377	0.05
34.557	377	0.05
34.560	378	0.05
34.563	378	0.05
34.567	378	0.05
34.570	378	0.05
34.573	379	0.05
34.577	380	0.05
34.580	380	0.05
34.583	380	0.05
34.587	380	0.05
34.590	381	0.05
34.593	381	0.05
34.597	382	0.05
34.600	382	0.05
34.603	382	0.05
34.607	382	0.05
34.610	382	0.05
34.613	383	0.05
34.617	383	0.05
34.620	383	0.05
34.623	383	0.05
34.627	384	0.05
34.630	384	0.05
34.633	384	0.05
34.637	384	0.05
34.640	383	0.05
34.643	383	0.05
34.647	383	0.05
34.650	383	0.05
34.653	383	0.05
34.657	383	0.05
34.660	383	0.05
34.663	383	0.05
34.667	383	0.05
34.670	383	0.05
34.673	382	0.05
34.677	382	0.05
34.680	382	0.05
34.683	381	0.05
34.687	381	0.05
34.690	380	0.05
34.693	380	0.05
34.697	379	0.05
34.700	379	0.05
34.703	379	0.05
34.707	379	0.05
34.710	379	0.05
34.713	378	0.05
34.717	378	0.05
34.720	378	0.05
34.723	377	0.05
34.727	377	0.05
34.730	377	0.05
34.733	377	0.05
34.737	376	0.05
34.740	376	0.05
34.743	376	0.05
34.747	376	0.05
34.750	376	0.05
34.753	376	0.05
34.757	376	0.05
34.760	376	0.05
34.763	376	0.05
34.767	377	0.05
34.770	377	0.05
34.773	377	0.05
34.777	377	0.05
34.780	377	0.05
34.783	377	0.05
34.787	378	0.05
34.790	378	0.05
34.793	379	0.05
34.797	379	0.05
34.800	380	0.05
34.803	380	0.05
34.807	381	0.05
34.810	381	0.05
34.813	382	0.05
34.817	382	0.05
34.820	383	0.05
34.823	383	0.05
34.827	383	0.05
34.830	384	0.05
34.833	384	0.05
34.837	384	0.05
34.840	385	0.05
34.843	386	0.05
34.847	386	0.05
34.850	387	0.05
34.853	387	0.05
34.857	387	0.05
34.860	387	0.05
34.863	388	0.05
34.867	388	0.05
34.870	388	0.05
34.873	388	0.05
34.877	388	0.05
34.880	389	0.05
34.883	389	0.05
34.887	389	0.05
34.890	389	0.05
34.893	389	0.05
34.897	389	0.05
34.900	389	0.05
34.903	390	0.05
34.907	390	0.05
34.910	390	0.05
34.913	390	0.05
34.917	390	0.05
34.920	390	0.05
34.923	390	0.05
34.927	390	0.05
34.930	390	0.05
34.933	390	0.05
34.937	390	0.05
34.940	390	0.05
34.943	390	0.05
34.947	390	0.05
34.950	390	0.05
34.953	390	0.05
34.957	390	0.05
34.960	390	0.05
34.963	390	0.05
34.967	390	0.05
34.970	390	0.05
34.973	390	0.05
34.977	390	0.05
34.980	390	0.05
34.983	390	0.05
34.987	390	0.05
34.990	390	0.05
34.993	390	0.05
34.997	390	0.05

[MS Chromatogram]
m/z	1-1 142.00
Event Time(msec)	200
# of Points	9750
Start Time(min)	2.500
End Time(min)	34.997
Ret.Time	Absolute Intensity	Relative Intensity
2.500	21	0.01
2.503	21	0.01
2.507	22	0.01
2.510	22	0.01
2.513	23	0.02
2.517	23	0.02
2.520	24	0.02
2.523	24	0.02
2.527	25	0.02
2.530	25	0.02
2.533	25	0.02
2.537	26	0.02
2.540	26	0.02
2.543	27	0.02
2.547	27	0.02
2.550	27	0.02
2.553	28	0.02
2.557	28	0.02
2.560	29	0.02
2.563	29	0.02
2.567	29	0.02
2.570	30	0.02
2.573	30	0.02
2.577	30	0.02
2.580	31	0.02
2.583	31	0.02
2.587	31	0.02
2.590	32	0.02
2.593	32	0.02
2.597	32	0.02
2.600	32	0.02
2.603	33	0.02
2.607	33	0.02
2.610	33	0.02
2.613	33	0.02
2.617	33	0.02
2.620	34	0.02
2.623	34	0.02
2.627	34	0.02
2.630	34	0.02
2.633	34	0.02
2.637	34	0.02
2.640	34	0.02
2.643	34	0.02
2.647	34	0.02
2.650	34	0.02
2.653	34	0.02
2.657	34	0.02
2.660	34	0.02
2.663	34	0.02
2.667	34	0.02
2.670	34	0.02
2.673	34	0.02
2.677	34	0.02
2.680	34	0.02
2.683	34	0.02
2.687	34	0.02
2.690	34	0.02
2.693	34	0.02
2.697	34	0.02
2.700	34	0.02
2.703	34	0.02
2.707	34	0.02
2.710	34	0.02
2.713	34	0.02
2.717	33	0.02
2.720	33	0.02
2.723	33	0.02
2.727	33	0.02
2.730	33	0.02
2.733	33	0.02
2.737	33	0.02
2.740	32	0.02
2.743	32	0.02
2.747	32	0.02
2.750	32	0.02
2.753	32	0.02
2.757	31	0.02
2.760	31	0.02
2.763	31	0.02
2.767	31	0.02
2.770	31	0.02
2.773	30	0.02
2.777	30	0.02
2.780	30	0.02
2.783	30	0.02
2.787	30	0.02
2.790	29	0.02
2.793	29	0.02
2.797	29	0.02
2.800	29	0.02
2.803	29	0.02
2.807	29	0.02
2.810	28	0.02
2.813	28	0.02
2.817	28	0.02
2.820	28	0.02
2.823	28	0.02
2.827	28	0.02
2.830	28	0.02
2.833	27	0.02
2.837	27	0.02
2.840	27	0.02
2.843	27	0.02
2.847	27	0.02
2.850	27	0.02
2.853	27	0.02
2.857	27	0.02
2.860	27	0.02
2.863	27	0.02
2.867	26	0.02
2.870	26	0.02
2.873	26	0.02
2.877	26	0.02
2.880	26	0.02
2.883	26	0.02
2.887	26	0.02
2.890	25	0.02
2.893	25	0.02
2.897	25	0.02
2.900	25	0.02
2.903	25	0.02
2.907	25	0.02
2.910	25	0.02
2.913	24	0.02
2.917	24	0.02
2.920	24	0.02
2.923	24	0.02
2.927	24	0.02
2.930	24	0.02
2.933	23	0.02
2.937	23	0.02
2.940	23	0.02
2.943	23	0.02
2.947	23	0.02
2.950	23	0.02
2.953	23	0.02
2.957	23	0.02
2.960	23	0.02
2.963	22	0.01
2.967	22	0.01
2.970	22	0.01
2.973	22	0.01
2.977	22	0.01
2.980	22	0.01
2.983	22	0.01
2.987	22	0.01
2.990	22	0.01
2.993	22	0.01
2.997	22	0.01
3.000	22	0.01
3.003	23	0.02
3.007	23	0.02
3.010	23	0.02
3.013	23	0.02
3.017	23	0.02
3.020	23	0.02
3.023	23	0.02
3.027	24	0.02
3.030	24	0.02
3.033	24	0.02
3.037	24	0.02
3.040	25	0.02
3.043	25	0.02
3.047	25	0.02
3.050	25	0.02
3.053	26	0.02
3.057	26	0.02
3.060	26	0.02
3.063	27	0.02
3.067	27	0.02
3.070	27	0.02
3.073	27	0.02
3.077	28	0.02
3.080	28	0.02
3.083	28	0.02
3.087	28	0.02
3.090	29	0.02
3.093	29	0.02
3.097	29	0.02
3.100	29	0.02
3.103	30	0.02
3.107	30	0.02
3.110	30	0.02
3.113	30	0.02
3.117	31	0.02
3.120	31	0.02
3.123	31	0.02
3.127	31	0.02
3.130	31	0.02
3.133	31	0.02
3.137	31	0.02
3.140	32	0.02
3.143	32	0.02
3.147	32	0.02
3.150	32	0.02
3.153	32	0.02
3.157	32	0.02
3.160	32	0.02
3.163	32	0.02
3.167	32	0.02
3.170	32	0.02
3.173	33	0.02
3.177	33	0.02
3.180	33	0.02
3.183	33	0.02
3.187	33	0.02
3.190	33	0.02
3.193	33	0.02
3.197	34	0.02
3.200	34	0.02
3.203	34	0.02
3.207	34	0.02
3.210	34	0.02
3.213	34	0.02
3.217	35	0.02
3.220	35	0.02
3.223	35	0.02
3.227	35	0.02
3.230	35	0.02
3.233	36	0.02
3.237	36	0.02
3.240	36	0.02
3.243	36	0.02
3.247	37	0.03
3.250	37	0.03
3.253	37	0.03
3.257	37	0.03
3.260	37	0.03
3.263	37	0.03
3.267	38	0.03
3.270	38	0.03
3.273	38	0.03
3.277	38	0.03
3.280	38	0.03
3.283	38	0.03
3.287	38	0.03
3.290	38	0.03
3.293	38	0.03
3.297	38	0.03
3.300	38	0.03
3.303	38	0.03
3.307	38	0.03
3.310	38	0.03
3.313	38	0.03
3.317	38	0.03
3.320	38	0.03
3.323	38	0.03
3.327	38	0.03
3.330	38	0.03
3.333	38	0.03
3.337	38	0.03
3.340	38	0.03
3.343	38	0.03
3.347	38	0.03
3.350	38	0.03
3.353	38	0.03
3.357	38	0.03
3.360	38	0.03
3.363	38	0.03
3.367	39	0.03
3.370	39	0.03
3.373	39	0.03
3.377	39	0.03
3.380	39	0.03
3.383	39	0.03
3.387	39	0.03
3.390	39	0.03
3.393	40	0.03
3.397	40	0.03
3.400	40	0.03
3.403	40	0.03
3.407	40	0.03
3.410	41	0.03
3.413	41	0.03
3.417	41	0.03
3.420	41	0.03
3.423	41	0.03
3.427	41	0.03
3.430	42	0.03
3.433	42	0.03
3.437	42	0.03
3.440	42	0.03
3.443	42	0.03
3.447	42	0.03
3.450	42	0.03
3.453	42	0.03
3.457	42	0.03
3.460	42	0.03
3.463	42	0.03
3.467	42	0.03
3.470	41	0.03
3.473	41	0.03
3.477	41	0.03
3.480	41	0.03
3.483	40	0.03
3.487	40	0.03
3.490	39	0.03
3.493	39	0.03
3.497	39	0.03
3.500	38	0.03
3.503	38	0.03
3.507	37	0.03
3.510	37	0.03
3.513	36	0.02
3.517	36	0.02
3.520	35	0.02
3.523	34	0.02
3.527	34	0.02
3.530	33	0.02
3.533	33	0.02
3.537	32	0.02
3.540	32	0.02
3.543	31	0.02
3.547	31	0.02
3.550	30	0.02
3.553	30	0.02
3.557	29	0.02
3.560	29	0.02
3.563	28	0.02
3.567	28	0.02
3.570	28	0.02
3.573	27	0.02
3.577	27	0.02
3.580	27	0.02
3.583	27	0.02
3.587	26	0.02
3.590	26	0.02
3.593	26	0.02
3.597	26	0.02
3.600	26	0.02
3.603	26	0.02
3.607	26	0.02
3.610	26	0.02
3.613	26	0.02
3.617	27	0.02
3.620	27	0.02
3.623	27	0.02
3.627	27	0.02
3.630	28	0.02
3.633	28	0.02
3.637	29	0.02
3.640	29	0.02
3.643	30	0.02
3.647	31	0.02
3.650	31	0.02
3.653	32	0.02
3.657	33	0.02
3.660	34	0.02
3.663	35	0.02
3.667	37	0.03
3.670	38	0.03
3.673	39	0.03
3.677	40	0.03
3.680	42	0.03
3.683	44	0.03
3.687	47	0.03
3.690	48	0.03
3.693	50	0.03
3.697	53	0.04
3.700	55	0.04
3.703	59	0.04
3.707	62	0.04
3.710	66	0.04
3.713	69	0.05
3.717	72	0.05
3.720	76	0.05
3.723	81	0.06
3.727	85	0.06
3.730	90	0.06
3.733	96	0.07
3.737	100	0.07
3.740	105	0.07
3.743	109	0.07
3.747	115	0.08
3.750	122	0.08
3.753	129	0.09
3.757	135	0.09
3.760	139	0.09
3.763	143	0.10
3.767	150	0.10
3.770	160	0.11
3.773	170	0.12
3.777	180	0.12
3.780	188	0.13
3.783	196	0.13
3.787	202	0.14
3.790	212	0.14
3.793	228	0.15
3.797	244	0.17
3.800	257	0.17
3.803	273	0.19
3.807	288	0.20
3.810	295	0.20
3.813	309	0.21
3.817	328	0.22
3.820	329	0.22
3.823	323	0.22
3.827	318	0.22
3.830	325	0.22
3.833	349	0.24
3.837	344	0.23
3.840	307	0.21
3.843	264	0.18
3.847	228	0.15
3.850	205	0.14
3.853	191	0.13
3.857	182	0.12
3.860	175	0.12
3.863	168	0.11
3.867	161	0.11
3.870	156	0.11
3.873	152	0.10
3.877	148	0.10
3.880	141	0.10
3.883	133	0.09
3.887	126	0.09
3.890	121	0.08
3.893	117	0.08
3.897	112	0.08
3.900	106	0.07
3.903	100	0.07
3.907	93	0.06
3.910	89	0.06
3.913	85	0.06
3.917	82	0.06
3.920	78	0.05
3.923	75	0.05
3.927	70	0.05
3.930	66	0.04
3.933	63	0.04
3.937	60	0.04
3.940	58	0.04
3.943	56	0.04
3.947	53	0.04
3.950	51	0.03
3.953	49	0.03
3.957	47	0.03
3.960	46	0.03
3.963	44	0.03
3.967	43	0.03
3.970	42	0.03
3.973	41	0.03
3.977	40	0.03
3.980	39	0.03
3.983	38	0.03
3.987	38	0.03
3.990	37	0.03
3.993	36	0.02
3.997	36	0.02
4.000	35	0.02
4.003	35	0.02
4.007	35	0.02
4.010	35	0.02
4.013	34	0.02
4.017	34	0.02
4.020	34	0.02
4.023	34	0.02
4.027	34	0.02
4.030	33	0.02
4.033	33	0.02
4.037	33	0.02
4.040	33	0.02
4.043	33	0.02
4.047	33	0.02
4.050	33	0.02
4.053	33	0.02
4.057	33	0.02
4.060	33	0.02
4.063	33	0.02
4.067	33	0.02
4.070	33	0.02
4.073	33	0.02
4.077	33	0.02
4.080	33	0.02
4.083	33	0.02
4.087	33	0.02
4.090	33	0.02
4.093	33	0.02
4.097	33	0.02
4.100	33	0.02
4.103	34	0.02
4.107	34	0.02
4.110	34	0.02
4.113	34	0.02
4.117	34	0.02
4.120	34	0.02
4.123	34	0.02
4.127	34	0.02
4.130	34	0.02
4.133	34	0.02
4.137	33	0.02
4.140	33	0.02
4.143	33	0.02
4.147	33	0.02
4.150	33	0.02
4.153	33	0.02
4.157	33	0.02
4.160	33	0.02
4.163	33	0.02
4.167	32	0.02
4.170	32	0.02
4.173	32	0.02
4.177	32	0.02
4.180	32	0.02
4.183	31	0.02
4.187	31	0.02
4.190	31	0.02
4.193	31	0.02
4.197	31	0.02
4.200	30	0.02
4.203	30	0.02
4.207	30	0.02
4.210	30	0.02
4.213	29	0.02
4.217	29	0.02
4.220	29	0.02
4.223	29	0.02
4.227	29	0.02
4.230	29	0.02
4.233	28	0.02
4.237	28	0.02
4.240	28	0.02
4.243	28	0.02
4.247	28	0.02
4.250	28	0.02
4.253	28	0.02
4.257	28	0.02
4.260	28	0.02
4.263	28	0.02
4.267	28	0.02
4.270	28	0.02
4.273	28	0.02
4.277	28	0.02
4.280	28	0.02
4.283	28	0.02
4.287	28	0.02
4.290	28	0.02
4.293	28	0.02
4.297	28	0.02
4.300	28	0.02
4.303	28	0.02
4.307	28	0.02
4.310	28	0.02
4.313	29	0.02
4.317	29	0.02
4.320	29	0.02
4.323	29	0.02
4.327	29	0.02
4.330	29	0.02
4.333	29	0.02
4.337	29	0.02
4.340	29	0.02
4.343	29	0.02
4.347	29	0.02
4.350	29	0.02
4.353	29	0.02
4.357	29	0.02
4.360	29	0.02
4.363	29	0.02
4.367	29	0.02
4.370	29	0.02
4.373	29	0.02
4.377	29	0.02
4.380	29	0.02
4.383	29	0.02
4.387	29	0.02
4.390	29	0.02
4.393	29	0.02
4.397	29	0.02
4.400	29	0.02
4.403	29	0.02
4.407	29	0.02
4.410	29	0.02
4.413	29	0.02
4.417	29	0.02
4.420	29	0.02
4.423	29	0.02
4.427	29	0.02
4.430	29	0.02
4.433	29	0.02
4.437	29	0.02
4.440	29	0.02
4.443	29	0.02
4.447	29	0.02
4.450	29	0.02
4.453	29	0.02
4.457	29	0.02
4.460	29	0.02
4.463	29	0.02
4.467	29	0.02
4.470	29	0.02
4.473	29	0.02
4.477	29	0.02
4.480	29	0.02
4.483	29	0.02
4.487	29	0.02
4.490	29	0.02
4.493	29	0.02
4.497	29	0.02
4.500	29	0.02
4.503	29	0.02
4.507	29	0.02
4.510	29	0.02
4.513	29	0.02
4.517	29	0.02
4.520	29	0.02
4.523	29	0.02
4.527	29	0.02
4.530	29	0.02
4.533	30	0.02
4.537	30	0.02
4.540	30	0.02
4.543	30	0.02
4.547	30	0.02
4.550	30	0.02
4.553	30	0.02
4.557	30	0.02
4.560	31	0.02
4.563	31	0.02
4.567	31	0.02
4.570	31	0.02
4.573	31	0.02
4.577	32	0.02
4.580	32	0.02
4.583	32	0.02
4.587	32	0.02
4.590	33	0.02
4.593	33	0.02
4.597	33	0.02
4.600	34	0.02
4.603	34	0.02
4.607	34	0.02
4.610	35	0.02
4.613	35	0.02
4.617	35	0.02
4.620	36	0.02
4.623	36	0.02
4.627	36	0.02
4.630	37	0.03
4.633	37	0.03
4.637	37	0.03
4.640	37	0.03
4.643	38	0.03
4.647	38	0.03
4.650	38	0.03
4.653	39	0.03
4.657	39	0.03
4.660	39	0.03
4.663	39	0.03
4.667	39	0.03
4.670	40	0.03
4.673	40	0.03
4.677	40	0.03
4.680	40	0.03
4.683	40	0.03
4.687	40	0.03
4.690	40	0.03
4.693	40	0.03
4.697	40	0.03
4.700	40	0.03
4.703	40	0.03
4.707	40	0.03
4.710	40	0.03
4.713	40	0.03
4.717	40	0.03
4.720	40	0.03
4.723	40	0.03
4.727	40	0.03
4.730	40	0.03
4.733	40	0.03
4.737	39	0.03
4.740	39	0.03
4.743	39	0.03
4.747	39	0.03
4.750	39	0.03
4.753	39	0.03
4.757	38	0.03
4.760	38	0.03
4.763	38	0.03
4.767	38	0.03
4.770	38	0.03
4.773	38	0.03
4.777	37	0.03
4.780	37	0.03
4.783	37	0.03
4.787	37	0.03
4.790	37	0.03
4.793	37	0.03
4.797	36	0.02
4.800	36	0.02
4.803	36	0.02
4.807	36	0.02
4.810	36	0.02
4.813	36	0.02
4.817	36	0.02
4.820	35	0.02
4.823	35	0.02
4.827	35	0.02
4.830	35	0.02
4.833	35	0.02
4.837	35	0.02
4.840	35	0.02
4.843	35	0.02
4.847	35	0.02
4.850	35	0.02
4.853	35	0.02
4.857	35	0.02
4.860	35	0.02
4.863	35	0.02
4.867	35	0.02
4.870	34	0.02
4.873	34	0.02
4.877	34	0.02
4.880	34	0.02
4.883	34	0.02
4.887	34	0.02
4.890	34	0.02
4.893	34	0.02
4.897	34	0.02
4.900	34	0.02
4.903	34	0.02
4.907	34	0.02
4.910	34	0.02
4.913	33	0.02
4.917	33	0.02
4.920	33	0.02
4.923	33	0.02
4.927	33	0.02
4.930	33	0.02
4.933	33	0.02
4.937	32	0.02
4.940	32	0.02
4.943	32	0.02
4.947	32	0.02
4.950	32	0.02
4.953	31	0.02
4.957	31	0.02
4.960	31	0.02
4.963	31	0.02
4.967	31	0.02
4.970	30	0.02
4.973	30	0.02
4.977	30	0.02
4.980	30	0.02
4.983	30	0.02
4.987	29	0.02
4.990	29	0.02
4.993	29	0.02
4.997	29	0.02
5.000	29	0.02
5.003	29	0.02
5.007	29	0.02
5.010	28	0.02
5.013	28	0.02
5.017	28	0.02
5.020	28	0.02
5.023	28	0.02
5.027	28	0.02
5.030	28	0.02
5.033	28	0.02
5.037	28	0.02
5.040	28	0.02
5.043	28	0.02
5.047	28	0.02
5.050	28	0.02
5.053	28	0.02
5.057	28	0.02
5.060	29	0.02
5.063	29	0.02
5.067	29	0.02
5.070	29	0.02
5.073	29	0.02
5.077	29	0.02
5.080	30	0.02
5.083	30	0.02
5.087	30	0.02
5.090	30	0.02
5.093	30	0.02
5.097	31	0.02
5.100	31	0.02
5.103	31	0.02
5.107	32	0.02
5.110	32	0.02
5.113	32	0.02
5.117	32	0.02
5.120	33	0.02
5.123	33	0.02
5.127	33	0.02
5.130	34	0.02
5.133	34	0.02
5.137	34	0.02
5.140	35	0.02
5.143	35	0.02
5.147	35	0.02
5.150	36	0.02
5.153	36	0.02
5.157	36	0.02
5.160	37	0.03
5.163	37	0.03
5.167	37	0.03
5.170	38	0.03
5.173	38	0.03
5.177	38	0.03
5.180	38	0.03
5.183	39	0.03
5.187	39	0.03
5.190	39	0.03
5.193	40	0.03
5.197	40	0.03
5.200	40	0.03
5.203	40	0.03
5.207	41	0.03
5.210	41	0.03
5.213	41	0.03
5.217	41	0.03
5.220	41	0.03
5.223	42	0.03
5.227	42	0.03
5.230	42	0.03
5.233	42	0.03
5.237	42	0.03
5.240	42	0.03
5.243	42	0.03
5.247	42	0.03
5.250	43	0.03
5.253	43	0.03
5.257	43	0.03
5.260	43	0.03
5.263	43	0.03
5.267	43	0.03
5.270	43	0.03
5.273	43	0.03
5.277	43	0.03
5.280	43	0.03
5.283	43	0.03
5.287	43	0.03
5.290	43	0.03
5.293	43	0.03
5.297	43	0.03
5.300	43	0.03
5.303	43	0.03
5.307	43	0.03
5.310	43	0.03
5.313	43	0.03
5.317	43	0.03
5.320	43	0.03
5.323	42	0.03
5.327	42	0.03
5.330	42	0.03
5.333	42	0.03
5.337	42	0.03
5.340	42	0.03
5.343	42	0.03
5.347	42	0.03
5.350	42	0.03
5.353	42	0.03
5.357	42	0.03
5.360	42	0.03
5.363	42	0.03
5.367	42	0.03
5.370	41	0.03
5.373	41	0.03
5.377	41	0.03
5.380	41	0.03
5.383	41	0.03
5.387	41	0.03
5.390	41	0.03
5.393	41	0.03
5.397	40	0.03
5.400	40	0.03
5.403	40	0.03
5.407	40	0.03
5.410	40	0.03
5.413	40	0.03
5.417	39	0.03
5.420	39	0.03
5.423	39	0.03
5.427	39	0.03
5.430	39	0.03
5.433	39	0.03
5.437	39	0.03
5.440	38	0.03
5.443	38	0.03
5.447	38	0.03
5.450	38	0.03
5.453	38	0.03
5.457	38	0.03
5.460	38	0.03
5.463	37	0.03
5.467	37	0.03
5.470	37	0.03
5.473	37	0.03
5.477	37	0.03
5.480	37	0.03
5.483	37	0.03
5.487	37	0.03
5.490	37	0.03
5.493	36	0.02
5.497	36	0.02
5.500	36	0.02
5.503	36	0.02
5.507	36	0.02
5.510	36	0.02
5.513	36	0.02
5.517	36	0.02
5.520	36	0.02
5.523	36	0.02
5.527	36	0.02
5.530	36	0.02
5.533	36	0.02
5.537	36	0.02
5.540	36	0.02
5.543	36	0.02
5.547	36	0.02
5.550	37	0.03
5.553	37	0.03
5.557	37	0.03
5.560	37	0.03
5.563	37	0.03
5.567	37	0.03
5.570	38	0.03
5.573	38	0.03
5.577	38	0.03
5.580	38	0.03
5.583	39	0.03
5.587	39	0.03
5.590	39	0.03
5.593	40	0.03
5.597	40	0.03
5.600	41	0.03
5.603	41	0.03
5.607	41	0.03
5.610	42	0.03
5.613	42	0.03
5.617	43	0.03
5.620	43	0.03
5.623	44	0.03
5.627	44	0.03
5.630	44	0.03
5.633	45	0.03
5.637	45	0.03
5.640	46	0.03
5.643	46	0.03
5.647	47	0.03
5.650	47	0.03
5.653	47	0.03
5.657	48	0.03
5.660	48	0.03
5.663	49	0.03
5.667	49	0.03
5.670	49	0.03
5.673	49	0.03
5.677	49	0.03
5.680	50	0.03
5.683	50	0.03
5.687	50	0.03
5.690	50	0.03
5.693	50	0.03
5.697	50	0.03
5.700	50	0.03
5.703	49	0.03
5.707	49	0.03
5.710	49	0.03
5.713	49	0.03
5.717	48	0.03
5.720	48	0.03
5.723	48	0.03
5.727	47	0.03
5.730	47	0.03
5.733	46	0.03
5.737	46	0.03
5.740	45	0.03
5.743	45	0.03
5.747	44	0.03
5.750	43	0.03
5.753	43	0.03
5.757	42	0.03
5.760	42	0.03
5.763	41	0.03
5.767	40	0.03
5.770	40	0.03
5.773	39	0.03
5.777	38	0.03
5.780	38	0.03
5.783	37	0.03
5.787	37	0.03
5.790	36	0.02
5.793	35	0.02
5.797	35	0.02
5.800	34	0.02
5.803	34	0.02
5.807	33	0.02
5.810	33	0.02
5.813	33	0.02
5.817	32	0.02
5.820	32	0.02
5.823	31	0.02
5.827	31	0.02
5.830	31	0.02
5.833	30	0.02
5.837	30	0.02
5.840	30	0.02
5.843	29	0.02
5.847	29	0.02
5.850	29	0.02
5.853	29	0.02
5.857	29	0.02
5.860	28	0.02
5.863	28	0.02
5.867	28	0.02
5.870	28	0.02
5.873	28	0.02
5.877	28	0.02
5.880	28	0.02
5.883	28	0.02
5.887	28	0.02
5.890	28	0.02
5.893	28	0.02
5.897	28	0.02
5.900	28	0.02
5.903	28	0.02
5.907	28	0.02
5.910	28	0.02
5.913	28	0.02
5.917	28	0.02
5.920	28	0.02
5.923	28	0.02
5.927	28	0.02
5.930	28	0.02
5.933	28	0.02
5.937	29	0.02
5.940	29	0.02
5.943	29	0.02
5.947	29	0.02
5.950	29	0.02
5.953	29	0.02
5.957	30	0.02
5.960	30	0.02
5.963	30	0.02
5.967	30	0.02
5.970	30	0.02
5.973	30	0.02
5.977	30	0.02
5.980	31	0.02
5.983	31	0.02
5.987	31	0.02
5.990	31	0.02
5.993	31	0.02
5.997	31	0.02
6.000	31	0.02
6.003	31	0.02
6.007	31	0.02
6.010	31	0.02
6.013	31	0.02
6.017	31	0.02
6.020	31	0.02
6.023	31	0.02
6.027	31	0.02
6.030	31	0.02
6.033	30	0.02
6.037	30	0.02
6.040	30	0.02
6.043	30	0.02
6.047	30	0.02
6.050	30	0.02
6.053	30	0.02
6.057	30	0.02
6.060	30	0.02
6.063	30	0.02
6.067	30	0.02
6.070	30	0.02
6.073	30	0.02
6.077	30	0.02
6.080	30	0.02
6.083	30	0.02
6.087	30	0.02
6.090	30	0.02
6.093	30	0.02
6.097	30	0.02
6.100	30	0.02
6.103	30	0.02
6.107	30	0.02
6.110	31	0.02
6.113	31	0.02
6.117	31	0.02
6.120	31	0.02
6.123	31	0.02
6.127	31	0.02
6.130	32	0.02
6.133	32	0.02
6.137	32	0.02
6.140	32	0.02
6.143	33	0.02
6.147	33	0.02
6.150	33	0.02
6.153	33	0.02
6.157	33	0.02
6.160	34	0.02
6.163	34	0.02
6.167	34	0.02
6.170	34	0.02
6.173	35	0.02
6.177	35	0.02
6.180	35	0.02
6.183	35	0.02
6.187	35	0.02
6.190	36	0.02
6.193	36	0.02
6.197	36	0.02
6.200	36	0.02
6.203	36	0.02
6.207	36	0.02
6.210	37	0.03
6.213	37	0.03
6.217	37	0.03
6.220	37	0.03
6.223	37	0.03
6.227	37	0.03
6.230	37	0.03
6.233	37	0.03
6.237	38	0.03
6.240	38	0.03
6.243	38	0.03
6.247	38	0.03
6.250	38	0.03
6.253	38	0.03
6.257	38	0.03
6.260	38	0.03
6.263	38	0.03
6.267	38	0.03
6.270	38	0.03
6.273	38	0.03
6.277	38	0.03
6.280	38	0.03
6.283	38	0.03
6.287	38	0.03
6.290	38	0.03
6.293	38	0.03
6.297	38	0.03
6.300	38	0.03
6.303	38	0.03
6.307	38	0.03
6.310	38	0.03
6.313	37	0.03
6.317	37	0.03
6.320	37	0.03
6.323	37	0.03
6.327	37	0.03
6.330	37	0.03
6.333	37	0.03
6.337	37	0.03
6.340	37	0.03
6.343	37	0.03
6.347	36	0.02
6.350	36	0.02
6.353	36	0.02
6.357	36	0.02
6.360	36	0.02
6.363	36	0.02
6.367	36	0.02
6.370	36	0.02
6.373	36	0.02
6.377	35	0.02
6.380	35	0.02
6.383	35	0.02
6.387	35	0.02
6.390	35	0.02
6.393	35	0.02
6.397	35	0.02
6.400	35	0.02
6.403	35	0.02
6.407	35	0.02
6.410	35	0.02
6.413	34	0.02
6.417	34	0.02
6.420	34	0.02
6.423	34	0.02
6.427	34	0.02
6.430	34	0.02
6.433	34	0.02
6.437	34	0.02
6.440	34	0.02
6.443	34	0.02
6.447	34	0.02
6.450	33	0.02
6.453	33	0.02
6.457	33	0.02
6.460	33	0.02
6.463	33	0.02
6.467	33	0.02
6.470	33	0.02
6.473	33	0.02
6.477	32	0.02
6.480	32	0.02
6.483	32	0.02
6.487	32	0.02
6.490	32	0.02
6.493	32	0.02
6.497	32	0.02
6.500	32	0.02
6.503	32	0.02
6.507	32	0.02
6.510	32	0.02
6.513	32	0.02
6.517	32	0.02
6.520	32	0.02
6.523	33	0.02
6.527	33	0.02
6.530	33	0.02
6.533	33	0.02
6.537	34	0.02
6.540	34	0.02
6.543	34	0.02
6.547	35	0.02
6.550	35	0.02
6.553	36	0.02
6.557	36	0.02
