[Header]
Data File Name	D:\助燃剂标准品检验\92#汽油\百分一92#汽-乙.qgd
Output Date	2018/4/17
Output Time	17:25:05

[MS Chromatogram]
m/z	1-1 82.00
Event Time(msec)	200
# of Points	9750
Start Time(min)	2.500
End Time(min)	34.997
17.880	216	0.15
17.883	214	0.15
17.887	212	0.15
17.890	211	0.14
17.893	210	0.14
17.897	208	0.14
17.900	207	0.14
17.903	206	0.14
17.907	205	0.14
17.910	204	0.14
17.913	203	0.14
17.917	202	0.14
17.920	202	0.14
17.923	201	0.14
17.927	201	0.14
17.930	200	0.14
17.933	200	0.14
17.937	200	0.14
17.940	200	0.14
17.943	200	0.14
17.947	200	0.14
17.950	199	0.14
17.953	199	0.14
17.957	200	0.14
17.960	200	0.14
17.963	200	0.14
17.967	200	0.14
17.970	200	0.14
17.973	200	0.14
17.977	201	0.14
17.980	201	0.14
17.983	201	0.14
17.987	201	0.14
17.990	201	0.14
17.993	201	0.14
17.997	202	0.14
18.000	202	0.14
18.003	202	0.14
18.007	202	0.14
18.010	202	0.14
18.013	202	0.14
18.017	202	0.14
18.020	202	0.14
18.023	202	0.14
18.027	202	0.14
18.030	202	0.14
18.033	202	0.14
18.037	202	0.14
18.040	202	0.14
18.043	201	0.14
18.047	201	0.14
18.050	201	0.14
18.053	200	0.14
18.057	200	0.14
18.060	199	0.14
18.063	199	0.14
18.067	198	0.14
18.070	198	0.14
18.073	197	0.13
18.077	196	0.13
18.080	195	0.13
18.083	194	0.13
18.087	194	0.13
18.090	193	0.13
18.093	192	0.13
18.097	191	0.13
18.100	190	0.13
18.103	188	0.13
18.107	187	0.13
18.110	186	0.13
18.113	185	0.13
18.117	184	0.13
18.120	182	0.12
18.123	181	0.12
18.127	180	0.12
18.130	179	0.12
18.133	177	0.12
18.137	176	0.12
18.140	175	0.12
18.143	174	0.12
18.147	173	0.12
18.150	172	0.12
18.153	171	0.12
18.157	170	0.12
18.160	169	0.12
18.163	168	0.12
18.167	167	0.11
18.170	166	0.11
18.173	166	0.11
18.177	165	0.11
18.180	165	0.11
18.183	164	0.11
18.187	164	0.11
18.190	163	0.11
18.193	163	0.11
18.197	163	0.11
18.200	163	0.11
18.203	163	0.11
18.207	163	0.11
18.210	163	0.11
18.213	163	0.11
18.217	163	0.11
18.220	164	0.11
18.223	164	0.11
18.227	165	0.11
18.230	165	0.11
18.233	165	0.11
18.237	166	0.11
18.240	167	0.11
18.243	167	0.11
18.247	168	0.12
18.250	169	0.12
18.253	169	0.12
18.257	170	0.12
18.260	170	0.12
18.263	171	0.12
18.267	172	0.12
18.270	173	0.12
18.273	173	0.12
18.277	174	0.12
18.280	174	0.12
18.283	175	0.12
18.287	176	0.12
18.290	176	0.12
18.293	177	0.12
18.297	177	0.12
18.300	177	0.12
18.303	178	0.12
18.307	178	0.12
18.310	178	0.12
18.313	178	0.12
18.317	179	0.12
18.320	179	0.12
18.323	179	0.12
18.327	179	0.12
18.330	179	0.12
18.333	179	0.12
18.337	179	0.12
18.340	179	0.12
18.343	179	0.12
18.347	179	0.12
18.350	179	0.12
18.353	179	0.12
18.357	179	0.12
18.360	178	0.12
18.363	178	0.12
18.367	178	0.12
18.370	178	0.12
18.373	178	0.12
18.377	178	0.12
18.380	178	0.12
18.383	178	0.12
18.387	178	0.12
18.390	178	0.12
18.393	179	0.12
18.397	179	0.12
18.400	179	0.12
18.403	179	0.12
18.407	179	0.12
18.410	179	0.12
18.413	179	0.12
18.417	180	0.12
18.420	180	0.12
18.423	180	0.12
18.427	180	0.12
18.430	181	0.12
18.433	181	0.12
18.437	181	0.12
18.440	181	0.12
18.443	182	0.12
18.447	182	0.12
18.450	182	0.12
18.453	183	0.13
18.457	183	0.13
18.460	184	0.13
18.463	184	0.13
18.467	184	0.13
18.470	185	0.13
18.473	185	0.13
18.477	186	0.13
18.480	186	0.13
18.483	187	0.13
18.487	187	0.13
18.490	188	0.13
18.493	188	0.13
18.497	189	0.13
18.500	190	0.13
18.503	190	0.13
18.507	191	0.13
18.510	192	0.13
18.513	192	0.13
18.517	193	0.13
18.520	194	0.13
18.523	195	0.13
18.527	196	0.13
18.530	197	0.13
18.533	198	0.14
18.537	199	0.14
18.540	199	0.14
18.543	200	0.14
18.547	202	0.14
18.550	202	0.14
18.553	203	0.14
18.557	204	0.14
18.560	205	0.14
18.563	206	0.14
18.567	207	0.14
18.570	208	0.14
18.573	209	0.14
18.577	209	0.14
18.580	210	0.14
18.583	210	0.14
18.587	211	0.14
18.590	211	0.14
18.593	212	0.15
18.597	212	0.15
18.600	213	0.15
18.603	213	0.15
18.607	213	0.15
18.610	213	0.15
18.613	212	0.15
18.617	212	0.15
18.620	211	0.14
18.623	210	0.14
18.627	210	0.14
18.630	209	0.14
18.633	207	0.14
18.637	206	0.14
18.640	205	0.14
18.643	204	0.14
18.647	202	0.14
18.650	201	0.14
18.653	200	0.14
18.657	198	0.14
18.660	196	0.13
18.663	195	0.13
18.667	193	0.13
18.670	191	0.13
18.673	189	0.13
18.677	188	0.13
18.680	186	0.13
18.683	184	0.13
18.687	182	0.12
18.690	181	0.12
18.693	179	0.12
18.697	177	0.12
18.700	176	0.12
18.703	174	0.12
18.707	172	0.12
18.710	170	0.12
18.713	169	0.12
18.717	167	0.11
18.720	166	0.11
18.723	164	0.11
18.727	163	0.11
18.730	161	0.11
18.733	160	0.11
18.737	159	0.11
18.740	158	0.11
18.743	157	0.11
18.747	156	0.11
18.750	155	0.11
18.753	154	0.11
18.757	153	0.10
18.760	152	0.10
18.763	152	0.10
18.767	151	0.10
18.770	151	0.10
18.773	150	0.10
18.777	150	0.10
18.780	150	0.10
18.783	150	0.10
18.787	150	0.10
18.790	150	0.10
18.793	150	0.10
18.797	150	0.10
18.800	150	0.10
18.803	151	0.10
18.807	151	0.10
18.810	152	0.10
18.813	153	0.10
18.817	153	0.10
18.820	154	0.11
18.823	155	0.11
18.827	156	0.11
18.830	157	0.11
18.833	158	0.11
18.837	159	0.11
18.840	161	0.11
18.843	162	0.11
18.847	163	0.11
18.850	165	0.11
18.853	166	0.11
18.857	168	0.12
18.860	169	0.12
18.863	171	0.12
18.867	172	0.12
18.870	174	0.12
18.873	175	0.12
18.877	176	0.12
18.880	178	0.12
18.883	179	0.12
18.887	180	0.12
18.890	182	0.12
18.893	183	0.13
18.897	184	0.13
18.900	185	0.13
18.903	186	0.13
18.907	187	0.13
18.910	188	0.13
18.913	189	0.13
18.917	189	0.13
18.920	190	0.13
18.923	190	0.13
18.927	191	0.13
18.930	191	0.13
18.933	191	0.13
18.937	191	0.13
18.940	191	0.13
18.943	191	0.13
18.947	191	0.13
18.950	191	0.13
18.953	191	0.13
18.957	190	0.13
18.960	190	0.13
18.963	189	0.13
18.967	189	0.13
18.970	189	0.13
18.973	188	0.13
18.977	188	0.13
18.980	187	0.13
18.983	187	0.13
18.987	186	0.13
18.990	186	0.13
18.993	185	0.13
18.997	185	0.13
19.000	185	0.13
19.003	184	0.13
19.007	184	0.13
19.010	184	0.13
19.013	183	0.13
19.017	183	0.13
19.020	183	0.13
19.023	183	0.13
19.027	182	0.12
19.030	182	0.12
19.033	182	0.12
19.037	182	0.12
19.040	182	0.12
19.043	182	0.12
19.047	182	0.12
19.050	182	0.12
19.053	182	0.12
19.057	182	0.12
19.060	182	0.12
19.063	182	0.12
19.067	182	0.12
19.070	181	0.12
19.073	181	0.12
19.077	181	0.12
19.080	181	0.12
19.083	181	0.12
19.087	180	0.12
19.090	180	0.12
19.093	180	0.12
19.097	179	0.12
19.100	179	0.12
19.103	179	0.12
19.107	178	0.12
19.110	178	0.12
19.113	177	0.12
19.117	176	0.12
19.120	176	0.12
19.123	175	0.12
19.127	174	0.12
19.130	174	0.12
19.133	173	0.12
19.137	172	0.12
19.140	172	0.12
19.143	171	0.12
19.147	170	0.12
19.150	170	0.12
19.153	169	0.12
19.157	168	0.12
19.160	168	0.12
19.163	167	0.11
19.167	166	0.11
19.170	166	0.11
19.173	165	0.11
19.177	165	0.11
19.180	164	0.11
19.183	164	0.11
19.187	163	0.11
19.190	163	0.11
19.193	163	0.11
19.197	163	0.11
19.200	162	0.11
19.203	162	0.11
19.207	162	0.11
19.210	162	0.11
19.213	162	0.11
19.217	162	0.11
19.220	162	0.11
19.223	162	0.11
19.227	162	0.11
19.230	162	0.11
19.233	163	0.11
19.237	163	0.11
19.240	163	0.11
19.243	163	0.11
19.247	163	0.11
19.250	163	0.11
19.253	164	0.11
19.257	164	0.11
19.260	164	0.11
19.263	164	0.11
19.267	164	0.11
19.270	164	0.11
19.273	164	0.11
19.277	164	0.11
19.280	164	0.11
19.283	163	0.11
19.287	163	0.11
19.290	162	0.11
19.293	162	0.11
19.297	162	0.11
19.300	161	0.11
19.303	161	0.11
19.307	160	0.11
19.310	159	0.11
19.313	159	0.11
19.317	158	0.11
19.320	158	0.11
19.323	157	0.11
19.327	156	0.11
19.330	155	0.11
19.333	154	0.11
19.337	154	0.11
19.340	153	0.10
19.343	152	0.10
19.347	152	0.10
19.350	151	0.10
19.353	150	0.10
19.357	149	0.10
19.360	149	0.10
19.363	148	0.10
19.367	147	0.10
19.370	147	0.10
19.373	146	0.10
19.377	146	0.10
19.380	145	0.10
19.383	145	0.10
19.387	145	0.10
19.390	145	0.10
19.393	144	0.10
19.397	144	0.10
19.400	144	0.10
19.403	144	0.10
19.407	144	0.10
19.410	144	0.10
19.413	144	0.10
19.417	144	0.10
19.420	144	0.10
19.423	144	0.10
19.427	144	0.10
19.430	144	0.10
19.433	145	0.10
19.437	145	0.10
19.440	145	0.10
19.443	145	0.10
19.447	145	0.10
19.450	146	0.10
19.453	146	0.10
19.457	146	0.10
19.460	146	0.10
19.463	146	0.10
19.467	147	0.10
19.470	147	0.10
19.473	147	0.10
19.477	147	0.10
19.480	147	0.10
19.483	147	0.10
19.487	147	0.10
19.490	147	0.10
19.493	147	0.10
19.497	147	0.10
19.500	147	0.10
19.503	146	0.10
19.507	146	0.10
19.510	146	0.10
19.513	146	0.10
19.517	145	0.10
19.520	145	0.10
19.523	144	0.10
19.527	144	0.10
19.530	144	0.10
19.533	143	0.10
19.537	143	0.10
19.540	142	0.10
19.543	141	0.10
19.547	141	0.10
19.550	140	0.10
19.553	139	0.10
19.557	139	0.10
19.560	138	0.09
19.563	138	0.09
19.567	137	0.09
19.570	136	0.09
19.573	136	0.09
19.577	135	0.09
19.580	134	0.09
19.583	134	0.09
19.587	133	0.09
19.590	133	0.09
19.593	132	0.09
19.597	131	0.09
19.600	131	0.09
19.603	131	0.09
19.607	130	0.09
19.610	130	0.09
19.613	129	0.09
19.617	129	0.09
19.620	128	0.09
19.623	128	0.09
19.627	128	0.09
19.630	128	0.09
19.633	127	0.09
19.637	127	0.09
19.640	127	0.09
19.643	127	0.09
19.647	127	0.09
19.650	127	0.09
19.653	126	0.09
19.657	126	0.09
19.660	126	0.09
19.663	127	0.09
19.667	127	0.09
19.670	127	0.09
19.673	127	0.09
19.677	127	0.09
19.680	128	0.09
19.683	128	0.09
19.687	129	0.09
19.690	129	0.09
19.693	130	0.09
19.697	131	0.09
19.700	132	0.09
19.703	133	0.09
19.707	134	0.09
19.710	136	0.09
19.713	137	0.09
19.717	138	0.09
19.720	140	0.10
19.723	143	0.10
19.727	145	0.10
19.730	147	0.10
19.733	150	0.10
19.737	153	0.10
19.740	155	0.11
19.743	157	0.11
19.747	162	0.11
19.750	166	0.11
19.753	170	0.12
19.757	173	0.12
19.760	178	0.12
19.763	182	0.12
19.767	186	0.13
19.770	193	0.13
19.773	198	0.14
19.777	202	0.14
19.780	207	0.14
19.783	211	0.14
19.787	216	0.15
19.790	222	0.15
19.793	227	0.16
19.797	233	0.16
19.800	240	0.16
19.803	244	0.17
19.807	248	0.17
19.810	257	0.18
19.813	266	0.18
19.817	277	0.19
19.820	287	0.20
19.823	297	0.20
19.827	305	0.21
19.830	319	0.22
19.833	331	0.23
19.837	331	0.23
19.840	332	0.23
19.843	332	0.23
19.847	328	0.22
19.850	326	0.22
19.853	324	0.22
19.857	315	0.22
19.860	309	0.21
19.863	307	0.21
19.867	307	0.21
19.870	306	0.21
19.873	303	0.21
19.877	303	0.21
19.880	305	0.21
19.883	304	0.21
19.887	298	0.20
19.890	292	0.20
19.893	288	0.20
19.897	285	0.20
19.900	284	0.19
19.903	284	0.19
19.907	284	0.19
19.910	280	0.19
19.913	277	0.19
19.917	276	0.19
19.920	274	0.19
19.923	273	0.19
19.927	272	0.19
19.930	271	0.19
19.933	269	0.18
19.937	267	0.18
19.940	266	0.18
19.943	265	0.18
19.947	263	0.18
19.950	262	0.18
19.953	263	0.18
19.957	264	0.18
19.960	265	0.18
19.963	268	0.18
19.967	270	0.18
19.970	270	0.18
19.973	268	0.18
19.977	268	0.18
19.980	266	0.18
19.983	262	0.18
19.987	260	0.18
19.990	259	0.18
19.993	255	0.17
19.997	251	0.17
20.000	250	0.17
20.003	248	0.17
20.007	246	0.17
20.010	244	0.17
20.013	242	0.17
20.017	239	0.16
20.020	235	0.16
20.023	232	0.16
20.027	231	0.16
20.030	229	0.16
20.033	227	0.16
20.037	225	0.15
20.040	223	0.15
20.043	221	0.15
20.047	219	0.15
20.050	217	0.15
20.053	216	0.15
20.057	214	0.15
20.060	212	0.15
20.063	210	0.14
20.067	208	0.14
20.070	207	0.14
20.073	205	0.14
20.077	204	0.14
20.080	203	0.14
20.083	201	0.14
20.087	200	0.14
20.090	198	0.14
20.093	197	0.13
20.097	196	0.13
20.100	195	0.13
20.103	193	0.13
20.107	192	0.13
20.110	191	0.13
20.113	190	0.13
20.117	189	0.13
20.120	188	0.13
20.123	187	0.13
20.127	186	0.13
20.130	185	0.13
20.133	184	0.13
20.137	182	0.12
20.140	181	0.12
20.143	180	0.12
20.147	179	0.12
20.150	178	0.12
20.153	177	0.12
20.157	176	0.12
20.160	175	0.12
20.163	173	0.12
20.167	172	0.12
20.170	171	0.12
20.173	170	0.12
20.177	169	0.12
20.180	168	0.12
20.183	168	0.12
20.187	166	0.11
20.190	165	0.11
20.193	165	0.11
20.197	164	0.11
20.200	164	0.11
20.203	163	0.11
20.207	162	0.11
20.210	162	0.11
20.213	161	0.11
20.217	161	0.11
20.220	160	0.11
20.223	160	0.11
20.227	160	0.11
20.230	160	0.11
20.233	160	0.11
20.237	159	0.11
20.240	160	0.11
20.243	160	0.11
20.247	160	0.11
20.250	161	0.11
20.253	161	0.11
20.257	162	0.11
20.260	162	0.11
20.263	163	0.11
20.267	164	0.11
20.270	165	0.11
20.273	166	0.11
20.277	167	0.11
20.280	169	0.12
20.283	170	0.12
20.287	171	0.12
20.290	172	0.12
20.293	174	0.12
20.297	175	0.12
20.300	177	0.12
20.303	178	0.12
20.307	180	0.12
20.310	182	0.12
20.313	184	0.13
20.317	186	0.13
20.320	187	0.13
20.323	189	0.13
20.327	191	0.13
20.330	192	0.13
20.333	194	0.13
20.337	195	0.13
20.340	197	0.13
20.343	198	0.14
20.347	199	0.14
20.350	200	0.14
20.353	202	0.14
20.357	203	0.14
20.360	205	0.14
20.363	205	0.14
20.367	205	0.14
20.370	205	0.14
20.373	206	0.14
20.377	206	0.14
20.380	206	0.14
20.383	206	0.14
20.387	205	0.14
20.390	205	0.14
20.393	205	0.14
20.397	204	0.14
20.400	204	0.14
20.403	203	0.14
20.407	203	0.14
20.410	202	0.14
20.413	202	0.14
20.417	201	0.14
20.420	201	0.14
20.423	200	0.14
20.427	199	0.14
20.430	198	0.14
20.433	197	0.13
20.437	197	0.13
20.440	197	0.13
20.443	196	0.13
20.447	195	0.13
20.450	194	0.13
20.453	193	0.13
20.457	192	0.13
20.460	191	0.13
20.463	190	0.13
20.467	190	0.13
20.470	188	0.13
20.473	187	0.13
20.477	186	0.13
20.480	185	0.13
20.483	184	0.13
20.487	183	0.13
20.490	182	0.12
20.493	181	0.12
20.497	180	0.12
20.500	179	0.12
20.503	178	0.12
20.507	177	0.12
20.510	176	0.12
20.513	175	0.12
20.517	175	0.12
20.520	174	0.12
20.523	173	0.12
20.527	173	0.12
20.530	172	0.12
20.533	172	0.12
20.537	171	0.12
20.540	171	0.12
20.543	170	0.12
20.547	170	0.12
20.550	170	0.12
20.553	170	0.12
20.557	169	0.12
20.560	169	0.12
20.563	169	0.12
20.567	169	0.12
20.570	169	0.12
20.573	169	0.12
20.577	170	0.12
20.580	170	0.12
20.583	170	0.12
20.587	171	0.12
20.590	171	0.12
20.593	171	0.12
20.597	172	0.12
20.600	172	0.12
20.603	172	0.12
20.607	173	0.12
20.610	173	0.12
20.613	173	0.12
20.617	174	0.12
20.620	174	0.12
20.623	174	0.12
20.627	174	0.12
20.630	174	0.12
20.633	174	0.12
20.637	174	0.12
20.640	174	0.12
20.643	174	0.12
20.647	174	0.12
20.650	173	0.12
20.653	173	0.12
20.657	172	0.12
20.660	172	0.12
20.663	171	0.12
20.667	170	0.12
20.670	170	0.12
20.673	169	0.12
20.677	168	0.12
20.680	167	0.11
20.683	167	0.11
20.687	166	0.11
20.690	165	0.11
20.693	164	0.11
20.697	163	0.11
20.700	161	0.11
20.703	161	0.11
20.707	160	0.11
20.710	159	0.11
20.713	158	0.11
20.717	156	0.11
20.720	155	0.11
20.723	155	0.11
20.727	153	0.10
20.730	152	0.10
20.733	151	0.10
20.737	150	0.10
20.740	150	0.10
20.743	149	0.10
20.747	149	0.10
20.750	148	0.10
20.753	148	0.10
20.757	148	0.10
20.760	148	0.10
20.763	148	0.10
20.767	148	0.10
20.770	148	0.10
20.773	148	0.10
20.777	149	0.10
20.780	149	0.10
20.783	150	0.10
20.787	150	0.10
20.790	151	0.10
20.793	152	0.10
20.797	153	0.10
20.800	154	0.11
20.803	156	0.11
20.807	157	0.11
20.810	158	0.11
20.813	160	0.11
20.817	161	0.11
20.820	163	0.11
20.823	164	0.11
20.827	166	0.11
20.830	167	0.11
20.833	169	0.12
20.837	170	0.12
20.840	172	0.12
20.843	173	0.12
20.847	174	0.12
20.850	176	0.12
20.853	177	0.12
20.857	178	0.12
20.860	180	0.12
20.863	181	0.12
20.867	182	0.12
20.870	183	0.13
20.873	183	0.13
20.877	184	0.13
20.880	185	0.13
20.883	186	0.13
20.887	186	0.13
20.890	187	0.13
20.893	187	0.13
20.897	187	0.13
20.900	187	0.13
20.903	187	0.13
20.907	187	0.13
20.910	187	0.13
20.913	187	0.13
20.917	186	0.13
20.920	186	0.13
20.923	186	0.13
20.927	185	0.13
20.930	185	0.13
20.933	184	0.13
20.937	183	0.13
20.940	183	0.13
20.943	182	0.12
20.947	181	0.12
20.950	180	0.12
20.953	180	0.12
20.957	179	0.12
20.960	178	0.12
20.963	177	0.12
20.967	176	0.12
20.970	175	0.12
20.973	174	0.12
20.977	174	0.12
20.980	173	0.12
20.983	172	0.12
20.987	172	0.12
20.990	171	0.12
20.993	171	0.12
20.997	170	0.12
21.000	170	0.12
21.003	169	0.12
21.007	169	0.12
21.010	169	0.12
21.013	169	0.12
21.017	169	0.12
21.020	169	0.12
21.023	170	0.12
21.027	170	0.12
21.030	171	0.12
21.033	172	0.12
21.037	173	0.12
21.040	174	0.12
21.043	175	0.12
21.047	176	0.12
21.050	178	0.12
21.053	179	0.12
21.057	181	0.12
21.060	183	0.13
21.063	184	0.13
21.067	186	0.13
21.070	189	0.13
21.073	191	0.13
21.077	193	0.13
21.080	195	0.13
21.083	198	0.14
21.087	200	0.14
21.090	203	0.14
21.093	205	0.14
21.097	208	0.14
21.100	210	0.14
21.103	212	0.15
21.107	215	0.15
21.110	218	0.15
21.113	221	0.15
21.117	223	0.15
21.120	225	0.15
21.123	227	0.16
21.127	229	0.16
21.130	231	0.16
21.133	233	0.16
21.137	236	0.16
21.140	239	0.16
21.143	242	0.17
21.147	243	0.17
21.150	243	0.17
21.153	245	0.17
21.157	248	0.17
21.160	249	0.17
21.163	247	0.17
21.167	247	0.17
21.170	248	0.17
21.173	248	0.17
21.177	247	0.17
21.180	246	0.17
21.183	244	0.17
21.187	243	0.17
21.190	242	0.17
21.193	243	0.17
21.197	242	0.17
21.200	241	0.16
21.203	240	0.16
21.207	239	0.16
21.210	238	0.16
21.213	237	0.16
21.217	236	0.16
21.220	236	0.16
21.223	236	0.16
21.227	235	0.16
21.230	235	0.16
21.233	234	0.16
21.237	233	0.16
21.240	234	0.16
21.243	234	0.16
21.247	233	0.16
21.250	233	0.16
21.253	234	0.16
21.257	234	0.16
21.260	234	0.16
21.263	235	0.16
21.267	235	0.16
21.270	236	0.16
21.273	237	0.16
21.277	238	0.16
21.280	241	0.16
21.283	242	0.17
21.287	243	0.17
21.290	246	0.17
21.293	247	0.17
21.297	246	0.17
21.300	247	0.17
21.303	248	0.17
21.307	252	0.17
21.310	253	0.17
21.313	252	0.17
21.317	251	0.17
21.320	252	0.17
21.323	253	0.17
21.327	254	0.17
21.330	254	0.17
21.333	254	0.17
21.337	255	0.17
21.340	255	0.17
21.343	255	0.17
21.347	255	0.17
21.350	255	0.17
21.353	256	0.18
21.357	255	0.17
21.360	254	0.17
21.363	255	0.17
21.367	255	0.17
21.370	255	0.17
21.373	254	0.17
21.377	253	0.17
21.380	251	0.17
21.383	250	0.17
21.387	248	0.17
21.390	246	0.17
21.393	245	0.17
21.397	243	0.17
21.400	241	0.16
21.403	239	0.16
21.407	237	0.16
21.410	235	0.16
21.413	234	0.16
21.417	233	0.16
21.420	231	0.16
21.423	229	0.16
21.427	227	0.16
21.430	225	0.15
21.433	224	0.15
21.437	222	0.15
21.440	220	0.15
21.443	219	0.15
21.447	217	0.15
21.450	216	0.15
21.453	215	0.15
21.457	213	0.15
21.460	212	0.15
21.463	211	0.14
21.467	209	0.14
21.470	208	0.14
21.473	207	0.14
21.477	206	0.14
21.480	205	0.14
21.483	204	0.14
21.487	203	0.14
21.490	202	0.14
21.493	201	0.14
21.497	201	0.14
21.500	201	0.14
21.503	200	0.14
21.507	200	0.14
21.510	200	0.14
21.513	199	0.14
21.517	198	0.14
21.520	199	0.14
21.523	199	0.14
21.527	198	0.14
21.530	199	0.14
21.533	199	0.14
21.537	199	0.14
21.540	200	0.14
21.543	201	0.14
21.547	201	0.14
21.550	202	0.14
21.553	203	0.14
21.557	203	0.14
21.560	204	0.14
21.563	206	0.14
21.567	207	0.14
21.570	209	0.14
21.573	210	0.14
21.577	211	0.14
21.580	212	0.15
21.583	213	0.15
21.587	214	0.15
21.590	216	0.15
21.593	217	0.15
21.597	218	0.15
21.600	218	0.15
21.603	219	0.15
21.607	221	0.15
21.610	222	0.15
21.613	224	0.15
21.617	224	0.15
21.620	223	0.15
21.623	223	0.15
21.627	224	0.15
21.630	224	0.15
21.633	223	0.15
21.637	222	0.15
21.640	221	0.15
21.643	219	0.15
21.647	218	0.15
21.650	216	0.15
21.653	215	0.15
21.657	214	0.15
21.660	212	0.15
21.663	210	0.14
21.667	208	0.14
21.670	206	0.14
21.673	204	0.14
21.677	201	0.14
21.680	199	0.14
21.683	197	0.13
21.687	195	0.13
21.690	193	0.13
21.693	191	0.13
21.697	189	0.13
21.700	187	0.13
21.703	185	0.13
21.707	183	0.13
21.710	181	0.12
21.713	179	0.12
21.717	177	0.12
21.720	176	0.12
21.723	174	0.12
21.727	173	0.12
21.730	171	0.12
21.733	170	0.12
21.737	169	0.12
21.740	168	0.12
21.743	167	0.11
21.747	165	0.11
21.750	164	0.11
21.753	164	0.11
21.757	163	0.11
21.760	162	0.11
21.763	162	0.11
21.767	161	0.11
21.770	161	0.11
21.773	160	0.11
21.777	160	0.11
21.780	160	0.11
21.783	160	0.11
21.787	160	0.11
21.790	159	0.11
21.793	159	0.11
21.797	159	0.11
21.800	159	0.11
21.803	159	0.11
21.807	159	0.11
21.810	159	0.11
21.813	159	0.11
21.817	160	0.11
21.820	160	0.11
21.823	160	0.11
21.827	160	0.11
21.830	160	0.11
21.833	160	0.11
21.837	160	0.11
21.840	160	0.11
21.843	160	0.11
21.847	160	0.11
21.850	160	0.11
21.853	160	0.11
21.857	160	0.11
21.860	160	0.11
21.863	160	0.11
21.867	160	0.11
21.870	160	0.11
21.873	160	0.11
21.877	160	0.11
21.880	160	0.11
21.883	160	0.11
21.887	160	0.11
21.890	160	0.11
21.893	160	0.11
21.897	160	0.11
21.900	160	0.11
21.903	159	0.11
21.907	159	0.11
21.910	159	0.11
21.913	159	0.11
21.917	158	0.11
21.920	158	0.11
21.923	158	0.11
21.927	158	0.11
21.930	157	0.11
21.933	157	0.11
21.937	157	0.11
21.940	156	0.11
21.943	156	0.11
21.947	156	0.11
21.950	155	0.11
21.953	155	0.11
21.957	155	0.11
21.960	154	0.11
21.963	154	0.11
21.967	153	0.10
21.970	153	0.10
21.973	153	0.10
21.977	152	0.10
21.980	152	0.10
21.983	152	0.10
21.987	151	0.10
21.990	151	0.10
21.993	151	0.10
21.997	150	0.10
22.000	150	0.10
22.003	150	0.10
22.007	150	0.10
22.010	149	0.10
22.013	149	0.10
22.017	149	0.10
22.020	149	0.10
22.023	149	0.10
22.027	149	0.10
22.030	150	0.10
22.033	150	0.10
22.037	150	0.10
22.040	150	0.10
22.043	150	0.10
22.047	150	0.10
22.050	151	0.10
22.053	151	0.10
22.057	151	0.10
22.060	152	0.10
22.063	152	0.10
22.067	152	0.10
22.070	153	0.10
22.073	153	0.10
22.077	154	0.11
22.080	154	0.11
22.083	154	0.11
22.087	155	0.11
22.090	155	0.11
22.093	155	0.11
22.097	155	0.11
22.100	155	0.11
22.103	156	0.11
22.107	156	0.11
22.110	156	0.11
22.113	156	0.11
22.117	156	0.11
22.120	156	0.11
22.123	156	0.11
22.127	156	0.11
22.130	156	0.11
22.133	156	0.11
22.137	156	0.11
22.140	155	0.11
22.143	154	0.11
22.147	154	0.11
22.150	153	0.10
22.153	153	0.10
22.157	152	0.10
22.160	152	0.10
22.163	151	0.10
22.167	150	0.10
22.170	150	0.10
22.173	150	0.10
22.177	149	0.10
22.180	149	0.10
22.183	148	0.10
22.187	148	0.10
22.190	147	0.10
22.193	147	0.10
22.197	148	0.10
22.200	147	0.10
22.203	147	0.10
22.207	147	0.10
22.210	147	0.10
22.213	147	0.10
22.217	148	0.10
22.220	149	0.10
22.223	149	0.10
22.227	150	0.10
22.230	151	0.10
22.233	152	0.10
22.237	153	0.10
22.240	154	0.11
22.243	155	0.11
22.247	157	0.11
22.250	158	0.11
22.253	160	0.11
22.257	162	0.11
22.260	164	0.11
22.263	165	0.11
22.267	167	0.11
22.270	169	0.12
22.273	171	0.12
22.277	173	0.12
22.280	176	0.12
22.283	178	0.12
22.287	180	0.12
22.290	181	0.12
22.293	184	0.13
22.297	186	0.13
22.300	188	0.13
22.303	190	0.13
22.307	192	0.13
22.310	194	0.13
22.313	195	0.13
22.317	195	0.13
22.320	196	0.13
22.323	197	0.13
22.327	197	0.13
22.330	197	0.13
22.333	197	0.13
22.337	197	0.13
22.340	196	0.13
22.343	196	0.13
22.347	196	0.13
22.350	195	0.13
22.353	194	0.13
22.357	194	0.13
22.360	194	0.13
22.363	192	0.13
22.367	191	0.13
22.370	190	0.13
22.373	188	0.13
22.377	187	0.13
22.380	185	0.13
22.383	184	0.13
22.387	183	0.13
22.390	182	0.12
22.393	181	0.12
22.397	179	0.12
22.400	178	0.12
22.403	177	0.12
22.407	175	0.12
22.410	174	0.12
22.413	174	0.12
22.417	173	0.12
22.420	172	0.12
22.423	171	0.12
22.427	171	0.12
22.430	170	0.12
22.433	170	0.12
22.437	170	0.12
22.440	169	0.12
22.443	169	0.12
22.447	169	0.12
22.450	169	0.12
22.453	169	0.12
22.457	169	0.12
22.460	170	0.12
22.463	170	0.12
22.467	170	0.12
22.470	171	0.12
22.473	171	0.12
22.477	172	0.12
22.480	173	0.12
22.483	174	0.12
22.487	174	0.12
22.490	175	0.12
22.493	176	0.12
22.497	177	0.12
