[Header]
Data File Name	D:\助燃剂标准品检验\92#汽油\百分一92#汽-乙.qgd
Output Date	2018/4/17
Output Time	17:25:05

[MS Chromatogram]
m/z	1-1 82.00
Event Time(msec)	200
# of Points	9750
Start Time(min)	2.500
End Time(min)	34.997
3.640	277	0.19
3.643	278	0.19
3.647	279	0.19
3.650	280	0.19
3.653	280	0.19
3.657	281	0.19
3.660	283	0.19
3.663	285	0.20
3.667	287	0.20
3.670	289	0.20
3.673	291	0.20
3.677	292	0.20
3.680	294	0.20
3.683	297	0.20
3.687	300	0.21
3.690	303	0.21
3.693	304	0.21
3.697	306	0.21
3.700	308	0.21
3.703	312	0.21
3.707	315	0.22
3.710	317	0.22
3.713	318	0.22
3.717	320	0.22
3.720	324	0.22
3.723	326	0.22
3.727	326	0.22
3.730	328	0.22
3.733	333	0.23
3.737	337	0.23
3.740	337	0.23
3.743	338	0.23
3.747	343	0.23
3.750	346	0.24
3.753	345	0.24
3.757	342	0.23
3.760	343	0.23
3.763	343	0.23
3.767	339	0.23
3.770	333	0.23
3.773	326	0.22
3.777	320	0.22
3.780	314	0.21
3.783	307	0.21
3.787	304	0.21
3.790	303	0.21
3.793	302	0.21
3.797	298	0.20
3.800	288	0.20
3.803	280	0.19
3.807	282	0.19
3.810	286	0.20
3.813	286	0.20
3.817	283	0.19
3.820	278	0.19
3.823	279	0.19
3.827	287	0.20
3.830	297	0.20
3.833	301	0.21
3.837	303	0.21
3.840	309	0.21
3.843	318	0.22
3.847	329	0.23
3.850	347	0.24
3.853	373	0.26
3.857	394	0.27
3.860	414	0.28
3.863	459	0.31
3.867	524	0.36
3.870	627	0.43
3.873	793	0.54
3.877	948	0.65
3.880	1086	0.74
3.883	1199	0.82
3.887	1257	0.86
3.890	1289	0.88
3.893	1305	0.89
3.897	1270	0.87
3.900	1194	0.82
3.903	1124	0.77
3.907	1047	0.72
3.910	960	0.66
3.913	909	0.62
3.917	910	0.62
3.920	911	0.62
3.923	944	0.65
3.927	985	0.67
3.930	979	0.67
3.933	998	0.68
3.937	1054	0.72
3.940	1079	0.74
3.943	1074	0.74
3.947	1038	0.71
3.950	1012	0.69
3.953	1006	0.69
3.957	973	0.67
3.960	924	0.63
3.963	884	0.61
3.967	839	0.57
3.970	798	0.55
3.973	767	0.53
3.977	736	0.50
3.980	718	0.49
3.983	715	0.49
3.987	703	0.48
3.990	698	0.48
3.993	703	0.48
3.997	701	0.48
4.000	714	0.49
4.003	757	0.52
4.007	797	0.55
4.010	829	0.57
4.013	872	0.60
4.017	939	0.64
4.020	1043	0.71
4.023	1139	0.78
4.027	1183	0.81
4.030	1200	0.82
4.033	1228	0.84
4.037	1257	0.86
4.040	1281	0.88
4.043	1284	0.88
4.047	1264	0.87
4.050	1246	0.85
4.053	1218	0.83
4.057	1138	0.78
4.060	1044	0.71
4.063	965	0.66
4.067	871	0.60
4.070	785	0.54
4.073	729	0.50
4.077	688	0.47
4.080	651	0.45
4.083	613	0.42
4.087	579	0.40
4.090	544	0.37
4.093	512	0.35
4.097	501	0.34
4.100	503	0.34
4.103	507	0.35
4.107	509	0.35
4.110	499	0.34
4.113	484	0.33
4.117	480	0.33
4.120	485	0.33
4.123	495	0.34
4.127	507	0.35
4.130	541	0.37
4.133	606	0.41
4.137	679	0.46
4.140	775	0.53
4.143	931	0.64
4.147	1134	0.78
4.150	1443	0.99
4.153	1915	1.31
4.157	2517	1.72
4.160	3027	2.07
4.163	3359	2.30
4.167	3717	2.54
4.170	3972	2.72
4.173	4068	2.78
4.177	4103	2.81
4.180	4065	2.78
4.183	3941	2.70
4.187	3726	2.55
4.190	3403	2.33
4.193	3018	2.07
4.197	2634	1.80
4.200	2268	1.55
4.203	1907	1.31
4.207	1563	1.07
4.210	1294	0.89
4.213	1163	0.80
4.217	1119	0.77
4.220	1065	0.73
4.223	1047	0.72
4.227	1095	0.75
4.230	1154	0.79
4.233	1263	0.86
4.237	1456	1.00
4.240	1689	1.16
4.243	1986	1.36
4.247	2241	1.53
4.250	2439	1.67
4.253	2594	1.78
4.257	2637	1.81
4.260	2627	1.80
4.263	2606	1.78
4.267	2490	1.70
4.270	2236	1.53
4.273	1958	1.34
4.277	1771	1.21
4.280	1560	1.07
4.283	1225	0.84
4.287	945	0.65
4.290	774	0.53
4.293	650	0.44
4.297	576	0.39
4.300	537	0.37
4.303	517	0.35
4.307	510	0.35
4.310	493	0.34
4.313	466	0.32
4.317	448	0.31
4.320	443	0.30
4.323	439	0.30
4.327	425	0.29
4.330	409	0.28
4.333	393	0.27
4.337	385	0.26
4.340	384	0.26
4.343	381	0.26
4.347	375	0.26
4.350	370	0.25
4.353	368	0.25
4.357	367	0.25
4.360	366	0.25
4.363	364	0.25
4.367	363	0.25
4.370	365	0.25
4.373	369	0.25
4.377	377	0.26
4.380	397	0.27
4.383	429	0.29
4.387	503	0.34
4.390	846	0.58
4.393	1965	1.35
4.397	3168	2.17
4.400	5185	3.55
4.403	7830	5.36
4.407	11390	7.80
4.410	15837	10.84
4.413	21158	14.48
4.417	27088	18.54
4.420	33941	23.24
4.423	41749	28.58
4.427	48590	33.26
4.430	54110	37.04
4.433	57803	39.57
4.437	58552	40.08
4.440	58299	39.91
4.443	55663	38.11
4.447	51246	35.08
4.450	44449	30.43
4.453	37404	25.61
4.457	31193	21.35
4.460	25511	17.46
4.463	21111	14.45
4.467	18441	12.62
4.470	18113	12.40
4.473	18666	12.78
4.477	21435	14.67
4.480	26918	18.43
4.483	33706	23.07
4.487	40578	27.78
4.490	48135	32.95
4.493	55483	37.98
4.497	61532	42.12
4.500	66397	45.45
4.503	69799	47.78
4.507	70915	48.55
4.510	70752	48.44
4.513	68205	46.69
4.517	64057	43.85
4.520	58783	40.24
4.523	53388	36.55
4.527	48094	32.92
4.530	43190	29.57
4.533	37383	25.59
4.537	31155	21.33
4.540	25214	17.26
4.543	20024	13.71
4.547	16164	11.07
4.550	12673	8.68
4.553	9686	6.63
4.557	7332	5.02
4.560	5082	3.48
4.563	4165	2.85
4.567	3084	2.11
4.570	2385	1.63
4.573	2111	1.45
4.577	1973	1.35
4.580	1898	1.30
4.583	1847	1.26
4.587	1796	1.23
4.590	1754	1.20
4.593	1727	1.18
4.597	1710	1.17
4.600	1749	1.20
4.603	1876	1.28
4.607	2081	1.42
4.610	2379	1.63
4.613	2672	1.83
4.617	3067	2.10
4.620	3694	2.53
4.623	4115	2.82
4.627	4369	2.99
4.630	4510	3.09
4.633	4542	3.11
4.637	4541	3.11
4.640	4412	3.02
4.643	4128	2.83
4.647	3824	2.62
4.650	3572	2.45
4.653	3254	2.23
4.657	2651	1.81
4.660	2179	1.49
4.663	1973	1.35
4.667	1717	1.18
4.670	1490	1.02
4.673	1389	0.95
4.677	1307	0.89
4.680	1186	0.81
4.683	1105	0.76
4.687	1094	0.75
4.690	1080	0.74
4.693	1039	0.71
4.697	1011	0.69
4.700	988	0.68
4.703	976	0.67
4.707	973	0.67
4.710	954	0.65
4.713	954	0.65
4.717	986	0.68
4.720	1031	0.71
4.723	1100	0.75
4.727	1150	0.79
4.730	1172	0.80
4.733	1253	0.86
4.737	1431	0.98
4.740	1680	1.15
4.743	2032	1.39
4.747	2455	1.68
4.750	2775	1.90
4.753	3162	2.16
4.757	3516	2.41
4.760	3642	2.49
4.763	3729	2.55
4.767	3809	2.61
4.770	3827	2.62
4.773	3839	2.63
4.777	3853	2.64
4.780	3822	2.62
4.783	3751	2.57
4.787	3665	2.51
4.790	3522	2.41
4.793	3080	2.11
4.797	2321	1.59
4.800	1832	1.25
4.803	1518	1.04
4.807	1310	0.90
4.810	1168	0.80
4.813	1041	0.71
4.817	969	0.66
4.820	955	0.65
4.823	948	0.65
4.827	936	0.64
4.830	946	0.65
4.833	956	0.65
4.837	956	0.65
4.840	955	0.65
4.843	955	0.65
4.847	962	0.66
4.850	974	0.67
4.853	982	0.67
4.857	986	0.68
4.860	972	0.67
4.863	942	0.64
4.867	912	0.62
4.870	885	0.61
4.873	868	0.59
4.877	856	0.59
4.880	837	0.57
4.883	823	0.56
4.887	825	0.56
4.890	825	0.56
4.893	827	0.57
4.897	848	0.58
4.900	863	0.59
4.903	856	0.59
4.907	866	0.59
4.910	903	0.62
4.913	941	0.64
4.917	981	0.67
4.920	1022	0.70
4.923	1079	0.74
4.927	1223	0.84
4.930	1496	1.02
4.933	1814	1.24
4.937	2195	1.50
4.940	2569	1.76
4.943	2785	1.91
4.947	2986	2.04
4.950	3224	2.21
4.953	3368	2.31
4.957	3426	2.35
4.960	3451	2.36
4.963	3421	2.34
4.967	3350	2.29
4.970	3230	2.21
4.973	3024	2.07
4.977	2782	1.90
4.980	2481	1.70
4.983	2142	1.47
4.987	1854	1.27
4.990	1734	1.19
4.993	1728	1.18
4.997	1624	1.11
5.000	1470	1.01
5.003	1359	0.93
5.007	1264	0.87
5.010	1197	0.82
5.013	1162	0.80
5.017	1133	0.78
5.020	1102	0.75
5.023	1094	0.75
5.027	1084	0.74
5.030	1062	0.73
5.033	1056	0.72
5.037	1064	0.73
5.040	1057	0.72
5.043	1040	0.71
5.047	1022	0.70
5.050	1008	0.69
5.053	1000	0.68
5.057	990	0.68
5.060	982	0.67
5.063	981	0.67
5.067	982	0.67
5.070	987	0.68
5.073	998	0.68
5.077	1005	0.69
5.080	1017	0.70
5.083	1037	0.71
5.087	1034	0.71
5.090	1019	0.70
5.093	996	0.68
5.097	964	0.66
5.100	939	0.64
5.103	928	0.64
5.107	923	0.63
5.110	909	0.62
5.113	894	0.61
5.117	886	0.61
5.120	880	0.60
5.123	877	0.60
5.127	875	0.60
5.130	872	0.60
5.133	868	0.59
5.137	864	0.59
5.140	860	0.59
5.143	863	0.59
5.147	863	0.59
5.150	857	0.59
5.153	848	0.58
5.157	833	0.57
5.160	826	0.57
5.163	839	0.57
5.167	855	0.59
5.170	857	0.59
5.173	854	0.58
5.177	854	0.58
5.180	855	0.59
5.183	857	0.59
5.187	858	0.59
5.190	856	0.59
5.193	849	0.58
5.197	830	0.57
5.200	807	0.55
5.203	795	0.54
5.207	788	0.54
5.210	773	0.53
5.213	758	0.52
5.217	749	0.51
5.220	740	0.51
5.223	724	0.50
5.227	711	0.49
5.230	706	0.48
5.233	703	0.48
5.237	709	0.49
5.240	710	0.49
5.243	710	0.49
5.247	739	0.51
5.250	781	0.53
5.253	816	0.56
5.257	846	0.58
5.260	867	0.59
5.263	902	0.62
5.267	970	0.66
5.270	1026	0.70
5.273	1034	0.71
5.277	1038	0.71
5.280	1053	0.72
5.283	1049	0.72
5.287	1041	0.71
5.290	1026	0.70
5.293	979	0.67
5.297	915	0.63
5.300	841	0.58
5.303	771	0.53
5.307	725	0.50
5.310	681	0.47
5.313	627	0.43
5.317	602	0.41
5.320	607	0.42
5.323	595	0.41
5.327	554	0.38
5.330	523	0.36
5.333	517	0.35
5.337	519	0.36
5.340	510	0.35
5.343	499	0.34
5.347	491	0.34
5.350	474	0.32
5.353	460	0.31
5.357	451	0.31
5.360	446	0.31
5.363	446	0.31
5.367	439	0.30
5.370	428	0.29
5.373	425	0.29
5.377	426	0.29
5.380	424	0.29
5.383	421	0.29
5.387	416	0.28
5.390	419	0.29
5.393	429	0.29
5.397	432	0.30
5.400	436	0.30
5.403	452	0.31
5.407	487	0.33
5.410	581	0.40
5.413	793	0.54
5.417	1254	0.86
5.420	2111	1.45
5.423	3212	2.20
5.427	4527	3.10
5.430	6188	4.24
5.433	7856	5.38
5.437	9523	6.52
5.440	10968	7.51
5.443	12118	8.30
5.447	13025	8.92
5.450	13323	9.12
5.453	13277	9.09
5.457	12928	8.85
5.460	12315	8.43
5.463	11403	7.81
5.467	9859	6.75
5.470	8296	5.68
5.473	6795	4.65
5.477	5165	3.54
5.480	4009	2.74
5.483	2917	2.00
5.487	2037	1.39
5.490	1617	1.11
5.493	1349	0.92
5.497	1141	0.78
5.500	1004	0.69
5.503	944	0.65
5.507	925	0.63
5.510	931	0.64
5.513	937	0.64
5.517	916	0.63
5.520	913	0.63
5.523	955	0.65
5.527	1010	0.69
5.530	1069	0.73
5.533	1112	0.76
5.537	1142	0.78
5.540	1204	0.82
5.543	1329	0.91
5.547	1405	0.96
5.550	1438	0.98
5.553	1525	1.04
5.557	1605	1.10
5.560	1626	1.11
5.563	1583	1.08
5.567	1520	1.04
5.570	1458	1.00
5.573	1411	0.97
5.577	1338	0.92
5.580	1167	0.80
5.583	1015	0.69
5.587	918	0.63
5.590	831	0.57
5.593	774	0.53
5.597	732	0.50
5.600	701	0.48
5.603	682	0.47
5.607	668	0.46
5.610	658	0.45
5.613	651	0.45
5.617	652	0.45
5.620	660	0.45
5.623	664	0.45
5.627	659	0.45
5.630	660	0.45
5.633	659	0.45
5.637	659	0.45
5.640	656	0.45
5.643	646	0.44
5.647	638	0.44
5.650	649	0.44
5.653	659	0.45
5.657	661	0.45
5.660	680	0.47
5.663	722	0.49
5.667	817	0.56
5.670	1055	0.72
5.673	1643	1.12
5.677	2613	1.79
5.680	3523	2.41
5.683	4270	2.92
5.687	4998	3.42
5.690	5871	4.02
5.693	6939	4.75
5.697	8061	5.52
5.700	8644	5.92
5.703	9000	6.16
5.707	9482	6.49
5.710	9758	6.68
5.713	9953	6.81
5.717	10292	7.05
5.720	10562	7.23
5.723	10940	7.49
5.727	11797	8.08
5.730	12746	8.73
5.733	13075	8.95
5.737	13159	9.01
5.740	13247	9.07
5.743	13155	9.01
5.747	12732	8.72
5.750	12015	8.23
5.753	10581	7.24
5.757	9360	6.41
5.760	8009	5.48
5.763	6607	4.52
5.767	5189	3.55
5.770	4746	3.25
5.773	4604	3.15
5.777	4644	3.18
5.780	5115	3.50
5.783	6940	4.75
5.787	9667	6.62
5.790	13237	9.06
5.793	18546	12.70
5.797	25359	17.36
5.800	33358	22.84
5.803	42080	28.81
5.807	52138	35.69
5.810	62605	42.86
5.813	71733	49.11
5.817	78654	53.85
5.820	83999	57.51
5.823	87339	59.79
5.827	87619	59.98
5.830	84235	57.67
5.833	78215	53.55
5.837	69750	47.75
5.840	60599	41.49
5.843	50906	34.85
5.847	41119	28.15
5.850	32041	21.94
5.853	24271	16.62
5.857	18125	12.41
5.860	13192	9.03
5.863	9378	6.42
5.867	6409	4.39
5.870	4549	3.11
5.873	2810	1.92
5.877	1819	1.25
5.880	1586	1.09
5.883	1485	1.02
5.887	1442	0.99
5.890	1437	0.98
5.893	1421	0.97
5.897	1394	0.95
5.900	1375	0.94
5.903	1364	0.93
5.907	1356	0.93
5.910	1352	0.93
5.913	1364	0.93
5.917	1384	0.95
5.920	1400	0.96
5.923	1417	0.97
5.927	1441	0.99
5.930	1471	1.01
5.933	1492	1.02
5.937	1516	1.04
5.940	1541	1.05
5.943	1549	1.06
5.947	1559	1.07
5.950	1590	1.09
5.953	1621	1.11
5.957	1616	1.11
5.960	1576	1.08
5.963	1544	1.06
5.967	1517	1.04
5.970	1487	1.02
5.973	1468	1.00
5.977	1456	1.00
5.980	1448	0.99
5.983	1433	0.98
5.987	1415	0.97
5.990	1413	0.97
5.993	1431	0.98
5.997	1451	0.99
6.000	1460	1.00
6.003	1465	1.00
6.007	1478	1.01
6.010	1486	1.02
6.013	1486	1.02
6.017	1497	1.02
6.020	1512	1.04
6.023	1517	1.04
6.027	1525	1.04
6.030	1532	1.05
6.033	1534	1.05
6.037	1534	1.05
6.040	1538	1.05
6.043	1555	1.06
6.047	1553	1.06
6.050	1525	1.04
6.053	1512	1.04
6.057	1527	1.05
6.060	1529	1.05
6.063	1502	1.03
6.067	1489	1.02
6.070	1479	1.01
6.073	1443	0.99
6.077	1404	0.96
6.080	1394	0.95
6.083	1402	0.96
6.087	1400	0.96
6.090	1410	0.97
6.093	1425	0.98
6.097	1434	0.98
6.100	1479	1.01
6.103	1536	1.05
6.107	1552	1.06
6.110	1545	1.06
6.113	1565	1.07
6.117	1573	1.08
6.120	1551	1.06
6.123	1530	1.05
6.127	1478	1.01
6.130	1387	0.95
6.133	1297	0.89
6.137	1234	0.84
6.140	1171	0.80
6.143	1081	0.74
6.147	1018	0.70
6.150	1009	0.69
6.153	1002	0.69
6.157	968	0.66
6.160	934	0.64
6.163	903	0.62
6.167	861	0.59
6.170	837	0.57
6.173	820	0.56
6.177	793	0.54
6.180	765	0.52
6.183	753	0.52
6.187	751	0.51
6.190	748	0.51
6.193	739	0.51
6.197	729	0.50
6.200	717	0.49
6.203	712	0.49
6.207	717	0.49
6.210	717	0.49
6.213	715	0.49
6.217	712	0.49
6.220	706	0.48
6.223	699	0.48
6.227	695	0.48
6.230	697	0.48
6.233	696	0.48
6.237	691	0.47
6.240	687	0.47
6.243	687	0.47
6.247	689	0.47
6.250	690	0.47
6.253	690	0.47
6.257	695	0.48
6.260	698	0.48
6.263	699	0.48
6.267	703	0.48
6.270	708	0.48
6.273	711	0.49
6.277	710	0.49
6.280	711	0.49
6.283	713	0.49
6.287	712	0.49
6.290	711	0.49
6.293	711	0.49
6.297	709	0.49
6.300	704	0.48
6.303	701	0.48
6.307	701	0.48
6.310	701	0.48
6.313	700	0.48
6.317	698	0.48
6.320	697	0.48
6.323	692	0.47
6.327	686	0.47
6.330	682	0.47
6.333	681	0.47
6.337	681	0.47
6.340	676	0.46
6.343	668	0.46
6.347	666	0.46
6.350	665	0.46
6.353	662	0.45
6.357	657	0.45
6.360	653	0.45
6.363	651	0.45
6.367	651	0.45
6.370	646	0.44
6.373	640	0.44
6.377	638	0.44
6.380	643	0.44
6.383	650	0.44
6.387	651	0.45
6.390	646	0.44
6.393	649	0.44
6.397	656	0.45
6.400	656	0.45
6.403	659	0.45
6.407	661	0.45
6.410	663	0.45
6.413	671	0.46
6.417	678	0.46
6.420	692	0.47
6.423	736	0.50
6.427	791	0.54
6.430	829	0.57
6.433	867	0.59
6.437	930	0.64
6.440	1036	0.71
6.443	1164	0.80
6.447	1249	0.86
6.450	1289	0.88
6.453	1286	0.88
6.457	1250	0.86
6.460	1250	0.86
6.463	1255	0.86
6.467	1166	0.80
6.470	1055	0.72
6.473	991	0.68
6.477	917	0.63
6.480	834	0.57
6.483	780	0.53
6.487	743	0.51
6.490	732	0.50
6.493	720	0.49
6.497	685	0.47
6.500	659	0.45
6.503	652	0.45
6.507	650	0.44
6.510	654	0.45
6.513	658	0.45
6.517	657	0.45
6.520	646	0.44
6.523	636	0.44
6.527	635	0.43
6.530	640	0.44
6.533	649	0.44
6.537	641	0.44
6.540	627	0.43
6.543	625	0.43
6.547	627	0.43
6.550	629	0.43
6.553	633	0.43
6.557	634	0.43
6.560	641	0.44
6.563	663	0.45
6.567	676	0.46
6.570	689	0.47
6.573	724	0.50
6.577	756	0.52
6.580	771	0.53
6.583	778	0.53
6.587	779	0.53
6.590	783	0.54
6.593	804	0.55
6.597	823	0.56
6.600	819	0.56
6.603	780	0.53
6.607	744	0.51
6.610	728	0.50
6.613	707	0.48
6.617	675	0.46
6.620	632	0.43
6.623	584	0.40
6.627	550	0.38
6.630	535	0.37
6.633	526	0.36
6.637	511	0.35
6.640	498	0.34
6.643	487	0.33
6.647	473	0.32
6.650	465	0.32
6.653	456	0.31
6.657	453	0.31
6.660	452	0.31
6.663	442	0.30
6.667	433	0.30
6.670	430	0.29
6.673	425	0.29
6.677	426	0.29
6.680	429	0.29
6.683	423	0.29
6.687	417	0.29
6.690	413	0.28
6.693	418	0.29
6.697	424	0.29
6.700	427	0.29
6.703	431	0.30
6.707	429	0.29
6.710	433	0.30
6.713	445	0.30
6.717	459	0.31
6.720	472	0.32
6.723	487	0.33
6.727	499	0.34
6.730	501	0.34
6.733	513	0.35
6.737	534	0.37
6.740	546	0.37
6.743	549	0.38
6.747	569	0.39
6.750	610	0.42
6.753	666	0.46
6.757	781	0.53
6.760	1032	0.71
6.763	1665	1.14
6.767	2849	1.95
6.770	3783	2.59
6.773	4672	3.20
6.777	6106	4.18
6.780	7407	5.07
6.783	8590	5.88
6.787	9763	6.68
6.790	10258	7.02
6.793	10492	7.18
6.797	10553	7.22
6.800	10456	7.16
6.803	10424	7.14
6.807	10481	7.18
6.810	10384	7.11
6.813	10199	6.98
6.817	10067	6.89
6.820	10092	6.91
6.823	10149	6.95
6.827	10120	6.93
6.830	10150	6.95
6.833	10236	7.01
6.837	10249	7.02
6.840	10161	6.96
6.843	10173	6.96
6.847	10206	6.99
6.850	10115	6.92
6.853	9930	6.80
6.857	9622	6.59
6.860	9432	6.46
6.863	9578	6.56
6.867	9996	6.84
6.870	10490	7.18
