[Header]
Data File Name	D:\助燃剂标准品检验\92#汽油\百分一92#汽-乙.qgd
Output Date	2018/4/17
Output Time	17:05:48

[MS Chromatogram]
m/z	1-1 TIC
Event Time(msec)	200
# of Points	9750
Start Time(min)	2.500
End Time(min)	34.997
Ret.Time	Absolute Intensity	Relative Intensity
6.500	513652	3.23
6.503	469017	2.95
6.507	419834	2.64
6.510	375683	2.36
6.513	341787	2.15
6.517	317882	2.00
6.520	297821	1.87
6.523	283460	1.78
6.527	275121	1.73
6.530	268600	1.69
6.533	264494	1.66
6.537	260444	1.64
6.540	255711	1.61
6.543	254024	1.60
6.547	255562	1.61
6.550	257391	1.62
6.553	257435	1.62
6.557	255976	1.61
6.560	257104	1.62
6.563	260379	1.64
6.567	263056	1.65
6.570	268047	1.68
6.573	277196	1.74
6.577	290465	1.83
6.580	312955	1.97
6.583	352783	2.22
6.587	417450	2.62
6.590	520866	3.27
6.593	678233	4.26
6.597	908700	5.71
6.600	1224505	7.70
6.603	1628422	10.23
6.607	2125224	13.36
6.610	2703329	16.99
6.613	3351358	21.06
6.617	4073368	25.60
6.620	4838374	30.41
6.623	5588720	35.13
6.627	6275083	39.44
6.630	6868382	43.17
6.633	7359606	46.26
6.637	7802278	49.04
6.640	8201313	51.55
6.643	8452426	53.12
6.647	8516482	53.53
6.650	8452478	53.12
6.653	8272964	52.00
6.657	7843793	49.30
6.660	7118862	44.74
6.663	6208517	39.02
6.667	5192224	32.63
6.670	4161171	26.15
6.673	3210757	20.18
6.677	2392036	15.03
6.680	1743165	10.96
6.683	1265056	7.95
6.687	930134	5.85
6.690	715839	4.50
6.693	593968	3.73
6.697	538858	3.39
6.700	536556	3.37
6.703	575924	3.62
6.707	649570	4.08
6.710	751363	4.72
6.713	876007	5.51
6.717	1014801	6.38
6.720	1154502	7.26
6.723	1285624	8.08
6.727	1396477	8.78
6.730	1477271	9.28
6.733	1528724	9.61
6.737	1546119	9.72
6.740	1511236	9.50
6.743	1433032	9.01
6.747	1334922	8.39
6.750	1220797	7.67
6.753	1094984	6.88
6.757	974938	6.13
6.760	875138	5.50
6.763	808688	5.08
6.767	788124	4.95
6.770	810191	5.09
6.773	867947	5.46
6.777	957709	6.02
6.780	1074601	6.75
6.783	1211189	7.61
6.787	1355314	8.52
6.790	1486748	9.34
6.793	1591415	10.00
6.797	1673541	10.52
6.800	1733783	10.90
6.803	1759623	11.06
6.807	1745558	10.97
6.810	1680533	10.56
6.813	1571877	9.88
6.817	1456938	9.16
6.820	1340868	8.43
6.823	1210181	7.61
6.827	1069426	6.72
6.830	934893	5.88
6.833	813260	5.11
6.837	703013	4.42
6.840	603684	3.79
6.843	519460	3.26
6.847	447529	2.81
6.850	383946	2.41
6.853	330768	2.08
6.857	288488	1.81
6.860	255725	1.61
6.863	232134	1.46
6.867	218986	1.38
6.870	217865	1.37
6.873	230063	1.45
6.877	259654	1.63
6.880	314947	1.98
6.883	408974	2.57
6.887	557183	3.50
6.890	775501	4.87
6.893	1069232	6.72
6.897	1449595	9.11
6.900	1936035	12.17
6.903	2528954	15.89
6.907	3219730	20.24
6.910	3985587	25.05
6.913	4765446	29.95
6.917	5522706	34.71
6.920	6277508	39.45
6.923	7035615	44.22
6.927	7800236	49.03
6.930	8577165	53.91
6.933	9327028	58.62
6.937	10002119	62.86
6.940	10613747	66.71
6.943	11189548	70.33
6.947	11670862	73.35
6.950	12044478	75.70
6.953	12419425	78.06
6.957	12767586	80.25
6.960	12992815	81.66
6.963	13153889	82.67
6.967	13263526	83.36
6.970	13191668	82.91
6.973	12904703	81.11
6.977	12459798	78.31
6.980	11907619	74.84
6.983	11348430	71.33
6.987	10882619	68.40
6.990	10640318	66.88
6.993	10686138	67.16
6.997	10898471	68.50
7.000	11155715	70.11
7.003	11385172	71.56
7.007	11419071	71.77
7.010	11117809	69.88
7.013	10441376	65.63
7.017	9347912	58.75
7.020	7906523	49.69
7.023	6313084	39.68
7.027	4794593	30.13
7.030	3524868	22.15
7.033	2542360	15.98
7.037	1809218	11.37
7.040	1287513	8.09
7.043	933384	5.87
7.047	699528	4.40
7.050	545433	3.43
7.053	440969	2.77
7.057	369627	2.32
7.060	321806	2.02
7.063	287028	1.80
7.067	261186	1.64
7.070	245554	1.54
7.073	238207	1.50
7.077	236300	1.49
7.080	238074	1.50
7.083	240071	1.51
7.087	243134	1.53
7.090	247442	1.56
7.093	248369	1.56
7.097	243521	1.53
7.100	235898	1.48
7.103	224928	1.41
7.107	210461	1.32
7.110	193710	1.22
7.113	176865	1.11
7.117	161005	1.01
7.120	145241	0.91
7.123	130762	0.82
7.127	119189	0.75
7.130	110302	0.69
7.133	103263	0.65
7.137	98483	0.62
7.140	96350	0.61
7.143	96382	0.61
7.147	98504	0.62
7.150	100758	0.63
7.153	103288	0.65
7.157	107351	0.67
7.160	112794	0.71
7.163	119202	0.75
7.167	127857	0.80
7.170	140199	0.88
7.173	155951	0.98
7.177	176522	1.11
7.180	201588	1.27
7.183	229620	1.44
7.187	260453	1.64
7.190	292217	1.84
7.193	323083	2.03
7.197	351610	2.21
7.200	376915	2.37
7.203	395546	2.49
7.207	402961	2.53
7.210	401086	2.52
7.213	391997	2.46
7.217	373633	2.35
7.220	350491	2.20
7.223	325833	2.05
7.227	299205	1.88
7.230	274593	1.73
7.233	254806	1.60
7.237	238395	1.50
7.240	225055	1.41
7.243	213546	1.34
7.247	202012	1.27
7.250	192838	1.21
7.253	187775	1.18
7.257	184384	1.16
7.260	180186	1.13
7.263	175755	1.10
7.267	170945	1.07
7.270	165899	1.04
7.273	160367	1.01
7.277	152742	0.96
7.280	143034	0.90
7.283	133664	0.84
7.287	124479	0.78
7.290	114361	0.72
7.293	105202	0.66
7.297	98383	0.62
7.300	93926	0.59
7.303	93700	0.59
7.307	96076	0.60
7.310	100340	0.63
7.313	106276	0.67
7.317	114356	0.72
7.320	121462	0.76
7.323	126579	0.80
7.327	129754	0.82
7.330	129759	0.82
7.333	126716	0.80
7.337	121494	0.76
7.340	114331	0.72
7.343	104431	0.66
7.347	93772	0.59
7.350	84631	0.53
7.353	77452	0.49
7.357	70559	0.44
7.360	66142	0.42
7.363	63703	0.40
7.367	62435	0.39
7.370	63593	0.40
7.373	65707	0.41
7.377	66128	0.42
7.380	69411	0.44
7.383	73171	0.46
7.387	77477	0.49
7.390	84532	0.53
7.393	93343	0.59
7.397	102080	0.64
7.400	114362	0.72
7.403	132400	0.83
7.407	153879	0.97
7.410	178151	1.12
7.413	205076	1.29
7.417	232233	1.46
7.420	260457	1.64
7.423	290528	1.83
7.427	319966	2.01
7.430	348386	2.19
7.433	375527	2.36
7.437	402817	2.53
7.440	429067	2.70
7.443	451693	2.84
7.447	471587	2.96
7.450	485863	3.05
7.453	492813	3.10
7.457	494952	3.11
7.460	493054	3.10
7.463	488097	3.07
7.467	479338	3.01
7.470	460693	2.90
7.473	432307	2.72
7.477	400462	2.52
7.480	368130	2.31
7.483	339291	2.13
7.487	315258	1.98
7.490	294239	1.85
7.493	278615	1.75
7.497	268546	1.69
7.500	265798	1.67
7.503	268506	1.69
7.507	272737	1.71
7.510	279113	1.75
7.513	286928	1.80
7.517	292294	1.84
7.520	296439	1.86
7.523	297715	1.87
7.527	293002	1.84
7.530	287258	1.81
7.533	284188	1.79
7.537	283517	1.78
7.540	286736	1.80
7.543	293783	1.85
7.547	307029	1.93
7.550	324329	2.04
7.553	342849	2.15
7.557	360701	2.27
7.560	374759	2.36
7.563	383042	2.41
7.567	383037	2.41
7.570	374754	2.36
7.573	362547	2.28
7.577	342852	2.15
7.580	314415	1.98
7.583	282465	1.78
7.587	250382	1.57
7.590	223026	1.40
7.593	204168	1.28
7.597	198069	1.24
7.600	209704	1.32
7.603	246346	1.55
7.607	322767	2.03
7.610	457458	2.88
7.613	666328	4.19
7.617	962443	6.05
7.620	1348967	8.48
7.623	1824460	11.47
7.627	2397157	15.07
7.630	3063221	19.25
7.633	3787131	23.80
7.637	4546381	28.57
7.640	5339743	33.56
7.643	6146654	38.63
7.647	6944906	43.65
7.650	7722214	48.53
7.653	8453282	53.13
7.657	9079228	57.06
7.660	9610932	60.41
7.663	10078307	63.34
7.667	10403720	65.39
7.670	10595700	66.60
7.673	10703847	67.27
7.677	10637480	66.86
7.680	10184653	64.01
7.683	9260682	58.20
7.687	8032609	50.49
7.690	6654021	41.82
7.693	5218836	32.80
7.697	3876751	24.37
7.700	2780334	17.47
7.703	1972089	12.39
7.707	1412738	8.88
7.710	1045679	6.57
7.713	814476	5.12
7.717	672133	4.22
7.720	577471	3.63
7.723	511725	3.22
7.727	470973	2.96
7.730	446083	2.80
7.733	424005	2.66
7.737	403348	2.54
7.740	388326	2.44
7.743	379120	2.38
7.747	372048	2.34
7.750	363865	2.29
7.753	353806	2.22
7.757	341262	2.14
7.760	327514	2.06
7.763	315339	1.98
7.767	303241	1.91
7.770	287951	1.81
7.773	272785	1.71
7.777	258106	1.62
7.780	243379	1.53
7.783	230566	1.45
7.787	218438	1.37
7.790	205487	1.29
7.793	193328	1.22
7.797	180957	1.14
7.800	167223	1.05
7.803	154800	0.97
7.807	144621	0.91
7.810	134012	0.84
7.813	122576	0.77
7.817	112789	0.71
7.820	105879	0.67
7.823	101690	0.64
7.827	99423	0.62
7.830	99333	0.62
7.833	99524	0.63
7.837	101690	0.64
7.840	104348	0.66
7.843	105530	0.66
7.847	106588	0.67
7.850	109445	0.69
7.853	112783	0.71
7.857	116632	0.73
7.860	119142	0.75
7.863	119484	0.75
7.867	121985	0.77
7.870	125487	0.79
7.873	130162	0.82
7.877	136728	0.86
7.880	145851	0.92
7.883	161844	1.02
7.887	187553	1.18
7.890	224778	1.41
7.893	280317	1.76
7.897	362712	2.28
7.900	477052	3.00
7.903	629745	3.96
7.907	822469	5.17
7.910	1055097	6.63
7.913	1329756	8.36
7.917	1636077	10.28
7.920	1952699	12.27
7.923	2267035	14.25
7.927	2566518	16.13
7.930	2832273	17.80
7.933	3047834	19.16
7.937	3193972	20.07
7.940	3226412	20.28
7.943	3110912	19.55
7.947	2893075	18.18
7.950	2621233	16.47
7.953	2303339	14.48
7.957	1948456	12.25
7.960	1575826	9.90
7.963	1224732	7.70
7.967	926424	5.82
7.970	687384	4.32
7.973	507604	3.19
7.977	381415	2.40
7.980	294960	1.85
7.983	236427	1.49
7.987	197947	1.24
7.990	172685	1.09
7.993	155728	0.98
7.997	143988	0.90
8.000	134943	0.85
8.003	126893	0.80
8.007	118504	0.74
8.010	109203	0.69
8.013	100626	0.63
8.017	93558	0.59
8.020	86110	0.54
8.023	78880	0.50
8.027	73989	0.47
8.030	69170	0.43
8.033	66501	0.42
8.037	66451	0.42
8.040	66476	0.42
8.043	67115	0.42
8.047	69324	0.44
8.050	71940	0.45
8.053	74364	0.47
8.057	77664	0.49
8.060	80638	0.51
8.063	82884	0.52
8.067	84806	0.53
8.070	88218	0.55
8.073	92534	0.58
8.077	97509	0.61
8.080	104642	0.66
8.083	113853	0.72
8.087	125083	0.79
8.090	137739	0.87
8.093	150646	0.95
8.097	162538	1.02
8.100	175471	1.10
8.103	187345	1.18
8.107	195725	1.23
8.110	200303	1.26
8.113	202002	1.27
8.117	200194	1.26
8.120	193470	1.22
8.123	183209	1.15
8.127	172345	1.08
8.130	161637	1.02
8.133	151223	0.95
8.137	142354	0.89
8.140	134487	0.85
8.143	131176	0.82
8.147	131259	0.82
8.150	134329	0.84
8.153	139243	0.88
8.157	151111	0.95
8.160	169382	1.06
8.163	194869	1.22
8.167	228708	1.44
8.170	264730	1.66
8.173	299474	1.88
8.177	333388	2.10
8.180	365502	2.30
8.183	391673	2.46
8.187	404114	2.54
8.190	403478	2.54
8.193	392482	2.47
8.197	373954	2.35
8.200	346748	2.18
8.203	314359	1.98
8.207	282201	1.77
8.210	254123	1.60
8.213	229615	1.44
8.217	209467	1.32
8.220	193571	1.22
8.223	181576	1.14
8.227	171050	1.08
8.230	160829	1.01
8.233	152213	0.96
8.237	144949	0.91
8.240	136120	0.86
8.243	125229	0.79
8.247	113525	0.71
8.250	102844	0.65
8.253	92660	0.58
8.257	83843	0.53
8.260	78396	0.49
8.263	75206	0.47
8.267	73671	0.46
8.270	75192	0.47
8.273	81065	0.51
8.277	89506	0.56
8.280	98993	0.62
8.283	110393	0.69
8.287	124248	0.78
8.290	137120	0.86
8.293	149684	0.94
8.297	161941	1.02
8.300	173845	1.09
8.303	181686	1.14
8.307	184056	1.16
8.310	182815	1.15
8.313	177136	1.11
8.317	168106	1.06
8.320	157946	0.99
8.323	147821	0.93
8.327	136800	0.86
8.330	124842	0.78
8.333	113605	0.71
8.337	104978	0.66
8.340	98008	0.62
8.343	89580	0.56
8.347	84291	0.53
8.350	81673	0.51
8.353	80627	0.51
8.357	80880	0.51
8.360	82194	0.52
8.363	84331	0.53
8.367	88913	0.56
8.370	94182	0.59
8.373	99309	0.62
8.377	104507	0.66
8.380	110492	0.69
8.383	116607	0.73
8.387	121376	0.76
8.390	125504	0.79
8.393	129712	0.82
8.397	133611	0.84
8.400	136443	0.86
8.403	136442	0.86
8.407	136608	0.86
8.410	139998	0.88
8.413	142077	0.89
8.417	143402	0.90
8.420	148620	0.93
8.423	158113	0.99
8.427	170895	1.07
8.430	187249	1.18
8.433	205665	1.29
8.437	226158	1.42
8.440	247482	1.56
8.443	268375	1.69
8.447	286883	1.80
8.450	298856	1.88
8.453	302841	1.90
8.457	298855	1.88
8.460	286682	1.80
8.463	268370	1.69
8.467	247458	1.56
8.470	225096	1.41
8.473	202361	1.27
8.477	181650	1.14
8.480	161206	1.01
8.483	143348	0.90
8.487	130654	0.82
8.490	121647	0.76
8.493	115051	0.72
8.497	113059	0.71
8.500	112921	0.71
8.503	112917	0.71
8.507	113318	0.71
8.510	113740	0.71
8.513	113232	0.71
8.517	113000	0.71
8.520	113525	0.71
8.523	114827	0.72
8.527	116023	0.73
8.530	118706	0.75
8.533	121904	0.77
8.537	126181	0.79
8.540	130640	0.82
8.543	135950	0.85
8.547	142746	0.90
8.550	152027	0.96
8.553	164000	1.03
8.557	176316	1.11
8.560	188716	1.19
8.563	201628	1.27
8.567	216416	1.36
8.570	230350	1.45
8.573	240225	1.51
8.577	249800	1.57
8.580	259490	1.63
8.583	260645	1.64
8.587	257271	1.62
8.590	252174	1.58
8.593	244334	1.54
8.597	235870	1.48
8.600	229310	1.44
8.603	223807	1.41
8.607	217833	1.37
8.610	213812	1.34
8.613	213308	1.34
8.617	213849	1.34
8.620	216761	1.36
8.623	217800	1.37
8.627	219741	1.38
8.630	225049	1.41
8.633	234422	1.47
8.637	249694	1.57
8.640	273265	1.72
8.643	307284	1.93
8.647	352866	2.22
8.650	415060	2.61
8.653	498041	3.13
8.657	596275	3.75
8.660	702872	4.42
8.663	818440	5.14
8.667	929684	5.84
8.670	1020251	6.41
8.673	1098717	6.91
8.677	1169237	7.35
8.680	1220118	7.67
8.683	1238494	7.78
8.687	1227899	7.72
8.690	1205275	7.58
8.693	1167990	7.34
8.697	1103414	6.94
8.700	1020274	6.41
8.703	932659	5.86
8.707	848101	5.33
8.710	763329	4.80
8.713	670326	4.21
8.717	572853	3.60
8.720	480193	3.02
8.723	398316	2.50
8.727	327144	2.06
8.730	265646	1.67
8.733	213215	1.34
8.737	170711	1.07
8.740	139682	0.88
8.743	117706	0.74
8.747	101882	0.64
8.750	90275	0.57
8.753	81188	0.51
8.757	74744	0.47
8.760	71881	0.45
8.763	71797	0.45
8.767	72438	0.46
8.770	74767	0.47
8.773	78323	0.49
8.777	84089	0.53
8.780	90071	0.57
8.783	95781	0.60
8.787	103463	0.65
8.790	110919	0.70
8.793	117696	0.74
8.797	124203	0.78
8.800	129734	0.82
8.803	134722	0.85
8.807	139145	0.87
8.810	143172	0.90
8.813	147720	0.93
8.817	151340	0.95
8.820	155649	0.98
8.823	161831	1.02
8.827	167547	1.05
8.830	171507	1.08
8.833	174717	1.10
8.837	178934	1.12
8.840	184777	1.16
8.843	189486	1.19
8.847	192609	1.21
8.850	195140	1.23
8.853	198919	1.25
8.857	200853	1.26
8.860	200494	1.26
8.863	199765	1.26
8.867	203253	1.28
8.870	208681	1.31
8.873	215037	1.35
8.877	224097	1.41
8.880	235977	1.48
8.883	251225	1.58
8.887	267041	1.68
8.890	283045	1.78
8.893	299545	1.88
8.897	314572	1.98
8.900	326069	2.05
8.903	329920	2.07
8.907	327389	2.06
8.910	320737	2.02
8.913	309062	1.94
8.917	299556	1.88
8.920	295873	1.86
8.923	295246	1.86
8.927	295614	1.86
8.930	299582	1.88
8.933	304839	1.92
8.937	308434	1.94
8.940	307438	1.93
8.943	299242	1.88
8.947	286321	1.80
8.950	271878	1.71
8.953	253955	1.60
8.957	234514	1.47
8.960	214185	1.35
8.963	194466	1.22
8.967	177764	1.12
8.970	163857	1.03
8.973	153764	0.97
8.977	147375	0.93
8.980	143538	0.90
8.983	143569	0.90
8.987	149330	0.94
8.990	160238	1.01
8.993	179125	1.13
8.997	210176	1.32
9.000	253946	1.60
9.003	310429	1.95
9.007	379885	2.39
9.010	459882	2.89
9.013	551735	3.47
9.017	653545	4.11
9.020	752771	4.73
9.023	832089	5.23
9.027	885481	5.57
9.030	915475	5.75
9.033	922778	5.80
9.037	910664	5.72
9.040	872265	5.48
9.043	805201	5.06
9.047	724148	4.55
9.050	640929	4.03
9.053	558113	3.51
9.057	474867	2.98
9.060	395730	2.49
9.063	326741	2.05
9.067	269681	1.69
9.070	223334	1.40
9.073	185723	1.17
9.077	156038	0.98
9.080	132559	0.83
9.083	113786	0.72
9.087	97966	0.62
9.090	85450	0.54
9.093	76570	0.48
9.097	70045	0.44
9.100	64966	0.41
9.103	62116	0.39
9.107	59763	0.38
9.110	57227	0.36
9.113	56316	0.35
9.117	56032	0.35
9.120	56005	0.35
9.123	56318	0.35
9.127	56123	0.35
9.130	55820	0.35
9.133	56151	0.35
9.137	59228	0.37
9.140	61781	0.39
9.143	64900	0.41
9.147	72256	0.45
9.150	83278	0.52
9.153	97524	0.61
9.157	115524	0.73
9.160	137834	0.87
9.163	162485	1.02
9.167	188650	1.19
9.170	216642	1.36
9.173	244199	1.53
9.177	272302	1.71
9.180	303816	1.91
9.183	334913	2.10
9.187	361376	2.27
9.190	384391	2.42
9.193	407380	2.56
9.197	429597	2.70
9.200	444848	2.80
9.203	452749	2.85
9.207	454859	2.86
9.210	444913	2.80
9.213	425856	2.68
9.217	401489	2.52
9.220	369415	2.32
9.223	333606	2.10
9.227	296488	1.86
9.230	259155	1.63
9.233	224684	1.41
9.237	194301	1.22
9.240	167946	1.06
9.243	145101	0.91
9.247	125568	0.79
9.250	110401	0.69
9.253	100013	0.63
9.257	90666	0.57
9.260	84767	0.53
9.263	82067	0.52
9.267	81394	0.51
9.270	81389	0.51
9.273	82961	0.52
9.277	86400	0.54
9.280	90471	0.57
9.283	94062	0.59
9.287	97737	0.61
9.290	100795	0.63
9.293	103980	0.65
9.297	107100	0.67
9.300	110036	0.69
9.303	112462	0.71
9.307	115239	0.72
9.310	116740	0.73
9.313	119695	0.75
9.317	122322	0.77
9.320	123058	0.77
9.323	125771	0.79
9.327	131240	0.82
9.330	136857	0.86
9.333	141297	0.89
9.337	145281	0.91
9.340	149125	0.94
9.343	149623	0.94
9.347	149417	0.94
9.350	147820	0.93
9.353	144902	0.91
9.357	141312	0.89
9.360	136827	0.86
9.363	130949	0.82
9.367	125563	0.79
9.370	120261	0.76
9.373	115414	0.73
9.377	111952	0.70
9.380	109868	0.69
9.383	106957	0.67
9.387	102878	0.65
9.390	100288	0.63
9.393	100172	0.63
9.397	100106	0.63
9.400	100033	0.63
9.403	100383	0.63
9.407	103114	0.65
9.410	107098	0.67
9.413	112903	0.71
9.417	120110	0.75
9.420	126832	0.80
9.423	134970	0.85
9.427	141515	0.89
9.430	145205	0.91
9.433	147321	0.93
9.437	147241	0.93
9.440	145503	0.91
9.443	143579	0.90
9.447	139415	0.88
9.450	132524	0.83
9.453	125546	0.79
9.457	120102	0.75
9.460	115551	0.73
9.463	112118	0.70
9.467	111763	0.70
9.470	111912	0.70
9.473	115168	0.72
9.477	120348	0.76
9.480	126905	0.80
9.483	132481	0.83
9.487	137885	0.87
9.490	141948	0.89
9.493	142847	0.90
9.497	142063	0.89
9.500	139351	0.88
9.503	134048	0.84
9.507	127031	0.80
9.510	119896	0.75
9.513	111888	0.70
9.517	104294	0.66
9.520	95980	0.60
9.523	87412	0.55
9.527	81330	0.51
9.530	76798	0.48
9.533	72964	0.46
9.537	72528	0.46
9.540	73199	0.46
9.543	75303	0.47
9.547	77171	0.49
9.550	81322	0.51
9.553	85108	0.53
9.557	89016	0.56
9.560	93542	0.59
9.563	98294	0.62
9.567	100332	0.63
9.570	100680	0.63
9.573	101040	0.64
9.577	100352	0.63
9.580	98159	0.62
9.583	96134	0.60
9.587	93351	0.59
9.590	89222	0.56
9.593	86318	0.54
9.597	83875	0.53
9.600	82097	0.52
9.603	84163	0.53
9.607	89240	0.56
9.610	98194	0.62
9.613	115375	0.73
9.617	146622	0.92
9.620	194866	1.22
9.623	266495	1.67
9.627	370684	2.33
9.630	511345	3.21
9.633	694492	4.36
9.637	928270	5.83
9.640	1203470	7.56
9.643	1516583	9.53
9.647	1872336	11.77
9.650	2234209	14.04
9.653	2549278	16.02
9.657	2813495	17.68
9.660	3037616	19.09
9.663	3204190	20.14
9.667	3304783	20.77
9.670	3315466	20.84
9.673	3203325	20.13
9.677	2994314	18.82
9.680	2744234	17.25
9.683	2484499	15.62
9.687	2202180	13.84
9.690	1895245	11.91
9.693	1604002	10.08
9.697	1347936	8.47
9.700	1124220	7.07
9.703	940117	5.91
9.707	787964	4.95
9.710	657231	4.13
9.713	553943	3.48
9.717	471510	2.96
9.720	397180	2.50
9.723	331611	2.08
9.727	278276	1.75
9.730	236899	1.49
9.733	204343	1.28
9.737	176490	1.11
9.740	153067	0.96
9.743	135104	0.85
9.747	121242	0.76
9.750	110085	0.69
9.753	101436	0.64
9.757	93696	0.59
9.760	87745	0.55
9.763	83030	0.52
9.767	80589	0.51
9.770	79905	0.50
9.773	79939	0.50
9.777	79977	0.50
9.780	79728	0.50
9.783	79790	0.50
9.787	80478	0.51
9.790	82179	0.52
9.793	84712	0.53
9.797	87861	0.55
9.800	90315	0.57
9.803	91808	0.58
9.807	93716	0.59
9.810	93903	0.59
9.813	95076	0.60
9.817	98945	0.62
9.820	102777	0.65
9.823	108851	0.68
9.827	118099	0.74
9.830	129045	0.81
9.833	141141	0.89
9.837	155730	0.98
9.840	174438	1.10
9.843	197389	1.24
9.847	224650	1.41
9.850	258296	1.62
9.853	300915	1.89
9.857	355656	2.24
9.860	427271	2.69
9.863	522742	3.29
9.867	650463	4.09
9.870	816142	5.13
9.873	1023833	6.43
9.877	1282713	8.06
9.880	1607660	10.10
9.883	2018789	12.69
9.887	2517727	15.82
9.890	3089682	19.42
9.893	3740098	23.51
9.897	4440876	27.91
9.900	5125703	32.22
9.903	5794908	36.42
9.907	6474316	40.69
9.910	7127897	44.80
9.913	7721338	48.53
9.917	8224676	51.69
9.920	8624358	54.20
9.923	8939759	56.19
9.927	9162015	57.58
9.930	9193057	57.78
9.933	8979860	56.44
9.937	8520065	53.55
9.940	7813437	49.11
9.943	6882080	43.25
9.947	5825428	36.61
9.950	4738608	29.78
9.953	3729445	23.44
9.957	2863868	18.00
9.960	2154622	13.54
9.963	1605187	10.09
9.967	1196139	7.52
9.970	906445	5.70
9.973	721990	4.54
9.977	624274	3.92
9.980	604831	3.80
9.983	665148	4.18
9.987	813718	5.11
9.990	1047976	6.59
9.993	1369018	8.60
9.997	1782922	11.21
10.000	2260096	14.20
10.003	2777320	17.46
10.007	3347393	21.04
10.010	3933350	24.72
10.013	4458499	28.02
10.017	4893070	30.75
10.020	5244362	32.96
10.023	5457630	34.30
10.027	5509979	34.63
10.030	5440125	34.19
10.033	5184814	32.59
10.037	4801737	30.18
10.040	4409810	27.72
10.043	3938790	24.76
10.047	3372852	21.20
10.050	2842285	17.86
10.053	2441622	15.35
10.057	2140369	13.45
10.060	1884885	11.85
10.063	1672470	10.51
10.067	1498692	9.42
10.070	1339568	8.42
10.073	1176422	7.39
10.077	1014955	6.38
10.080	866297	5.44
10.083	722633	4.54
10.087	588469	3.70
10.090	479506	3.01
10.093	395830	2.49
10.097	334210	2.10
10.100	294283	1.85
10.103	274449	1.72
10.107	269323	1.69
10.110	270346	1.70
10.113	274430	1.72
10.117	279097	1.75
10.120	285276	1.79
10.123	289065	1.82
10.127	289574	1.82
10.130	287278	1.81
10.133	278781	1.75
10.137	267652	1.68
10.140	260969	1.64
10.143	267637	1.68
10.147	296956	1.87
10.150	359513	2.26
10.153	468717	2.95
10.157	637689	4.01
10.160	875343	5.50
10.163	1183983	7.44
10.167	1563362	9.83
10.170	2018052	12.68
10.173	2534608	15.93
10.177	3090636	19.42
10.180	3643989	22.90
10.183	4161650	26.16
10.187	4641906	29.17
10.190	5025004	31.58
10.193	5270829	33.13
10.197	5386007	33.85
10.200	5323243	33.46
10.203	5095339	32.02
10.207	4728602	29.72
10.210	4210159	26.46
10.213	3593782	22.59
10.217	2942077	18.49
10.220	2312729	14.54
10.223	1778033	11.18
10.227	1366834	8.59
10.230	1084512	6.82
10.233	920800	5.79
10.237	849586	5.34
10.240	848802	5.33
10.243	901030	5.66
10.247	980577	6.16
10.250	1057942	6.65
10.253	1126165	7.08
10.257	1184281	7.44
10.260	1206508	7.58
10.263	1168725	7.35
10.267	1083778	6.81
10.270	976622	6.14
10.273	858975	5.40
10.277	734677	4.62
10.280	609638	3.83
10.283	496535	3.12
10.287	403321	2.53
10.290	328286	2.06
10.293	274485	1.73
10.297	240849	1.51
10.300	220599	1.39
10.303	207817	1.31
10.307	200722	1.26
10.310	199058	1.25
10.313	199969	1.26
10.317	203052	1.28
10.320	206361	1.30
10.323	210006	1.32
10.327	213882	1.34
10.330	216788	1.36
10.333	218096	1.37
10.337	220707	1.39
10.340	220808	1.39
10.343	217972	1.37
10.347	213866	1.34
10.350	210043	1.32
10.353	203660	1.28
10.357	194593	1.22
10.360	185368	1.17
10.363	176383	1.11
10.367	168377	1.06
10.370	162141	1.02
10.373	155691	0.98
10.377	149105	0.94
10.380	144099	0.91
10.383	142326	0.89
10.387	142456	0.90
10.390	144503	0.91
10.393	152042	0.96
10.397	168396	1.06
10.400	198483	1.25
10.403	248358	1.56
10.407	329625	2.07
10.410	456387	2.87
10.413	641328	4.03
10.417	902223	5.67
10.420	1251739	7.87
10.423	1689155	10.62
10.427	2183577	13.72
10.430	2721586	17.11
10.433	3273897	20.58
10.437	3815468	23.98
10.440	4309995	27.09
10.443	4665830	29.33
10.447	4887123	30.72
10.450	5037649	31.66
10.453	5066545	31.84
10.457	4896478	30.77
10.460	4573624	28.75
10.463	4132240	25.97
10.467	3563053	22.39
10.470	2927570	18.40
10.473	2320716	14.59
10.477	1775474	11.16
10.480	1318191	8.28
10.483	964238	6.06
10.487	702396	4.41
10.490	517227	3.25
10.493	391610	2.46
10.497	308763	1.94
10.500	253728	1.59
10.503	214045	1.35
10.507	184651	1.16
10.510	165528	1.04
10.513	152357	0.96
10.517	139567	0.88
10.520	127745	0.80
10.523	119641	0.75
10.527	114016	0.72
10.530	108675	0.68
10.533	103345	0.65
10.537	100176	0.63
10.540	97703	0.61
10.543	96116	0.60
10.547	94007	0.59
10.550	93845	0.59
10.553	93881	0.59
10.557	94355	0.59
10.560	96532	0.61
10.563	98834	0.62
10.567	100684	0.63
10.570	101367	0.64
10.573	102226	0.64
10.577	102366	0.64
10.580	101937	0.64
10.583	102008	0.64
10.587	101920	0.64
10.590	101148	0.64
10.593	100938	0.63
10.597	101693	0.64
10.600	102299	0.64
10.603	104772	0.66
10.607	109084	0.69
