[Header]
Data File Name	D:\助燃剂标准品检验\92#汽油\百分一92#汽-乙.qgd
Output Date	2018/4/17
Output Time	17:05:48

[MS Chromatogram]
m/z	1-1 TIC
Event Time(msec)	200
# of Points	9750
Start Time(min)	2.500
End Time(min)	34.997
Ret.Time	Absolute Intensity	Relative Intensity
14.720	1095187	6.88
14.723	1163046	7.31
14.727	1202146	7.56
14.730	1198223	7.53
14.733	1136389	7.14
14.737	1022028	6.42
14.740	880899	5.54
14.743	733746	4.61
14.747	594427	3.74
14.750	474355	2.98
14.753	381703	2.40
14.757	314218	1.97
14.760	265155	1.67
14.763	233491	1.47
14.767	215254	1.35
14.770	209134	1.31
14.773	219686	1.38
14.777	250344	1.57
14.780	304942	1.92
14.783	385649	2.42
14.787	489593	3.08
14.790	604868	3.80
14.793	710643	4.47
14.797	786971	4.95
14.800	817206	5.14
14.803	805752	5.06
14.807	771212	4.85
14.810	725253	4.56
14.813	680672	4.28
14.817	645895	4.06
14.820	622661	3.91
14.823	606426	3.81
14.827	589851	3.71
14.830	570288	3.58
14.833	548438	3.45
14.837	533006	3.35
14.840	525708	3.30
14.843	521961	3.28
14.847	525451	3.30
14.850	532995	3.35
14.853	540574	3.40
14.857	551989	3.47
14.860	569879	3.58
14.863	584990	3.68
14.867	588743	3.70
14.870	576791	3.63
14.873	545393	3.43
14.877	492249	3.09
14.880	428381	2.69
14.883	369223	2.32
14.887	322220	2.03
14.890	290204	1.82
14.893	283685	1.78
14.897	306738	1.93
14.900	355280	2.23
14.903	429005	2.70
14.907	517530	3.25
14.910	591098	3.72
14.913	626987	3.94
14.917	619983	3.90
14.920	573697	3.61
14.923	497275	3.13
14.927	406304	2.55
14.930	316398	1.99
14.933	241042	1.51
14.937	189445	1.19
14.940	160162	1.01
14.943	145233	0.91
14.947	142736	0.90
14.950	148127	0.93
14.953	155129	0.98
14.957	160281	1.01
14.960	161299	1.01
14.963	160946	1.01
14.967	160265	1.01
14.970	160808	1.01
14.973	167033	1.05
14.977	184179	1.16
14.980	217040	1.36
14.983	268700	1.69
14.987	340713	2.14
14.990	432908	2.72
14.993	536435	3.37
14.997	632572	3.98
15.000	711214	4.47
15.003	765184	4.81
15.007	772179	4.85
15.010	723801	4.55
15.013	637155	4.00
15.017	533871	3.36
15.020	431850	2.71
15.023	338750	2.13
15.027	263671	1.66
15.030	210534	1.32
15.033	174244	1.10
15.037	148159	0.93
15.040	130059	0.82
15.043	118909	0.75
15.047	111565	0.70
15.050	107314	0.67
15.053	105818	0.67
15.057	106076	0.67
15.060	109090	0.69
15.063	113822	0.72
15.067	121376	0.76
15.070	130010	0.82
15.073	136168	0.86
15.077	142794	0.90
15.080	149997	0.94
15.083	154985	0.97
15.087	158623	1.00
15.090	160381	1.01
15.093	160434	1.01
15.097	160179	1.01
15.100	160124	1.01
15.103	158467	1.00
15.107	155417	0.98
15.110	154304	0.97
15.113	151919	0.95
15.117	150908	0.95
15.120	151575	0.95
15.123	153413	0.96
15.127	154845	0.97
15.130	155122	0.97
15.133	154805	0.97
15.137	152801	0.96
15.140	150436	0.95
15.143	145566	0.91
15.147	137801	0.87
15.150	132399	0.83
15.153	130911	0.82
15.157	131131	0.82
15.160	134867	0.85
15.163	140350	0.88
15.167	147123	0.92
15.170	154561	0.97
15.173	161184	1.01
15.177	168819	1.06
15.180	178832	1.12
15.183	197826	1.24
15.187	229831	1.44
15.190	275329	1.73
15.193	332907	2.09
15.197	400546	2.52
15.200	469829	2.95
15.203	523222	3.29
15.207	552117	3.47
15.210	553081	3.48
15.213	527834	3.32
15.217	481407	3.03
15.220	424274	2.67
15.223	373102	2.34
15.227	337203	2.12
15.230	322876	2.03
15.233	334048	2.10
15.237	372881	2.34
15.240	443955	2.79
15.243	553243	3.48
15.247	714641	4.49
15.250	943469	5.93
15.253	1236759	7.77
15.257	1581312	9.94
15.260	1959570	12.32
15.263	2353979	14.79
15.267	2732472	17.17
15.270	3014437	18.95
15.273	3155448	19.83
15.277	3150434	19.80
15.280	2995269	18.83
15.283	2717475	17.08
15.287	2353963	14.79
15.290	1947528	12.24
15.293	1561333	9.81
15.297	1222193	7.68
15.300	949350	5.97
15.303	755369	4.75
15.307	619650	3.89
15.310	527774	3.32
15.313	466818	2.93
15.317	431307	2.71
15.320	422303	2.65
15.323	427530	2.69
15.327	436156	2.74
15.330	445989	2.80
15.333	450898	2.83
15.337	442523	2.78
15.340	420594	2.64
15.343	391023	2.46
15.347	357747	2.25
15.350	324062	2.04
15.353	292271	1.84
15.357	263916	1.66
15.360	240678	1.51
15.363	224635	1.41
15.367	215898	1.36
15.370	215072	1.35
15.373	226162	1.42
15.377	258240	1.62
15.380	314546	1.98
15.383	391622	2.46
15.387	485130	3.05
15.390	587697	3.69
15.393	684915	4.30
15.397	761288	4.78
15.400	810123	5.09
15.403	844258	5.31
15.407	870946	5.47
15.410	888623	5.59
15.413	909894	5.72
15.417	936957	5.89
15.420	975065	6.13
15.423	1036728	6.52
15.427	1112877	6.99
15.430	1192107	7.49
15.433	1275414	8.02
15.437	1353897	8.51
15.440	1419926	8.92
15.443	1448908	9.11
15.447	1406951	8.84
15.450	1290995	8.11
15.453	1116621	7.02
15.457	909239	5.71
15.460	701566	4.41
15.463	521254	3.28
15.467	379937	2.39
15.470	279222	1.75
15.473	217698	1.37
15.477	185950	1.17
15.480	169830	1.07
15.483	162995	1.02
15.487	160324	1.01
15.490	158610	1.00
15.493	156738	0.99
15.497	153335	0.96
15.500	148739	0.93
15.503	144846	0.91
15.507	141229	0.89
15.510	136577	0.86
15.513	132375	0.83
15.517	130313	0.82
15.520	130059	0.82
15.523	129007	0.81
15.527	128457	0.81
15.530	128324	0.81
15.533	125631	0.79
15.537	122771	0.77
15.540	120254	0.76
15.543	116560	0.73
15.547	112938	0.71
15.550	109666	0.69
15.553	105867	0.67
15.557	104010	0.65
15.560	104628	0.66
15.563	106365	0.67
15.567	109665	0.69
15.570	116573	0.73
15.573	128474	0.81
15.577	147176	0.93
15.580	175926	1.11
15.583	216295	1.36
15.587	266755	1.68
15.590	319143	2.01
15.593	365934	2.30
15.597	400788	2.52
15.600	417400	2.62
15.603	411991	2.59
15.607	385358	2.42
15.610	344716	2.17
15.613	299620	1.88
15.617	256385	1.61
15.620	221907	1.39
15.623	199279	1.25
15.627	186503	1.17
15.630	179747	1.13
15.633	177423	1.12
15.637	178381	1.12
15.640	182410	1.15
15.643	190260	1.20
15.647	205455	1.29
15.650	227565	1.43
15.653	252587	1.59
15.657	275948	1.73
15.660	291789	1.83
15.663	294639	1.85
15.667	280073	1.76
15.670	250741	1.58
15.673	213837	1.34
15.677	177014	1.11
15.680	144210	0.91
15.683	118911	0.75
15.687	102184	0.64
15.690	90591	0.57
15.693	83465	0.52
15.697	79394	0.50
15.700	78030	0.49
15.703	78092	0.49
15.707	79856	0.50
15.710	84148	0.53
15.713	90585	0.57
15.717	100205	0.63
15.720	113933	0.72
15.723	129251	0.81
15.727	146017	0.92
15.730	162194	1.02
15.733	174410	1.10
15.737	184377	1.16
15.740	191963	1.21
15.743	195591	1.23
15.747	195572	1.23
15.750	189968	1.19
15.753	179602	1.13
15.757	167007	1.05
15.760	153336	0.96
15.763	140172	0.88
15.767	130464	0.82
15.770	125564	0.79
15.773	126068	0.79
15.777	130734	0.82
15.780	138256	0.87
15.783	146184	0.92
15.787	150732	0.95
15.790	152940	0.96
15.793	154391	0.97
15.797	154284	0.97
15.800	151984	0.96
15.803	150002	0.94
15.807	147305	0.93
15.810	144649	0.91
15.813	141448	0.89
15.817	138440	0.87
15.820	134338	0.84
15.823	128610	0.81
15.827	122944	0.77
15.830	119831	0.75
15.833	116510	0.73
15.837	114506	0.72
15.840	114854	0.72
15.843	117000	0.74
15.847	122859	0.77
15.850	134358	0.84
15.853	153197	0.96
15.857	179665	1.13
15.860	211593	1.33
15.863	246026	1.55
15.867	276296	1.74
15.870	297880	1.87
15.873	306239	1.92
15.877	297523	1.87
15.880	275168	1.73
15.883	246102	1.55
15.887	217282	1.37
15.890	189896	1.19
15.893	167510	1.05
15.897	155168	0.98
15.900	150475	0.95
15.903	149895	0.94
15.907	151006	0.95
15.910	152559	0.96
15.913	151124	0.95
15.917	146976	0.92
15.920	140265	0.88
15.923	131688	0.83
15.927	120834	0.76
15.930	110515	0.69
15.933	101087	0.64
15.937	93664	0.59
15.940	90472	0.57
15.943	91694	0.58
15.947	94921	0.60
15.950	98387	0.62
15.953	101026	0.63
15.957	103803	0.65
15.960	104898	0.66
15.963	103756	0.65
15.967	101224	0.64
15.970	99955	0.63
15.973	98495	0.62
15.977	97494	0.61
15.980	96193	0.60
15.983	94953	0.60
15.987	94072	0.59
15.990	93280	0.59
15.993	92475	0.58
15.997	91927	0.58
16.000	91639	0.58
16.003	91721	0.58
16.007	94983	0.60
16.010	102863	0.65
16.013	113315	0.71
16.017	124618	0.78
16.020	137911	0.87
16.023	155725	0.98
16.027	179068	1.13
16.030	209084	1.31
16.033	246801	1.55
16.037	288200	1.81
16.040	327362	2.06
16.043	358656	2.25
16.047	377655	2.37
16.050	385813	2.42
16.053	382664	2.41
16.057	366997	2.31
16.060	343754	2.16
16.063	318053	2.00
16.067	296113	1.86
16.070	280880	1.77
16.073	269099	1.69
16.077	259662	1.63
16.080	248997	1.56
16.083	233469	1.47
16.087	215984	1.36
16.090	198567	1.25
16.093	182721	1.15
16.097	169894	1.07
16.100	160052	1.01
16.103	153168	0.96
16.107	148751	0.93
16.110	144486	0.91
16.113	140271	0.88
16.117	138104	0.87
16.120	136935	0.86
16.123	134331	0.84
16.127	131161	0.82
16.130	128129	0.81
16.133	124959	0.79
16.137	122556	0.77
16.140	120833	0.76
16.143	120108	0.75
16.147	120127	0.76
16.150	121139	0.76
16.153	122741	0.77
16.157	125648	0.79
16.160	128206	0.81
16.163	130227	0.82
16.167	130358	0.82
16.170	130380	0.82
16.173	130395	0.82
16.177	130082	0.82
16.180	127813	0.80
16.183	124773	0.78
16.187	122188	0.77
16.190	120707	0.76
16.193	120109	0.75
16.197	120046	0.75
16.200	121559	0.76
16.203	127252	0.80
16.207	135796	0.85
16.210	147006	0.92
16.213	159558	1.00
16.217	169564	1.07
16.220	172287	1.08
16.223	166987	1.05
16.227	156187	0.98
16.230	142695	0.90
16.233	130139	0.82
16.237	119997	0.75
16.240	111824	0.70
16.243	107938	0.68
16.247	108011	0.68
16.250	109799	0.69
16.253	113306	0.71
16.257	116592	0.73
16.260	116750	0.73
16.263	116577	0.73
16.267	113271	0.71
16.270	107834	0.68
16.273	99975	0.63
16.277	95369	0.60
16.280	92782	0.58
16.283	91244	0.57
16.287	92889	0.58
16.290	98502	0.62
16.293	105623	0.66
16.297	113007	0.71
16.300	119706	0.75
16.303	125203	0.79
16.307	128962	0.81
16.310	129010	0.81
16.313	128976	0.81
16.317	133492	0.84
16.320	148472	0.93
16.323	176184	1.11
16.327	215252	1.35
16.330	263324	1.66
16.333	314787	1.98
16.337	360404	2.27
16.340	391187	2.46
16.343	405971	2.55
16.347	401113	2.52
16.350	375249	2.36
16.353	332867	2.09
16.357	281817	1.77
16.360	231708	1.46
16.363	188975	1.19
16.367	154777	0.97
16.370	128958	0.81
16.373	112280	0.71
16.377	101568	0.64
16.380	95037	0.60
16.383	93118	0.59
16.387	94239	0.59
16.390	96161	0.60
16.393	99059	0.62
16.397	101401	0.64
16.400	104227	0.66
16.403	107003	0.67
16.407	110914	0.70
16.410	115374	0.73
16.413	118746	0.75
16.417	118883	0.75
16.420	118249	0.74
16.423	113903	0.72
16.427	106741	0.67
16.430	101492	0.64
16.433	99194	0.62
16.437	100396	0.63
16.440	104976	0.66
16.443	109899	0.69
16.447	113394	0.71
16.450	114605	0.72
16.453	113974	0.72
16.457	110914	0.70
16.460	107870	0.68
16.463	105970	0.67
16.467	104757	0.66
16.470	104428	0.66
16.473	106059	0.67
16.477	109823	0.69
16.480	113843	0.72
16.483	118212	0.74
16.487	121141	0.76
16.490	122812	0.77
16.493	127235	0.80
16.497	133363	0.84
16.500	138869	0.87
16.503	142613	0.90
16.507	144311	0.91
16.510	142233	0.89
16.513	135495	0.85
16.517	127694	0.80
16.520	120941	0.76
16.523	116271	0.73
16.527	116831	0.73
16.530	122841	0.77
16.533	133467	0.84
16.537	148807	0.94
16.540	165472	1.04
16.543	179472	1.13
16.547	188440	1.18
16.550	191136	1.20
16.553	188997	1.19
16.557	183523	1.15
16.560	174468	1.10
16.563	163123	1.03
16.567	150863	0.95
16.570	138827	0.87
16.573	127534	0.80
16.577	117819	0.74
16.580	109279	0.69
16.583	101881	0.64
16.587	97783	0.61
16.590	97746	0.61
16.593	101293	0.64
16.597	107291	0.67
16.600	114735	0.72
16.603	122748	0.77
16.607	129994	0.82
16.610	135303	0.85
16.613	138817	0.87
16.617	139272	0.88
16.620	138922	0.87
16.623	138872	0.87
16.627	138937	0.87
16.630	138926	0.87
16.633	140020	0.88
16.637	141321	0.89
16.640	140583	0.88
16.643	138076	0.87
16.647	130665	0.82
16.650	122757	0.77
16.653	114871	0.72
16.657	107258	0.67
16.660	101114	0.64
16.663	96207	0.60
16.667	92730	0.58
16.670	91539	0.58
16.673	91575	0.58
16.677	92778	0.58
16.680	93158	0.59
16.683	92768	0.58
16.687	92284	0.58
16.690	92615	0.58
16.693	92720	0.58
16.697	92481	0.58
16.700	91571	0.58
16.703	88606	0.56
16.707	85167	0.54
16.710	81836	0.51
16.713	78322	0.49
16.717	75440	0.47
16.720	72643	0.46
16.723	69814	0.44
16.727	68823	0.43
16.730	69635	0.44
16.733	72592	0.46
16.737	77969	0.49
16.740	85204	0.54
16.743	92744	0.58
16.747	99620	0.63
16.750	103629	0.65
16.753	106580	0.67
16.757	109687	0.69
16.760	110422	0.69
16.763	110093	0.69
16.767	109697	0.69
16.770	109888	0.69
16.773	110306	0.69
16.777	111506	0.70
16.780	113561	0.71
16.783	115026	0.72
16.787	118490	0.74
16.790	123838	0.78
16.793	132584	0.83
16.797	145486	0.91
16.800	159219	1.00
16.803	173344	1.09
16.807	190022	1.19
16.810	204101	1.28
16.813	208498	1.31
16.817	204364	1.28
16.820	192955	1.21
16.823	175478	1.10
16.827	153854	0.97
16.830	132511	0.83
16.833	117846	0.74
16.837	110421	0.69
16.840	107976	0.68
16.843	108785	0.68
16.847	114410	0.72
16.850	121278	0.76
16.853	124163	0.78
16.857	123508	0.78
16.860	120100	0.75
16.863	114411	0.72
16.867	106216	0.67
16.870	98114	0.62
16.873	92738	0.58
16.877	90637	0.57
16.880	90470	0.57
16.883	91077	0.57
16.887	93741	0.59
16.890	97486	0.61
16.893	99907	0.63
16.897	100921	0.63
16.900	101315	0.64
16.903	101790	0.64
16.907	101780	0.64
16.910	100850	0.63
16.913	99757	0.63
16.917	99506	0.63
16.920	99810	0.63
16.923	100850	0.63
16.927	101094	0.64
16.930	100318	0.63
16.933	99587	0.63
16.937	97301	0.61
16.940	91481	0.57
16.943	84698	0.53
16.947	79670	0.50
16.950	75294	0.47
16.953	72693	0.46
16.957	70504	0.44
16.960	68164	0.43
16.963	67930	0.43
16.967	68121	0.43
16.970	70316	0.44
16.973	72287	0.45
16.977	74417	0.47
16.980	77046	0.48
16.983	79883	0.50
16.987	82815	0.52
16.990	83766	0.53
16.993	82940	0.52
16.997	81841	0.51
17.000	81887	0.51
17.003	82047	0.52
17.007	83212	0.52
17.010	87711	0.55
17.013	92298	0.58
17.017	95770	0.60
17.020	97324	0.61
17.023	97882	0.62
17.027	96595	0.61
17.030	92832	0.58
17.033	90109	0.57
17.037	86666	0.54
17.040	83406	0.52
17.043	81362	0.51
17.047	79399	0.50
17.050	79360	0.50
17.053	81242	0.51
17.057	86574	0.54
17.060	95846	0.60
17.063	107803	0.68
17.067	121288	0.76
17.070	132474	0.83
17.073	139341	0.88
17.077	139346	0.88
17.080	131130	0.82
17.083	117676	0.74
17.087	103060	0.65
17.090	88199	0.55
17.093	75630	0.48
17.097	67188	0.42
17.100	61673	0.39
17.103	57973	0.36
17.107	55367	0.35
17.110	54497	0.34
17.113	54031	0.34
17.117	54597	0.34
17.120	58374	0.37
17.123	67091	0.42
17.127	82688	0.52
17.130	110229	0.69
17.133	152259	0.96
17.137	212023	1.33
17.140	287326	1.81
17.143	367700	2.31
17.147	439282	2.76
17.150	490973	3.09
17.153	517681	3.25
17.157	520352	3.27
17.160	497517	3.13
17.163	451899	2.84
17.167	395801	2.49
17.170	340941	2.14
17.173	290039	1.82
17.177	242293	1.52
17.180	199577	1.25
17.183	166116	1.04
17.187	141044	0.89
17.190	122742	0.77
17.193	110733	0.70
17.197	102744	0.65
17.200	96587	0.61
17.203	92641	0.58
17.207	88786	0.56
17.210	84658	0.53
17.213	81297	0.51
17.217	80335	0.50
17.220	78277	0.49
17.223	75585	0.48
17.227	74986	0.47
17.230	73387	0.46
17.233	70688	0.44
17.237	68641	0.43
17.240	65306	0.41
17.243	61056	0.38
17.247	60039	0.38
17.250	59393	0.37
17.253	58916	0.37
17.257	59092	0.37
17.260	58804	0.37
17.263	58734	0.37
17.267	59168	0.37
17.270	59377	0.37
17.273	58907	0.37
17.277	58747	0.37
17.280	59421	0.37
17.283	59864	0.38
17.287	59671	0.38
17.290	59861	0.38
17.293	59737	0.38
17.297	59519	0.37
17.300	60209	0.38
17.303	60245	0.38
17.307	59291	0.37
17.310	59905	0.38
17.313	60161	0.38
17.317	59512	0.37
17.320	58997	0.37
17.323	58630	0.37
17.327	55639	0.35
17.330	54000	0.34
17.333	53808	0.34
17.337	53184	0.33
17.340	52851	0.33
17.343	53900	0.34
17.347	54156	0.34
17.350	54028	0.34
17.353	54156	0.34
17.357	54145	0.34
17.360	54073	0.34
17.363	55767	0.35
17.367	60034	0.38
17.370	68060	0.43
17.373	81458	0.51
17.377	101558	0.64
17.380	128635	0.81
17.383	162071	1.02
17.387	196949	1.24
17.390	227857	1.43
17.393	252273	1.59
17.397	268638	1.69
17.400	272488	1.71
17.403	261614	1.64
17.407	240819	1.51
17.410	215462	1.35
17.413	189606	1.19
17.417	167555	1.05
17.420	149775	0.94
17.423	133838	0.84
17.427	120925	0.76
17.430	112515	0.71
17.433	106324	0.67
17.437	100359	0.63
17.440	95766	0.60
17.443	92708	0.58
17.447	90011	0.57
17.450	87661	0.55
17.453	84502	0.53
17.457	83013	0.52
17.460	81308	0.51
17.463	78932	0.50
17.467	77508	0.49
17.470	76446	0.48
17.473	75953	0.48
17.477	75222	0.47
17.480	74529	0.47
17.483	74267	0.47
17.487	74530	0.47
17.490	76205	0.48
17.493	79069	0.50
17.497	81405	0.51
17.500	82277	0.52
17.503	83163	0.52
17.507	83533	0.53
17.510	83256	0.52
17.513	82232	0.52
17.517	79762	0.50
17.520	76753	0.48
17.523	74309	0.47
17.527	73458	0.46
17.530	73124	0.46
17.533	74036	0.47
17.537	75988	0.48
17.540	78346	0.49
17.543	81954	0.52
17.547	85730	0.54
17.550	88495	0.56
17.553	89095	0.56
17.557	88946	0.56
17.560	88230	0.55
17.563	85701	0.54
17.567	83093	0.52
17.570	79486	0.50
17.573	75137	0.47
17.577	71477	0.45
17.580	68498	0.43
17.583	67073	0.42
17.587	65214	0.41
17.590	64670	0.41
17.593	64409	0.40
17.597	63993	0.40
17.600	64203	0.40
17.603	64273	0.40
17.607	62867	0.40
17.610	61122	0.38
17.613	60916	0.38
17.617	60862	0.38
17.620	60542	0.38
17.623	60697	0.38
17.627	60573	0.38
17.630	59688	0.38
17.633	58972	0.37
17.637	58914	0.37
17.640	58660	0.37
17.643	58673	0.37
17.647	59316	0.37
17.650	60364	0.38
17.653	60949	0.38
17.657	61958	0.39
17.660	62621	0.39
17.663	62961	0.40
17.667	62700	0.39
17.670	61275	0.39
17.673	60722	0.38
17.677	60686	0.38
17.680	60825	0.38
17.683	61034	0.38
17.687	61201	0.38
17.690	61396	0.39
17.693	61852	0.39
17.697	62642	0.39
17.700	63983	0.40
17.703	66915	0.42
17.707	71079	0.45
17.710	74795	0.47
17.713	78949	0.50
17.717	82988	0.52
17.720	86905	0.55
17.723	88717	0.56
17.727	89041	0.56
17.730	89096	0.56
17.733	88257	0.55
17.737	85861	0.54
17.740	83265	0.52
17.743	82592	0.52
17.747	79997	0.50
17.750	76982	0.48
17.753	74416	0.47
17.757	71240	0.45
17.760	68129	0.43
17.763	66279	0.42
17.767	63796	0.40
17.770	62402	0.39
17.773	62135	0.39
17.777	61121	0.38
17.780	59130	0.37
17.783	58845	0.37
17.787	59546	0.37
17.790	60224	0.38
17.793	60280	0.38
17.797	61377	0.39
17.800	62108	0.39
17.803	62743	0.39
17.807	63963	0.40
17.810	63049	0.40
17.813	62090	0.39
17.817	61973	0.39
17.820	60708	0.38
17.823	59224	0.37
17.827	58765	0.37
17.830	57257	0.36
17.833	57139	0.36
17.837	58707	0.37
17.840	58832	0.37
17.843	59169	0.37
17.847	61976	0.39
17.850	64152	0.40
17.853	64537	0.41
17.857	64900	0.41
17.860	66749	0.42
17.863	67231	0.42
17.867	67216	0.42
17.870	66891	0.42
17.873	66522	0.42
17.877	64610	0.41
17.880	62322	0.39
17.883	61239	0.38
17.887	60591	0.38
17.890	59812	0.38
17.893	59189	0.37
17.897	58992	0.37
17.900	58792	0.37
17.903	58739	0.37
17.907	59094	0.37
17.910	59216	0.37
17.913	59128	0.37
17.917	59080	0.37
17.920	59375	0.37
17.923	62539	0.39
17.927	66424	0.42
17.930	68270	0.43
17.933	71207	0.45
17.937	74647	0.47
17.940	76438	0.48
17.943	78634	0.49
17.947	81072	0.51
17.950	81745	0.51
17.953	81053	0.51
17.957	78635	0.49
17.960	75222	0.47
17.963	71215	0.45
17.967	68256	0.43
17.970	66275	0.42
17.973	63471	0.40
17.977	61230	0.38
17.980	58822	0.37
17.983	56662	0.36
17.987	56514	0.36
17.990	56500	0.36
17.993	56492	0.36
17.997	57281	0.36
18.000	58782	0.37
18.003	58550	0.37
18.007	58254	0.37
18.010	59057	0.37
18.013	59254	0.37
18.017	58332	0.37
18.020	58015	0.36
18.023	58548	0.37
18.027	57299	0.36
18.030	56198	0.35
18.033	55933	0.35
18.037	55969	0.35
18.040	56209	0.35
18.043	56662	0.36
18.047	56787	0.36
18.050	56612	0.36
18.053	56935	0.36
18.057	56938	0.36
18.060	56813	0.36
18.063	57178	0.36
18.067	57121	0.36
18.070	56386	0.35
18.073	55069	0.35
18.077	52967	0.33
18.080	51128	0.32
18.083	49575	0.31
18.087	48605	0.31
18.090	48253	0.30
18.093	48732	0.31
18.097	49768	0.31
18.100	50796	0.32
18.103	50971	0.32
18.107	51422	0.32
18.110	52385	0.33
18.113	52947	0.33
18.117	53650	0.34
18.120	54427	0.34
18.123	54565	0.34
18.127	54787	0.34
18.130	54702	0.34
18.133	53798	0.34
18.137	52771	0.33
18.140	51494	0.32
18.143	51169	0.32
18.147	50816	0.32
18.150	49513	0.31
18.153	48393	0.30
18.157	48047	0.30
18.160	48272	0.30
18.163	47725	0.30
18.167	47039	0.30
18.170	46923	0.29
18.173	46953	0.30
18.177	46906	0.29
18.180	46965	0.30
18.183	46844	0.29
18.187	46913	0.29
18.190	47349	0.30
18.193	47232	0.30
18.197	46798	0.29
18.200	46778	0.29
18.203	46981	0.30
18.207	47001	0.30
18.210	47175	0.30
18.213	47272	0.30
18.217	47145	0.30
18.220	47266	0.30
18.223	47404	0.30
18.227	47339	0.30
18.230	47774	0.30
18.233	47445	0.30
18.237	47129	0.30
18.240	47234	0.30
18.243	48008	0.30
18.247	48262	0.30
18.250	47537	0.30
18.253	47295	0.30
18.257	48115	0.30
18.260	48762	0.31
18.263	49084	0.31
18.267	49618	0.31
18.270	49844	0.31
18.273	49395	0.31
18.277	49096	0.31
18.280	49426	0.31
18.283	48881	0.31
18.287	48692	0.31
18.290	49783	0.31
18.293	50090	0.31
18.297	48846	0.31
18.300	48261	0.30
18.303	48035	0.30
18.307	45979	0.29
18.310	44095	0.28
18.313	42978	0.27
18.317	41669	0.26
18.320	41048	0.26
18.323	41157	0.26
18.327	41420	0.26
18.330	41818	0.26
18.333	42386	0.27
18.337	42707	0.27
18.340	42990	0.27
18.343	43066	0.27
18.347	43199	0.27
18.350	43132	0.27
18.353	42806	0.27
18.357	42112	0.26
18.360	42062	0.26
18.363	43360	0.27
18.367	44682	0.28
18.370	44372	0.28
18.373	44194	0.28
18.377	44912	0.28
18.380	46949	0.30
18.383	48947	0.31
18.387	50361	0.32
18.390	51390	0.32
18.393	52505	0.33
18.397	54190	0.34
18.400	54720	0.34
18.403	54580	0.34
18.407	53578	0.34
18.410	51889	0.33
18.413	49798	0.31
18.417	48150	0.30
18.420	46674	0.29
18.423	44759	0.28
18.427	44411	0.28
18.430	44521	0.28
18.433	44663	0.28
18.437	44469	0.28
18.440	43941	0.28
18.443	44207	0.28
18.447	44661	0.28
18.450	44719	0.28
18.453	45613	0.29
18.457	46654	0.29
18.460	46936	0.29
18.463	47673	0.30
18.467	48540	0.31
18.470	49897	0.31
18.473	51103	0.32
18.477	51960	0.33
18.480	53016	0.33
18.483	54645	0.34
18.487	55984	0.35
18.490	56344	0.35
18.493	56963	0.36
18.497	57654	0.36
18.500	57601	0.36
18.503	57734	0.36
18.507	57871	0.36
18.510	57877	0.36
18.513	57909	0.36
18.517	57927	0.36
18.520	57836	0.36
18.523	57068	0.36
18.527	56789	0.36
18.530	57018	0.36
18.533	56394	0.35
18.537	55276	0.35
18.540	54374	0.34
18.543	52175	0.33
18.547	50794	0.32
18.550	50775	0.32
18.553	50497	0.32
18.557	49919	0.31
18.560	50215	0.32
18.563	50537	0.32
18.567	50599	0.32
18.570	50698	0.32
18.573	50802	0.32
18.577	50856	0.32
18.580	51665	0.32
18.583	54352	0.34
18.587	56436	0.35
18.590	57617	0.36
18.593	59109	0.37
18.597	61708	0.39
18.600	64559	0.41
18.603	67671	0.43
18.607	70307	0.44
18.610	71852	0.45
18.613	74626	0.47
18.617	74780	0.47
18.620	73291	0.46
18.623	71572	0.45
18.627	68701	0.43
18.630	66591	0.42
18.633	64653	0.41
18.637	62234	0.39
18.640	59617	0.37
18.643	58089	0.37
18.647	57290	0.36
18.650	55566	0.35
18.653	53520	0.34
18.657	50870	0.32
18.660	49040	0.31
18.663	48433	0.30
18.667	48337	0.30
18.670	47919	0.30
18.673	46997	0.30
18.677	45534	0.29
18.680	45132	0.28
18.683	45063	0.28
18.687	45039	0.28
18.690	44837	0.28
18.693	44522	0.28
18.697	44250	0.28
18.700	43879	0.28
18.703	43361	0.27
18.707	43189	0.27
18.710	42970	0.27
18.713	41301	0.26
18.717	41045	0.26
18.720	41059	0.26
18.723	40826	0.26
18.727	40841	0.26
18.730	41139	0.26
18.733	40978	0.26
18.737	40734	0.26
18.740	41029	0.26
18.743	41246	0.26
18.747	41060	0.26
18.750	41109	0.26
18.753	41641	0.26
18.757	43380	0.27
18.760	45190	0.28
18.763	48824	0.31
18.767	54065	0.34
18.770	59665	0.38
18.773	64521	0.41
18.777	67910	0.43
18.780	70902	0.45
18.783	73167	0.46
18.787	74271	0.47
18.790	74657	0.47
18.793	76289	0.48
18.797	78666	0.49
18.800	80297	0.50
18.803	81452	0.51
18.807	84429	0.53
18.810	85734	0.54
18.813	85311	0.54
18.817	83947	0.53
18.820	82610	0.52
18.823	80267	0.50
18.827	78271	0.49
18.830	74482	0.47
18.833	70729	0.44
18.837	67256	0.42
18.840	64418	0.40
18.843	62349	0.39
18.847	59712	0.38
18.850	57106	0.36
18.853	55554	0.35
18.857	53742	0.34
18.860	52629	0.33
18.863	51885	0.33
18.867	50884	0.32
18.870	48954	0.31
18.873	47569	0.30
18.877	45943	0.29
18.880	44788	0.28
18.883	44434	0.28
18.887	44441	0.28
18.890	45057	0.28
18.893	45372	0.29
18.897	45254	0.28
18.900	46267	0.29
