x                   	y                   
-------------------------------
0.0001666667        	0                   
0.001666667         	0                   
0.003166667         	0                   
0.0055              	0                   
0.007183333         	0                   
0.00885             	0                   
0.01118333          	0                   
0.01301667          	0                   
0.01468333          	0                   
0.01618333          	0                   
0.0177              	0                   
0.01953333          	0                   
0.02103333          	0                   
0.02253333          	0                   
0.02403333          	0                   
0.02553333          	0                   
0.0272              	0                   
0.0287              	0                   
0.03055             	0                   
0.03238333          	0                   
0.03538333          	0                   
0.03688333          	0                   
0.03921667          	0                   
0.04123333          	0                   
0.04273333          	0                   
0.0444              	0                   
0.04606667          	0                   
0.04773333          	0                   
0.04923333          	0                   
0.05206667          	0                   
0.05358334          	0                   
0.05508333          	0                   
0.05675             	0                   
0.05841667          	0                   
0.06058333          	0                   
0.06208333          	0                   
0.06393334          	0                   
0.0656              	0                   
0.0671              	0                   
0.06893333          	0                   
0.07043333          	0                   
0.07226667          	0                   
0.07393333          	0                   
0.07543334          	0                   
0.07711667          	0                   
0.07928333          	0                   
0.08078333          	0                   
0.08311667          	0                   
0.08461667          	0                   
0.08645             	0                   
0.08796667          	0                   
0.08946667          	0                   
0.09096666          	0                   
0.09296667          	0                   
0.09446666          	0                   
0.0963              	0                   
0.0978              	0                   
0.09931666          	0                   
0.1014833           	0                   
0.1029833           	0                   
0.1048167           	0                   
0.1074833           	0                   
0.1093167           	0                   
0.1113333           	0                   
0.1133333           	0                   
0.115               	0                   
0.1165              	0                   
0.1185              	0                   
0.12                	0                   
0.1216667           	0                   
0.1235167           	0                   
0.1250167           	0                   
0.12685             	0                   
0.12835             	0                   
0.13135             	0                   
0.1331833           	0                   
0.1347              	0                   
0.1363667           	0                   
0.1380333           	0                   
0.1398667           	0                   
0.1413667           	0                   
0.1428667           	0                   
0.1443667           	0                   
0.1462167           	0                   
0.1477167           	0                   
0.14955             	0                   
0.15105             	0                   
0.15255             	0                   
0.1548833           	0                   
0.1563833           	0                   
0.1579              	0                   
0.1599              	0                   
0.1617333           	0                   
0.1632333           	0                   
0.1650667           	0                   
0.1669              	0                   
0.1689167           	0                   
0.1704167           	0                   
0.1720833           	0                   
0.1735833           	0                   
0.1750833           	0                   
0.1769167           	0                   
0.1784167           	0                   
0.1799333           	0                   
0.1814333           	0                   
0.1832667           	0                   
0.1849333           	0                   
0.1871              	0                   
0.1886              	0                   
0.1904333           	0                   
0.1921167           	0                   
0.1936167           	0                   
0.1952833           	0                   
0.1967833           	0                   
0.19995             	0                   
0.2016167           	0                   
0.2031333           	0                   
0.2049667           	0                   
0.2068              	0                   
0.2083              	0                   
0.2098              	0                   
0.2113              	0                   
0.2128              	0                   
0.2144667           	0                   
0.21615             	0                   
0.2184833           	0                   
0.22115             	0                   
0.22265             	0                   
0.2244833           	0                   
0.2259833           	0                   
0.2276667           	0                   
0.2296667           	0                   
0.2311667           	0                   
0.2331667           	0                   
0.235               	0                   
0.237               	0                   
0.2395167           	0                   
0.2411833           	0                   
0.2426833           	0                   
0.2445167           	0                   
0.2460167           	0                   
0.2475167           	0                   
0.2491833           	0                   
0.2513667           	0                   
0.2528667           	0                   
0.2543667           	0                   
0.2560333           	0                   
0.2587              	0                   
0.2602              	0                   
0.2618833           	0                   
0.2638833           	0                   
0.2653833           	0                   
0.2668833           	0                   
0.2683833           	0                   
0.27005             	0                   
0.2718833           	0                   
0.2749              	0                   
0.2764              	0                   
0.2780667           	0                   
0.2795667           	0                   
0.2814              	0                   
0.2829              	0                   
0.2844167           	0                   
0.2859167           	0                   
0.28775             	0                   
0.2904167           	0                   
0.2919167           	0                   
0.2935833           	0                   
0.2950833           	0                   
0.2966              	0                   
0.2981              	0                   
0.2996              	0                   
0.3011              	0                   
0.3031              	0                   
0.3046              	0                   
0.3062667           	0                   
0.30795             	0                   
0.3097833           	0                   
0.3112833           	0                   
0.3131167           	0                   
0.31495             	0                   
0.31645             	0                   
0.31795             	0                   
0.3204667           	0                   
0.3219667           	0                   
0.3234667           	0                   
0.3249667           	0                   
0.3264667           	0                   
0.3283              	0                   
0.3301333           	0                   
0.33165             	0                   
0.3334833           	0                   
0.3363167           	0                   
0.3378167           	0                   
0.33965             	0                   
0.34165             	0                   
0.3436667           	0                   
0.3455              	0                   
0.347               	0                   
0.3491667           	0                   
0.3506667           	0                   
0.3533333           	0                   
0.35535             	0                   
0.3571833           	0                   
0.3586833           	0                   
0.36035             	0                   
0.3626833           	0                   
0.3646833           	0                   
0.3662              	0                   
0.3678667           	0                   
0.3693667           	0                   
0.3708667           	0                   
0.3723667           	0                   
0.3738667           	0                   
0.3757              	0                   
0.37755             	0                   
0.3802167           	0                   
0.3817167           	0                   
0.3832167           	0                   
0.3848833           	0                   
0.3868833           	0                   
0.3883833           	0                   
0.3899              	0                   
0.3914              	0                   
0.3929              	0                   
0.3957333           	0                   
0.3972333           	0                   
0.3987333           	0                   
0.4005833           	0                   
0.4024167           	0                   
0.4040833           	0                   
0.4055833           	0                   
0.4070833           	0                   
0.4109167           	0                   
0.4127667           	0                   
0.4142667           	0                   
0.4157667           	0                   
0.4189333           	0                   
0.4204333           	0                   
0.4221              	0                   
0.4236167           	0                   
0.4252833           	0                   
0.4267833           	0                   
0.4282833           	0                   
0.4297833           	0                   
0.4316167           	0                   
0.43395             	0                   
0.4354667           	0                   
0.4371333           	0                   
0.4386333           	0                   
0.4401333           	0                   
0.4416333           	0                   
0.4433              	0                   
0.4449667           	0                   
0.4468167           	0                   
0.4499833           	0                   
0.4518167           	0                   
0.4533167           	0                   
0.4549833           	0                   
0.4564833           	0                   
0.458               	0                   
0.4601667           	0                   
0.4616667           	0                   
0.4633333           	0                   
0.4653333           	0                   
0.4668333           	0                   
0.4683333           	0                   
0.4701833           	0                   
0.47185             	0                   
0.47335             	0                   
0.4761833           	0                   
0.47785             	0                   
0.4795167           	0                   
0.4813667           	0                   
0.4832              	0                   
0.4847              	0                   
0.4862              	0                   
0.4878667           	0                   
0.4895333           	0                   
0.4910333           	0                   
0.4928833           	0                   
0.4943833           	0                   
0.49605             	0                   
0.4977167           	0                   
0.4992167           	0                   
0.50105             	0                   
0.50405             	0                   
0.5059              	0                   
0.5074              	0                   
0.5092334           	0                   
0.5110667           	0                   
0.5125667           	0                   
0.5150667           	0                   
0.5165833           	0                   
0.51825             	0                   
0.51975             	0                   
0.5215833           	0                   
0.52325             	0                   
0.52475             	0                   
0.5264167           	0                   
0.5279334           	0                   
0.5296              	0                   
0.5311              	0                   
0.5326              	0                   
0.5354334           	0                   
0.5369334           	0                   
0.5384333           	0                   
0.53995             	0                   
0.5416167           	0                   
0.54345             	0                   
0.54495             	0                   
0.54695             	0                   
0.54845             	0                   
0.5501167           	0                   
0.5516334           	0                   
0.5533              	0                   
0.5548              	0                   
0.5564666           	0                   
0.5581333           	0                   
0.5598              	0                   
0.5613              	0                   
0.5629833           	0                   
0.5644833           	0                   
0.5663167           	0                   
0.5684834           	0                   
0.5699833           	0                   
0.57165             	0                   
0.57315             	0                   
0.5748333           	0                   
0.5766667           	0                   
0.5785              	0                   
0.5803334           	0                   
0.5818334           	0                   
0.585               	0                   
0.5865167           	0                   
0.58835             	0                   
0.58985             	0                   
0.59135             	0                   
0.59285             	0                   
0.59435             	0                   
0.59585             	0                   
0.5975333           	0                   
0.5990334           	0                   
0.6008667           	0                   
0.6040334           	0                   
0.6055334           	0                   
0.6070333           	0                   
0.60905             	0                   
0.6112167           	0                   
0.61305             	0                   
0.6147166           	0                   
0.6162167           	0                   
0.61805             	0                   
0.6217333           	0                   
0.6235667           	0                   
0.6250666           	0                   
0.6265666           	0                   
0.6280667           	0                   
0.6297333           	0                   
0.6325833           	0                   
0.6345834           	0                   
0.6365833           	0                   
0.63825             	0                   
0.6399167           	0                   
0.6414167           	0                   
0.6434333           	0                   
0.6454333           	0                   
0.6472667           	0                   
0.6491              	0                   
0.6517667           	0                   
0.6534333           	0                   
0.6551167           	0                   
0.65695             	0                   
0.65845             	0                   
0.65995             	0                   
0.66145             	0                   
0.66395             	0                   
0.6656167           	0                   
0.6671333           	0                   
0.6686333           	0                   
0.6701334           	0                   
0.6716334           	0                   
0.6731333           	0                   
0.6748              	0                   
0.6769667           	0                   
0.6784833           	0                   
0.68165             	0                   
0.68315             	0                   
0.68465             	0                   
0.6869833           	0                   
0.6884834           	0                   
0.6903333           	0                   
0.6918333           	0                   
0.6933333           	0                   
0.6948333           	0                   
0.6963333           	0                   
0.6981667           	0                   
0.6996667           	0                   
0.7016833           	0                   
0.7031834           	0                   
0.7046833           	0                   
0.7061833           	0                   
0.70785             	0                   
0.7095166           	0                   
0.7110167           	0                   
0.7125167           	0                   
0.7145333           	0                   
0.7160333           	0                   
0.7190334           	0                   
0.7208667           	0                   
0.7223667           	0                   
0.7238666           	0                   
0.72555             	0                   
0.72705             	0                   
0.7288833           	0                   
0.7303833           	0                   
0.7322167           	0                   
0.73505             	0                   
0.7370667           	0                   
0.7389              	0                   
0.7404              	0                   
0.7419              	0                   
0.7437333           	0                   
0.7455667           	0                   
0.7470667           	0                   
0.74875             	0                   
0.7504167           	0                   
0.75225             	0                   
0.75375             	0                   
0.7560833           	0                   
0.7575833           	0                   
0.75925             	0                   
0.7616              	0                   
0.7632667           	0                   
0.7652667           	0                   
0.7667667           	0                   
0.7682667           	0                   
0.7702667           	0                   
0.7736167           	0                   
0.7878              	0                   
0.7899666           	0                   
0.7916333           	0                   
0.7934667           	0                   
0.79565             	0                   
0.79715             	0                   
0.79965             	0                   
0.8013167           	0                   
0.8028167           	0                   
0.8043166           	0                   
0.806               	0                   
0.8075              	0                   
0.809               	0                   
0.8106667           	0                   
0.8121667           	0                   
0.8138334           	0                   
0.8153333           	0                   
0.8180166           	0                   
0.8195167           	0                   
0.8210167           	0                   
0.8226833           	0                   
0.82435             	0                   
0.82585             	0                   
0.8280166           	0                   
0.8295333           	0                   
0.8312              	0                   
0.8327              	0                   
0.8342              	0                   
0.8358667           	0                   
0.8373666           	0                   
0.8388667           	0                   
0.8403667           	0                   
0.8422167           	0                   
0.8442166           	0                   
0.8457167           	0                   
0.84805             	0                   
0.8497167           	0                   
0.8512167           	0                   
0.8530667           	0                   
0.8552333           	0                   
0.8567333           	0                   
0.8582333           	0                   
0.8597333           	0                   
0.8614              	0                   
0.8629              	0                   
0.8645833           	0                   
0.8664167           	0                   
0.86825             	0                   
0.86975             	0                   
0.8714167           	0                   
0.8734167           	0                   
0.8749167           	0                   
0.8764333           	0                   
0.8784333           	0                   
0.8801              	0                   
0.8821              	0                   
0.8847666           	0                   
0.8862666           	0                   
0.8877833           	0                   
0.8896167           	0                   
0.8916166           	0                   
0.8931167           	0                   
0.8947833           	0                   
0.8967834           	0                   
0.8988              	0                   
0.9009666           	0                   
0.9024667           	0                   
0.9039667           	0                   
0.9056333           	0                   
0.9074667           	0                   
0.9093              	0                   
0.91115             	0                   
0.9129834           	0                   
0.91515             	0                   
0.91665             	0                   
0.9184833           	0                   
0.9199833           	0                   
0.9214833           	0                   
0.9246666           	0                   
0.9261667           	0                   
0.9276667           	0                   
0.93                	0                   
0.9316667           	0                   
0.9331667           	0                   
0.9350167           	0                   
0.9370167           	0                   
0.93885             	0                   
0.94035             	0                   
0.94185             	0                   
0.9435167           	0                   
0.9452              	0                   
0.9472              	0                   
0.9513667           	0                   
0.9533666           	0                   
0.9552              	0                   
0.95705             	0                   
0.95855             	0                   
0.96005             	0                   
0.9623833           	0                   
0.96405             	0                   
0.96605             	0                   
0.9682333           	0                   
0.9702333           	0                   
0.9722334           	0                   
0.9740667           	0                   
0.9755667           	0                   
0.9770667           	0                   
0.9792333           	0                   
0.9810833           	0                   
0.9829167           	0                   
0.9849167           	0                   
0.98675             	0                   
0.98825             	0                   
0.9899167           	0                   
0.9916              	0                   
0.9936              	0                   
0.9952667           	0                   
0.9972667           	0                   
1.0016              	0                   
1.003117            	0                   
1.005117            	0                   
1.007283            	0                   
1.00895             	0                   
1.01045             	0                   
1.012117            	0                   
1.013617            	0                   
1.015133            	0                   
1.017467            	0                   
1.019133            	0                   
1.020633            	0                   
1.023133            	0                   
1.024967            	0                   
1.026483            	0                   
1.027983            	0                   
1.029483            	0                   
1.030983            	0                   
1.032817            	0                   
1.035317            	0                   
1.036817            	0                   
1.038667            	0                   
1.040667            	0                   
1.042333            	0                   
1.043833            	0                   
1.045333            	0                   
1.047               	0                   
1.048833            	0                   
1.051017            	0                   
1.052517            	0                   
1.054017            	0                   
1.055517            	0                   
1.057017            	0                   
1.059517            	0                   
1.061033            	0                   
1.062533            	0                   
1.064367            	0                   
1.065867            	0                   
1.069033            	0                   
1.070533            	0                   
1.072383            	0                   
1.073883            	0                   
1.075383            	0                   
1.076883            	0                   
1.078883            	0                   
1.080717            	0                   
1.08255             	0                   
1.084233            	0                   
1.085733            	0                   
1.087233            	0                   
1.0889              	0                   
1.0904              	0                   
1.092233            	0                   
1.095067            	0                   
1.096583            	0                   
1.098417            	0                   
1.099917            	0                   
1.101417            	0                   
1.103083            	0                   
1.104583            	0                   
1.106083            	0                   
1.1076              	0                   
1.1096              	0                   
1.1111              	0                   
1.1126              	0                   
1.1141              	0                   
1.115767            	0                   
1.1176              	0                   
1.119617            	0                   
1.12145             	0                   
1.12295             	0                   
1.125283            	0                   
1.126783            	0                   
1.128617            	0                   
1.130633            	0                   
1.132467            	0                   
1.134133            	0                   
1.135633            	0                   
1.1373              	0                   
1.1388              	0                   
1.142317            	0                   
1.143983            	0                   
1.14565             	0                   
1.14765             	0                   
1.14915             	0                   
1.15065             	0                   
1.15215             	0                   
1.154               	0                   
1.1555              	0                   
1.157               	0                   
1.158667            	0                   
1.160167            	0                   
