x                   	y                   
-------------------------------
0                   	0                   
0.001833333         	0                   
0.003333333         	0                   
0.004833333         	0                   
0.0065              	0                   
0.008166667         	0                   
0.01                	0                   
0.01151667          	0                   
0.01451667          	0                   
0.01601667          	0                   
0.01751667          	0                   
0.01901667          	0                   
0.02068333          	0                   
0.0222              	0                   
0.0237              	0                   
0.02553333          	0                   
0.0272              	0                   
0.03036667          	0                   
0.0322              	0                   
0.03505             	0                   
0.04021667          	0                   
0.04221667          	0                   
0.05073333          	0                   
0.05223333          	0                   
0.05373333          	0                   
0.05523333          	0                   
0.05675             	0                   
0.05825             	0                   
0.05975             	0                   
0.06125             	0                   
0.06441667          	0                   
0.06625             	0                   
0.06825             	0                   
0.06976666          	0                   
0.07126667          	0                   
0.0731              	0                   
0.07493334          	0                   
0.07643333          	0                   
0.07793333          	0                   
0.08011667          	0                   
0.08178333          	0                   
0.08345             	0                   
0.08528333          	0                   
0.08678333          	0                   
0.08861667          	0                   
0.09011666          	0                   
0.09196667          	0                   
0.09346667          	0                   
0.0953              	0                   
0.09696667          	0                   
0.09863333          	0                   
0.1001333           	0                   
0.1016333           	0                   
0.1033167           	0                   
0.1049833           	0                   
0.1064833           	0                   
0.10915             	0                   
0.11065             	0                   
0.11215             	0                   
0.1139833           	0                   
0.1161667           	0                   
0.1176667           	0                   
0.1191667           	0                   
0.1208333           	0                   
0.1226667           	0                   
0.1245              	0                   
0.1261667           	0                   
0.1281833           	0                   
0.12985             	0                   
0.13135             	0                   
0.13335             	0                   
0.13635             	0                   
0.1380333           	0                   
0.1397              	0                   
0.1417              	0                   
0.1435333           	0                   
0.1455333           	0                   
0.1470333           	0                   
0.1498833           	0                   
0.15155             	0                   
0.15305             	0                   
0.1552167           	0                   
0.1568833           	0                   
0.1583833           	0                   
0.1598833           	0                   
0.1614              	0                   
0.1629              	0                   
0.1644              	0                   
0.1659              	0                   
0.1677333           	0                   
0.1695667           	0                   
0.1710667           	0                   
0.17275             	0                   
0.1744167           	0                   
0.17625             	0                   
0.1779167           	0                   
0.1799167           	0                   
0.1815833           	0                   
0.18325             	0                   
0.1852667           	0                   
0.1869333           	0                   
0.1884333           	0                   
0.1901              	0                   
0.1917667           	0                   
0.1936              	0                   
0.1954333           	0                   
0.19745             	0                   
0.19895             	0                   
0.20045             	0                   
0.2022833           	0                   
0.2037833           	0                   
0.2052833           	0                   
0.20695             	0                   
0.2084667           	0                   
0.2099667           	0                   
0.2118              	0                   
0.2133              	0                   
0.2154667           	0                   
0.2169667           	0                   
0.2184667           	0                   
0.22065             	0                   
0.22215             	0                   
0.2238167           	0                   
0.2254833           	0                   
0.22765             	0                   
0.22915             	0                   
0.2306667           	0                   
0.2325              	0                   
0.2343333           	0                   
0.2363333           	0                   
0.2381667           	0                   
0.2396667           	0                   
0.2411667           	0                   
0.24285             	0                   
0.24435             	0                   
0.24585             	0                   
0.24735             	0                   
0.2491833           	0                   
0.2506833           	0                   
0.2521833           	0                   
0.2538667           	0                   
0.2558667           	0                   
0.2578667           	0                   
0.2593667           	0                   
0.2608667           	0                   
0.2628667           	0                   
0.2648667           	0                   
0.2663833           	0                   
0.2687167           	0                   
0.2702167           	0                   
0.2718833           	0                   
0.27355             	0                   
0.27505             	0                   
0.2768833           	0                   
0.2787333           	0                   
0.2805667           	0                   
0.2820667           	0                   
0.2835667           	0                   
0.2854              	0                   
0.2870667           	0                   
0.2885833           	0                   
0.29025             	0                   
0.29225             	0                   
0.29425             	0                   
0.29575             	0                   
0.2980833           	0                   
0.2999167           	0                   
0.3019333           	0                   
0.3037667           	0                   
0.3052667           	0                   
0.3072667           	0                   
0.3092667           	0                   
0.3107667           	0                   
0.3122833           	0                   
0.3156167           	0                   
0.3171167           	0                   
0.31895             	0                   
0.3206167           	0                   
0.3221167           	0                   
0.3236333           	0                   
0.3251333           	0                   
0.3268              	0                   
0.3283              	0                   
0.3314667           	0                   
0.3329667           	0                   
0.3344667           	0                   
0.33615             	0                   
0.33765             	0                   
0.33915             	0                   
0.3409833           	0                   
0.3424833           	0                   
0.3439833           	0                   
0.3471667           	0                   
0.3486667           	0                   
0.3513333           	0                   
0.353               	0                   
0.3545              	0                   
0.3561667           	0                   
0.3576667           	0                   
0.3591833           	0                   
0.3610167           	0                   
0.36285             	0                   
0.36435             	0                   
0.36585             	0                   
